tweet_id,priority,eventID,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,num
1128289674278199296,2.5,45,13.0,15.0,10.0,0,0,0,0,0,0,0,3
1128289674278199296,2.5,45,13.0,15.0,10.0,0,0,0,0,0,0,0,3
1128289779777441792,2.5,45,13.0,7.0,18.0,0,0,0,0,0,0,0,3
1128289779777441792,2.5,45,13.0,7.0,18.0,0,0,0,0,0,0,0,3
1128289779777441792,2.5,45,13.0,7.0,18.0,0,0,0,0,0,0,0,3
1128289842712936448,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128289842712936448,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128289842712936448,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128289842712936448,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128289902469058560,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128289902469058560,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128290211526475776,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128290211526475776,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128290461951647744,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128290461951647744,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128290524396494848,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128290524396494848,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128290524396494848,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128290555379814400,7.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128290555379814400,7.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128290555379814400,7.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128290555379814400,7.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128290566331031552,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290566331031552,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290566331031552,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290566331031552,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290651055902720,2.5,45,12.0,0,0,0,0,0,0,0,0,0,1
1128290838566645760,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290838566645760,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290838566645760,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290838566645760,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128290955101134848,7.5,45,13.0,6.0,7.0,18.0,0,0,0,0,0,0,4
1128290955101134848,7.5,45,13.0,6.0,7.0,18.0,0,0,0,0,0,0,4
1128290955101134848,7.5,45,13.0,6.0,7.0,18.0,0,0,0,0,0,0,4
1128290955101134848,7.5,45,13.0,6.0,7.0,18.0,0,0,0,0,0,0,4
1128290969005195264,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128290969005195264,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128290969005195264,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128291546049150976,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128291546049150976,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128291546049150976,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128291643701059584,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128291643701059584,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128291643701059584,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128291690442260480,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128291690442260480,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128291690442260480,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128291862610042880,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128291862610042880,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128291862610042880,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128292310649671680,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128292310649671680,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128292310649671680,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128292310649671680,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128292347727368192,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128292347727368192,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128292425150226432,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128292425150226432,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128292425150226432,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128292425150226432,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128292425150226432,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128292544083898368,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128292544083898368,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128292544083898368,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128292577516691456,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128292577516691456,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128292577516691456,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128292577516691456,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128292916261261312,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128292916261261312,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128292916261261312,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128293040055996416,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293040055996416,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293040055996416,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293040055996416,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293120502665216,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128293120502665216,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128293120502665216,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128293120502665216,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128293120502665216,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128293187318165504,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128293187318165504,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128293247258853376,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128293247258853376,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128293247258853376,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128293300429975552,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128293300429975552,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128293300429975552,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128293300429975552,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128293303659716608,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293303659716608,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293303659716608,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293303659716608,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128293404276736000,2.5,45,13.0,15.0,7.0,10.0,17.0,0,0,0,0,0,5
1128293404276736000,2.5,45,13.0,15.0,7.0,10.0,17.0,0,0,0,0,0,5
1128293404276736000,2.5,45,13.0,15.0,7.0,10.0,17.0,0,0,0,0,0,5
1128293404276736000,2.5,45,13.0,15.0,7.0,10.0,17.0,0,0,0,0,0,5
1128293404276736000,2.5,45,13.0,15.0,7.0,10.0,17.0,0,0,0,0,0,5
1128293655289237504,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128293655289237504,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128293707516645376,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128293707516645376,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128294637528145920,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128294637528145920,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128294637528145920,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128294751256621056,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128294751256621056,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128294751256621056,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128294751256621056,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128294751256621056,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128295408235450368,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128295408235450368,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128295696602357760,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128295696602357760,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128295696602357760,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128296307498594304,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128296307498594304,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128296307498594304,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128296307498594304,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128296307498594304,2.5,45,13.0,6.0,15.0,7.0,10.0,0,0,0,0,0,5
1128296729068150784,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128296729068150784,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128296729068150784,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128296729068150784,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128296852124626944,2.5,45,13.0,6.0,7.0,10.0,17.0,0,0,0,0,0,5
1128296852124626944,2.5,45,13.0,6.0,7.0,10.0,17.0,0,0,0,0,0,5
1128296852124626944,2.5,45,13.0,6.0,7.0,10.0,17.0,0,0,0,0,0,5
1128296852124626944,2.5,45,13.0,6.0,7.0,10.0,17.0,0,0,0,0,0,5
1128296852124626944,2.5,45,13.0,6.0,7.0,10.0,17.0,0,0,0,0,0,5
1128296911126061056,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128296911126061056,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128296911126061056,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128296982508855296,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128296982508855296,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128296982508855296,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128296982508855296,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128297172145827840,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128297172145827840,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128297172145827840,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128297172145827840,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128297197706125312,2.5,45,13.0,6.0,0,0,0,0,0,0,0,0,2
1128297197706125312,2.5,45,13.0,6.0,0,0,0,0,0,0,0,0,2
1128297324487122944,2.5,45,23.0,13.0,0,0,0,0,0,0,0,0,2
1128297324487122944,2.5,45,23.0,13.0,0,0,0,0,0,0,0,0,2
1128297864466186240,2.5,45,13.0,6.0,15.0,10.0,0,0,0,0,0,0,4
1128297864466186240,2.5,45,13.0,6.0,15.0,10.0,0,0,0,0,0,0,4
1128297864466186240,2.5,45,13.0,6.0,15.0,10.0,0,0,0,0,0,0,4
1128297864466186240,2.5,45,13.0,6.0,15.0,10.0,0,0,0,0,0,0,4
1128298602709671936,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128298602709671936,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128298602709671936,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128298682615521280,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128298682615521280,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128298682615521280,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128299289958989824,2.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128299289958989824,2.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128299289958989824,2.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128299289958989824,2.5,45,13.0,6.0,15.0,17.0,0,0,0,0,0,0,4
1128299304593108992,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128299304593108992,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128299304593108992,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128299308846014464,2.5,45,13.0,17.0,0,0,0,0,0,0,0,0,2
1128299308846014464,2.5,45,13.0,17.0,0,0,0,0,0,0,0,0,2
1128299409773608960,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128299409773608960,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128299409773608960,2.5,45,13.0,6.0,7.0,0,0,0,0,0,0,0,3
1128299417163845632,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128299417163845632,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128299827861889024,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128299827861889024,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128299827861889024,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128299827861889024,2.5,45,13.0,15.0,7.0,10.0,0,0,0,0,0,0,4
1128299868106178560,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128299868106178560,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128299868106178560,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128300097941405696,2.5,45,13.0,6.0,0,0,0,0,0,0,0,0,2
1128300097941405696,2.5,45,13.0,6.0,0,0,0,0,0,0,0,0,2
1128300262961979392,2.5,45,13.0,6.0,10.0,17.0,0,0,0,0,0,0,4
1128300262961979392,2.5,45,13.0,6.0,10.0,17.0,0,0,0,0,0,0,4
1128300262961979392,2.5,45,13.0,6.0,10.0,17.0,0,0,0,0,0,0,4
1128300262961979392,2.5,45,13.0,6.0,10.0,17.0,0,0,0,0,0,0,4
1128300540583206912,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128300540583206912,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128300761899839488,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128300761899839488,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128300761899839488,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128300781709471744,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128300781709471744,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128300781709471744,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128300781709471744,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128300865293438976,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128300865293438976,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128300865293438976,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128300865293438976,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128300987851116544,2.5,45,13.0,15.0,0,0,0,0,0,0,0,0,2
1128300987851116544,2.5,45,13.0,15.0,0,0,0,0,0,0,0,0,2
1128301402810400768,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128301402810400768,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128301402810400768,2.5,45,13.0,7.0,10.0,0,0,0,0,0,0,0,3
1128301457898217472,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128301457898217472,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128301748404334592,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301748404334592,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301748404334592,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301748404334592,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301773872144384,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301773872144384,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301773872144384,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301773872144384,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128301912451878912,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128301912451878912,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128301912451878912,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128302008836825088,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128302008836825088,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128302147412602880,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302147412602880,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302147412602880,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302147412602880,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302459808636928,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128302459808636928,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128302459808636928,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128302459808636928,2.5,45,13.0,7.0,10.0,17.0,0,0,0,0,0,0,4
1128302491811106816,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128302491811106816,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128302667481190400,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128302667481190400,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128302667481190400,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128302815317831680,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302815317831680,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302815317831680,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302815317831680,2.5,45,13.0,6.0,7.0,17.0,0,0,0,0,0,0,4
1128302945995567104,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128302945995567104,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128302945995567104,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128303144943927296,2.5,45,13.0,6.0,15.0,7.0,17.0,0,0,0,0,0,5
1128303144943927296,2.5,45,13.0,6.0,15.0,7.0,17.0,0,0,0,0,0,5
1128303144943927296,2.5,45,13.0,6.0,15.0,7.0,17.0,0,0,0,0,0,5
1128303144943927296,2.5,45,13.0,6.0,15.0,7.0,17.0,0,0,0,0,0,5
1128303144943927296,2.5,45,13.0,6.0,15.0,7.0,17.0,0,0,0,0,0,5
1128303238753574912,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128303238753574912,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128303238753574912,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128303742913265664,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128303742913265664,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128303742913265664,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128303742913265664,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128303973247614976,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128303973247614976,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128303973247614976,2.5,45,13.0,7.0,17.0,0,0,0,0,0,0,0,3
1128304118416777216,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128304118416777216,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128304118416777216,2.5,45,13.0,15.0,7.0,0,0,0,0,0,0,0,3
1128304146161922048,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128304146161922048,2.5,45,13.0,7.0,0,0,0,0,0,0,0,0,2
1128304258481131520,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128304258481131520,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128304258481131520,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128304258481131520,2.5,45,13.0,15.0,7.0,17.0,0,0,0,0,0,0,4
1128304918207582208,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128304918207582208,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128304918207582208,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128304918207582208,2.5,45,13.0,6.0,7.0,10.0,0,0,0,0,0,0,4
1128304932652756992,2.5,45,13.0,6.0,15.0,7.0,10.0,17.0,0,0,0,0,6
1128304932652756992,2.5,45,13.0,6.0,15.0,7.0,10.0,17.0,0,0,0,0,6
1128304932652756992,2.5,45,13.0,6.0,15.0,7.0,10.0,17.0,0,0,0,0,6
1128304932652756992,2.5,45,13.0,6.0,15.0,7.0,10.0,17.0,0,0,0,0,6
1128304932652756992,2.5,45,13.0,6.0,15.0,7.0,10.0,17.0,0,0,0,0,6
1128304932652756992,2.5,45,13.0,6.0,15.0,7.0,10.0,17.0,0,0,0,0,6
1128304942395973632,2.5,45,13.0,15.0,17.0,0,0,0,0,0,0,0,3
