tweet_id,priority,postCategories_x,timestamp,positive_sentiment,negative_sentiment,numb_of_mentions,numb_of_urls,numb_of_media,numb_of_hashtags,numb_of_personal_pronouns,numb_of_present_tenses,numb_of_past_tenses,sent_from_web,numb_of_weird_chars,numb_of_questions,numb_of_emoticons,numb_of_swearing_words,numb_of_slang_words,numb_of_intensifiers,tweet_length,userFollowersCount,userFriendsCount,user_numb_of_tweets,user_list_count,tfidf_fire,dict_precision,dict_recall,dict_f_measure
1128286900639473664,0.25,12,155783953412.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,1480.0,95880.0,12720.0,0.0,2930.0,0.0,0.0,0.0,0.0
1128287022165008384,0.25,20,155783956312.0,160.0,490.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,1050.0,1210.0,2300.0,0.0,120.0,0.0,0.0,0.0,0.0
1128287022165008384,0.25,20,155783956312.0,160.0,490.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,1050.0,1210.0,2300.0,0.0,120.0,0.0,0.0,0.0,0.0
1128287022165008384,0.25,20,155783956312.0,160.0,490.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,1050.0,1210.0,2300.0,0.0,120.0,0.0,0.0,0.0,0.0
1128287022165008384,0.25,20,155783956312.0,160.0,490.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,1050.0,1210.0,2300.0,0.0,120.0,0.0,0.0,0.0,0.0
1128288164173320192,0.25,12,155783983512.0,10.0,580.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,1670.0,1230.0,4530.0,0.0,40.0,0.0,0.0,0.0,0.0
1128288164173320192,0.25,12,155783983512.0,10.0,580.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,1670.0,1230.0,4530.0,0.0,40.0,0.0,0.0,0.0,0.0
1128288379718766592,0.25,12,155783988612.0,20.0,610.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1090.0,1050790.0,20.0,0.0,24700.0,0.0,0.0,0.0,0.0
1128288379718766592,0.25,12,155783988612.0,20.0,610.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1090.0,1050790.0,20.0,0.0,24700.0,0.0,0.0,0.0,0.0
1128288609654775808,0.25,16,155783994112.0,80.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,980.0,2801340.0,3610.0,0.0,36830.0,0.0,0.0,0.0,0.0
1128288609654775808,0.25,16,155783994112.0,80.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,980.0,2801340.0,3610.0,0.0,36830.0,0.0,0.0,0.0,0.0
1128288609654775808,0.25,16,155783994112.0,80.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,980.0,2801340.0,3610.0,0.0,36830.0,0.0,0.0,0.0,0.0
1128288611152089088,0.75,14,155783994212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2200.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128288611152089088,0.75,14,155783994212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2200.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128288611152089088,0.75,14,155783994212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2200.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128288611152089088,0.75,14,155783994212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2200.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128288611152089088,0.75,14,155783994212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2200.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128288705771397120,0.25,14,155783996412.0,130.0,420.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,850.0,5060.0,21040.0,0.0,50.0,0.0,0.0,0.0,0.0
1128288705771397120,0.25,14,155783996412.0,130.0,420.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,850.0,5060.0,21040.0,0.0,50.0,0.0,0.0,0.0,0.0
1128288705771397120,0.25,14,155783996412.0,130.0,420.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,850.0,5060.0,21040.0,0.0,50.0,0.0,0.0,0.0,0.0
1128289127542034432,0.25,20,155784006512.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,680.0,5130.0,5190.0,0.0,70.0,0.0,0.0,0.0,0.0
1128289127542034432,0.25,20,155784006512.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,680.0,5130.0,5190.0,0.0,70.0,0.0,0.0,0.0,0.0
1128289127542034432,0.25,20,155784006512.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,680.0,5130.0,5190.0,0.0,70.0,0.0,0.0,0.0,0.0
1128289201307435008,0.25,12,155784008212.0,20.0,610.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,1090.0,18410.0,28090.0,0.0,350.0,0.0,0.0,0.0,0.0
1128289201307435008,0.25,12,155784008212.0,20.0,610.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,1090.0,18410.0,28090.0,0.0,350.0,0.0,0.0,0.0,0.0
1128289504673042432,0.25,12,155784015512.0,10.0,650.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1330.0,11830.0,15540.0,0.0,290.0,0.0,0.0,0.0,0.0
1128289504673042432,0.25,12,155784015512.0,10.0,650.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1330.0,11830.0,15540.0,0.0,290.0,0.0,0.0,0.0,0.0
1128289779777441792,0.25,17,15578402212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,1560.0,170.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0
1128289779777441792,0.25,17,15578402212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,1560.0,170.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0
1128289779777441792,0.25,17,15578402212.0,150.0,140.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,1560.0,170.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0
1128290461951647744,0.25,12,155784038312.0,40.0,540.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,2790.0,3540.0,3200.0,0.0,780.0,0.0,0.0,0.0,0.0
1128290461951647744,0.25,12,155784038312.0,40.0,540.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,2790.0,3540.0,3200.0,0.0,780.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2460.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2460.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2460.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,150.0,140.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2460.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290651055902720,0.25,11,155784042812.0,20.0,650.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,840.0,970.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0
1128290969005195264,0.25,12,155784050412.0,200.0,250.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1320.0,13930.0,26400.0,0.0,260.0,0.0,0.0,0.0,0.0
1128290969005195264,0.25,12,155784050412.0,200.0,250.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1320.0,13930.0,26400.0,0.0,260.0,0.0,0.0,0.0,0.0
1128290969005195264,0.25,12,155784050412.0,200.0,250.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,1320.0,13930.0,26400.0,0.0,260.0,0.0,0.0,0.0,0.0
1128291643701059584,0.25,14,155784066512.0,40.0,640.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1280.0,118030.0,4480.0,0.0,3830.0,0.0,0.0,0.0,0.0
1128291643701059584,0.25,14,155784066512.0,40.0,640.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1280.0,118030.0,4480.0,0.0,3830.0,0.0,0.0,0.0,0.0
1128291643701059584,0.25,14,155784066512.0,40.0,640.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1280.0,118030.0,4480.0,0.0,3830.0,0.0,0.0,0.0,0.0
1128291690442260480,0.25,12,155784067612.0,20.0,640.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1230.0,76250.0,74190.0,0.0,390.0,0.0,0.0,0.0,0.0
1128291690442260480,0.25,12,155784067612.0,20.0,640.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1230.0,76250.0,74190.0,0.0,390.0,0.0,0.0,0.0,0.0
1128291690442260480,0.25,12,155784067612.0,20.0,640.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1230.0,76250.0,74190.0,0.0,390.0,0.0,0.0,0.0,0.0
1128291862610042880,0.25,12,155784071712.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2270.0,24030.0,5800.0,0.0,640.0,0.0,0.0,0.0,0.0
1128291862610042880,0.25,12,155784071712.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2270.0,24030.0,5800.0,0.0,640.0,0.0,0.0,0.0,0.0
1128291862610042880,0.25,12,155784071712.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,2270.0,24030.0,5800.0,0.0,640.0,0.0,0.0,0.0,0.0
1128292310649671680,0.25,12,155784082412.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1960.0,36250.0,8650.0,0.0,1850.0,0.0,0.0,0.0,0.0
1128292310649671680,0.25,12,155784082412.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1960.0,36250.0,8650.0,0.0,1850.0,0.0,0.0,0.0,0.0
1128292310649671680,0.25,12,155784082412.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1960.0,36250.0,8650.0,0.0,1850.0,0.0,0.0,0.0,0.0
1128292310649671680,0.25,12,155784082412.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,1960.0,36250.0,8650.0,0.0,1850.0,0.0,0.0,0.0,0.0
1128292347727368192,0.25,12,155784083312.0,180.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1770.0,920.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0
1128292347727368192,0.25,12,155784083312.0,180.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1770.0,920.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0
1128292425150226432,0.25,14,155784085112.0,10.0,620.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1650.0,28340.0,4440.0,0.0,2040.0,0.0,0.0,0.0,0.0
1128292425150226432,0.25,14,155784085112.0,10.0,620.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1650.0,28340.0,4440.0,0.0,2040.0,0.0,0.0,0.0,0.0
1128292425150226432,0.25,14,155784085112.0,10.0,620.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1650.0,28340.0,4440.0,0.0,2040.0,0.0,0.0,0.0,0.0
1128292425150226432,0.25,14,155784085112.0,10.0,620.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1650.0,28340.0,4440.0,0.0,2040.0,0.0,0.0,0.0,0.0
1128292425150226432,0.25,14,155784085112.0,10.0,620.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,1650.0,28340.0,4440.0,0.0,2040.0,0.0,0.0,0.0,0.0
1128292544083898368,0.25,14,155784087912.0,90.0,520.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,2450.0,4370.0,3830.0,0.0,500.0,0.0,0.0,0.0,0.0
1128292544083898368,0.25,14,155784087912.0,90.0,520.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,2450.0,4370.0,3830.0,0.0,500.0,0.0,0.0,0.0,0.0
1128292544083898368,0.25,14,155784087912.0,90.0,520.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,2450.0,4370.0,3830.0,0.0,500.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,60.0,530.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1030.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,60.0,530.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1030.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,60.0,530.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1030.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,60.0,530.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1030.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293120502665216,0.25,14,155784101712.0,100.0,470.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,3040.0,75610.0,690.0,0.0,1910.0,0.0,0.0,0.0,0.0
1128293120502665216,0.25,14,155784101712.0,100.0,470.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,3040.0,75610.0,690.0,0.0,1910.0,0.0,0.0,0.0,0.0
1128293120502665216,0.25,14,155784101712.0,100.0,470.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,3040.0,75610.0,690.0,0.0,1910.0,0.0,0.0,0.0,0.0
1128293120502665216,0.25,14,155784101712.0,100.0,470.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,3040.0,75610.0,690.0,0.0,1910.0,0.0,0.0,0.0,0.0
1128293120502665216,0.25,14,155784101712.0,100.0,470.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,3040.0,75610.0,690.0,0.0,1910.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,60.0,530.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,820.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,60.0,530.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,820.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,60.0,530.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,820.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,60.0,530.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,820.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293404276736000,0.25,16,155784108412.0,90.0,110.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1460.0,984200.0,1790.0,0.0,11810.0,0.0,0.0,0.0,0.0
1128293404276736000,0.25,16,155784108412.0,90.0,110.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1460.0,984200.0,1790.0,0.0,11810.0,0.0,0.0,0.0,0.0
1128293404276736000,0.25,16,155784108412.0,90.0,110.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1460.0,984200.0,1790.0,0.0,11810.0,0.0,0.0,0.0,0.0
1128293404276736000,0.25,16,155784108412.0,90.0,110.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1460.0,984200.0,1790.0,0.0,11810.0,0.0,0.0,0.0,0.0
1128293404276736000,0.25,16,155784108412.0,90.0,110.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1460.0,984200.0,1790.0,0.0,11810.0,0.0,0.0,0.0,0.0
1128294637528145920,0.25,12,155784137812.0,10.0,530.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,2060.0,6080.0,3660.0,0.0,570.0,0.0,0.0,0.0,0.0
1128294637528145920,0.25,12,155784137812.0,10.0,530.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,2060.0,6080.0,3660.0,0.0,570.0,0.0,0.0,0.0,0.0
1128294637528145920,0.25,12,155784137812.0,10.0,530.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,2060.0,6080.0,3660.0,0.0,570.0,0.0,0.0,0.0,0.0
1128295408235450368,0.25,12,155784156212.0,30.0,650.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,1150.0,141400.0,10.0,0.0,3050.0,0.0,0.0,0.0,0.0
1128295408235450368,0.25,12,155784156212.0,30.0,650.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,1150.0,141400.0,10.0,0.0,3050.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,20.0,650.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1300.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,20.0,650.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1300.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,20.0,650.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1300.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,20.0,650.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,1300.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296852124626944,0.25,16,155784190612.0,180.0,180.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,1910.0,353790.0,200.0,0.0,12510.0,0.0,0.0,0.0,0.0
1128296852124626944,0.25,16,155784190612.0,180.0,180.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,1910.0,353790.0,200.0,0.0,12510.0,0.0,0.0,0.0,0.0
1128296852124626944,0.25,16,155784190612.0,180.0,180.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,1910.0,353790.0,200.0,0.0,12510.0,0.0,0.0,0.0,0.0
1128296852124626944,0.25,16,155784190612.0,180.0,180.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,1910.0,353790.0,200.0,0.0,12510.0,0.0,0.0,0.0,0.0
1128296852124626944,0.25,16,155784190612.0,180.0,180.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,1910.0,353790.0,200.0,0.0,12510.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,120.0,370.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1540.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,120.0,370.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1540.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,120.0,370.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1540.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
