tweet_id,priority_x,postCategories_x,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure,priority_y
1155565816986779648,0.25,12,20.0,19.0,16.0,62.0,1245.0,537.0,52.0,0.0,0.0,0.0,0.2725
1155567882803253248,0.25,22,14.0,41.0,13.0,60.0,2641.0,2552.0,90.0,0.0,0.0,0.0,0.2725
1155567882803253248,0.25,22,14.0,41.0,13.0,60.0,2641.0,2552.0,90.0,0.0,0.0,0.0,0.2725
1155567882803253248,0.25,22,14.0,41.0,13.0,60.0,2641.0,2552.0,90.0,0.0,0.0,0.0,0.2725
1155567882803253248,0.25,22,14.0,41.0,13.0,60.0,2641.0,2552.0,90.0,0.0,0.0,0.0,0.2725
1155567882803253248,0.25,22,14.0,41.0,13.0,60.0,2641.0,2552.0,90.0,0.0,0.0,0.0,0.2725
1155567882803253248,0.25,22,14.0,41.0,13.0,60.0,2641.0,2552.0,90.0,0.0,0.0,0.0,0.2725
1155573902803984384,0.25,22,6.0,43.0,15.0,70.0,857.0,854.0,10.0,0.0,0.0,0.0,0.2525
1155557480778235904,0.25,22,4.0,31.0,14.0,56.0,685.0,156.0,208.0,0.0,0.0,0.0,0.25
1155573902803984384,0.25,22,6.0,43.0,15.0,70.0,857.0,854.0,10.0,0.0,0.0,0.0,0.2525
1155557480778235904,0.25,22,4.0,31.0,14.0,56.0,685.0,156.0,208.0,0.0,0.0,0.0,0.25
1155549691641131008,0.25,11,21.0,20.0,25.0,79.0,338.0,216.0,37.0,0.0,0.0,0.0,0.25
1155525181739294720,0.25,22,5.0,59.0,21.0,65.0,73.0,640.0,1.0,0.0,0.0,0.0,0.25
1155525181739294720,0.25,22,5.0,59.0,21.0,65.0,73.0,640.0,1.0,0.0,0.0,0.0,0.25
1155525181739294720,0.25,22,5.0,59.0,21.0,65.0,73.0,640.0,1.0,0.0,0.0,0.0,0.25
1155525181739294720,0.25,22,5.0,59.0,21.0,65.0,73.0,640.0,1.0,0.0,0.0,0.0,0.25
1155530389521199104,0.25,14,7.0,30.0,17.0,78.0,526.0,129.0,91.0,0.0,0.0,0.0,0.2575
1155532436203290624,0.25,11,3.0,60.0,9.0,60.0,1470808.0,11800.0,18503.0,0.0,0.0,0.0,0.25
1155532471787610112,0.25,11,4.0,31.0,14.0,56.0,388.0,276.0,30.0,0.0,0.0,0.0,0.25
1155539863640465408,0.25,22,14.0,41.0,13.0,60.0,824.0,4564.0,7.0,0.0,0.0,0.0,0.2525
1155539863640465408,0.25,22,14.0,41.0,13.0,60.0,824.0,4564.0,7.0,0.0,0.0,0.0,0.2525
1155539863640465408,0.25,22,14.0,41.0,13.0,60.0,824.0,4564.0,7.0,0.0,0.0,0.0,0.2525
1155539863640465408,0.25,22,14.0,41.0,13.0,60.0,824.0,4564.0,7.0,0.0,0.0,0.0,0.2525
1155539863640465408,0.25,22,14.0,41.0,13.0,60.0,824.0,4564.0,7.0,0.0,0.0,0.0,0.2525
1155539863640465408,0.25,22,14.0,41.0,13.0,60.0,824.0,4564.0,7.0,0.0,0.0,0.0,0.2525
1155540959620423680,0.25,22,4.0,28.0,8.0,50.0,115435.0,1647.0,1309.0,0.0,0.0,0.0,0.25
1155540959620423680,0.25,22,4.0,28.0,8.0,50.0,115435.0,1647.0,1309.0,0.0,0.0,0.0,0.25
1155540959620423680,0.25,22,4.0,28.0,8.0,50.0,115435.0,1647.0,1309.0,0.0,0.0,0.0,0.25
1155540959620423680,0.25,22,4.0,28.0,8.0,50.0,115435.0,1647.0,1309.0,0.0,0.0,0.0,0.25
1155540959620423680,0.25,22,4.0,28.0,8.0,50.0,115435.0,1647.0,1309.0,0.0,0.0,0.0,0.25
1155540959620423680,0.25,22,4.0,28.0,8.0,50.0,115435.0,1647.0,1309.0,0.0,0.0,0.0,0.25
1155540960983572480,0.25,22,4.0,60.0,11.0,54.0,39.0,160.0,4.0,0.0,0.0,0.0,0.25
1155540960983572480,0.25,22,4.0,60.0,11.0,54.0,39.0,160.0,4.0,0.0,0.0,0.0,0.25
1155540960983572480,0.25,22,4.0,60.0,11.0,54.0,39.0,160.0,4.0,0.0,0.0,0.0,0.25
1155540960983572480,0.25,22,4.0,60.0,11.0,54.0,39.0,160.0,4.0,0.0,0.0,0.0,0.25
1155540960983572480,0.25,22,4.0,60.0,11.0,54.0,39.0,160.0,4.0,0.0,0.0,0.0,0.25
1155544643926462464,0.25,11,2.0,62.0,12.0,73.0,1002.0,854.0,13.0,0.0,0.0,0.0,0.25
1155544794300583936,0.25,11,5.0,53.0,10.0,60.0,219.0,177.0,3.0,0.0,0.0,0.0,0.25
1155545960535248896,0.25,11,2.0,48.0,23.0,127.0,135002.0,1586.0,1238.0,0.0,0.0,0.0,0.25
1155553125153071104,0.25,11,14.0,41.0,13.0,60.0,26.0,124.0,2.0,0.0,0.0,0.0,0.25
1155525181739294720,0.25,22,5.0,59.0,21.0,65.0,73.0,640.0,1.0,0.0,0.0,0.0,0.25
1155573902803984384,0.25,22,6.0,43.0,15.0,70.0,857.0,854.0,10.0,0.0,0.0,0.0,0.2525
1155573902803984384,0.25,22,6.0,43.0,15.0,70.0,857.0,854.0,10.0,0.0,0.0,0.0,0.2525
1155602124342013952,0.25,11,3.0,60.0,9.0,60.0,1005.0,993.0,89.0,0.0,0.0,0.0,0.25
1155602331649490944,0.25,11,4.0,61.0,9.0,64.0,8245.0,3946.0,212.0,0.0,0.0,0.0,0.25
1155603521011638272,0.25,22,3.0,60.0,14.0,55.0,1339.0,0.0,80.0,0.0,0.0,0.0,0.25
1155603521011638272,0.25,22,3.0,60.0,14.0,55.0,1339.0,0.0,80.0,0.0,0.0,0.0,0.25
1155603521011638272,0.25,22,3.0,60.0,14.0,55.0,1339.0,0.0,80.0,0.0,0.0,0.0,0.25
1155603521011638272,0.25,22,3.0,60.0,14.0,55.0,1339.0,0.0,80.0,0.0,0.0,0.0,0.25
1155614828242907136,0.25,11,2.0,66.0,16.0,78.0,211.0,187.0,10.0,0.0,0.0,0.0,0.25
1155617772400984064,0.25,22,16.0,21.0,12.0,50.0,349.0,2026.0,10.0,0.0,0.0,0.0,0.2525
1155617772400984064,0.25,22,16.0,21.0,12.0,50.0,349.0,2026.0,10.0,0.0,0.0,0.0,0.2525
1155617772400984064,0.25,22,16.0,21.0,12.0,50.0,349.0,2026.0,10.0,0.0,0.0,0.0,0.2525
1155617772400984064,0.25,22,16.0,21.0,12.0,50.0,349.0,2026.0,10.0,0.0,0.0,0.0,0.2525
1155617772400984064,0.25,22,16.0,21.0,12.0,50.0,349.0,2026.0,10.0,0.0,0.0,0.0,0.2525
1155617772400984064,0.25,22,16.0,21.0,12.0,50.0,349.0,2026.0,10.0,0.0,0.0,0.0,0.2525
1155617968765562880,0.25,12,1.0,14.0,12.0,61.0,23.0,464.0,0.0,0.0,0.0,0.0,0.26
1155617968765562880,0.25,12,1.0,14.0,12.0,61.0,23.0,464.0,0.0,0.0,0.0,0.0,0.26
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1155619107225645056,0.25,22,2.0,48.0,24.0,128.0,89434.0,2197.0,1350.0,0.0,0.0,0.0,0.2525
1157814399719096320,0.25,11,9.0,26.0,17.0,52.0,54.0,58.0,0.0,0.0,0.0,0.0,0.25
1157814399719096320,0.25,11,9.0,26.0,17.0,52.0,54.0,58.0,0.0,0.0,0.0,0.0,0.25
1157814399719096320,0.25,11,9.0,26.0,17.0,52.0,54.0,58.0,0.0,0.0,0.0,0.0,0.25
1157821379728703488,0.25,11,5.0,41.0,15.0,85.0,970.0,2505.0,37.0,0.0,0.0,0.0,0.25
1157821379728703488,0.25,11,5.0,41.0,15.0,85.0,970.0,2505.0,37.0,0.0,0.0,0.0,0.25
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1155573902803984384,0.25,22,6.0,43.0,15.0,70.0,857.0,854.0,10.0,0.0,0.0,0.0,0.2525
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1155573902803984384,0.25,22,6.0,43.0,15.0,70.0,857.0,854.0,10.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155579336352829440,0.25,22,3.0,33.0,15.0,67.0,658.0,739.0,45.0,0.0,0.0,0.0,0.2525
1155592364150444032,0.25,11,2.0,47.0,44.0,216.0,1289.0,0.0,0.0,0.0,0.0,0.0,0.25
1155595000912261120,0.25,16,0.0,48.0,49.0,273.0,3463.0,3943.0,8.0,0.0,0.0,0.0,0.255
1155595000912261120,0.25,16,0.0,48.0,49.0,273.0,3463.0,3943.0,8.0,0.0,0.0,0.0,0.255
1155595000912261120,0.25,16,0.0,48.0,49.0,273.0,3463.0,3943.0,8.0,0.0,0.0,0.0,0.255
1155596101942013952,0.25,12,1.0,14.0,10.0,59.0,2502.0,3710.0,2.0,0.0,0.0,0.0,0.25
1155596101942013952,0.25,12,1.0,14.0,10.0,59.0,2502.0,3710.0,2.0,0.0,0.0,0.0,0.25
1155599391878762496,0.25,22,1.0,66.0,12.0,77.0,781.0,1039.0,6.0,0.0,0.0,0.0,0.26
1155599391878762496,0.25,22,1.0,66.0,12.0,77.0,781.0,1039.0,6.0,0.0,0.0,0.0,0.26
1155599391878762496,0.25,22,1.0,66.0,12.0,77.0,781.0,1039.0,6.0,0.0,0.0,0.0,0.26
1155599391878762496,0.25,22,1.0,66.0,12.0,77.0,781.0,1039.0,6.0,0.0,0.0,0.0,0.26
1155599391878762496,0.25,22,1.0,66.0,12.0,77.0,781.0,1039.0,6.0,0.0,0.0,0.0,0.26
1155599528998948864,0.25,22,9.0,36.0,12.0,53.0,21457.0,22836.0,8.0,0.0,0.0,0.0,0.25
1155599528998948864,0.25,22,9.0,36.0,12.0,53.0,21457.0,22836.0,8.0,0.0,0.0,0.0,0.25
1155599528998948864,0.25,22,9.0,36.0,12.0,53.0,21457.0,22836.0,8.0,0.0,0.0,0.0,0.25
1155599528998948864,0.25,22,9.0,36.0,12.0,53.0,21457.0,22836.0,8.0,0.0,0.0,0.0,0.25
1155599528998948864,0.25,22,9.0,36.0,12.0,53.0,21457.0,22836.0,8.0,0.0,0.0,0.0,0.25
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1155600065215553536,0.25,22,2.0,48.0,23.0,127.0,82404.0,1065.0,653.0,0.0,0.0,0.0,0.255
1157821379728703488,0.25,11,5.0,41.0,15.0,85.0,970.0,2505.0,37.0,0.0,0.0,0.0,0.25
1155525181739294720,0.25,22,5.0,59.0,21.0,65.0,73.0,640.0,1.0,0.0,0.0,0.0,0.25
1155523317639651328,0.25,22,3.0,53.0,32.0,160.0,74811.0,428.0,698.0,0.0,0.0,0.0,0.25
1155439326072848384,0.25,16,20.0,19.0,16.0,62.0,21001.0,20974.0,273.0,0.0,0.0,0.0,0.2575
1155439326072848384,0.25,16,20.0,19.0,16.0,62.0,21001.0,20974.0,273.0,0.0,0.0,0.0,0.2575
1155441764003733504,0.25,11,1.0,47.0,51.0,251.0,5016.0,4971.0,1.0,0.0,0.0,0.0,0.25
1155447796738220032,0.25,20,1.0,61.0,74.0,270.0,175.0,123.0,3.0,0.0,0.0,0.0,0.2525
1155447796738220032,0.25,20,1.0,61.0,74.0,270.0,175.0,123.0,3.0,0.0,0.0,0.0,0.2525
1155447796738220032,0.25,20,1.0,61.0,74.0,270.0,175.0,123.0,3.0,0.0,0.0,0.0,0.2525
1155447796738220032,0.25,20,1.0,61.0,74.0,270.0,175.0,123.0,3.0,0.0,0.0,0.0,0.2525
1155447796738220032,0.25,20,1.0,61.0,74.0,270.0,175.0,123.0,3.0,0.0,0.0,0.0,0.2525
1155448402148286464,0.25,11,4.0,46.0,11.0,55.0,1375.0,814.0,29.0,0.0,0.0,0.0,0.25
1155450088124272640,0.25,22,3.0,25.0,25.0,126.0,234221.0,1600.0,1941.0,0.0,0.0,0.0,0.2525
1155450088124272640,0.25,22,3.0,25.0,25.0,126.0,234221.0,1600.0,1941.0,0.0,0.0,0.0,0.2525
1155450088124272640,0.25,22,3.0,25.0,25.0,126.0,234221.0,1600.0,1941.0,0.0,0.0,0.0,0.2525
1155450088124272640,0.25,22,3.0,25.0,25.0,126.0,234221.0,1600.0,1941.0,0.0,0.0,0.0,0.2525
1155450088124272640,0.25,22,3.0,25.0,25.0,126.0,234221.0,1600.0,1941.0,0.0,0.0,0.0,0.2525
1155450088124272640,0.25,22,3.0,25.0,25.0,126.0,234221.0,1600.0,1941.0,0.0,0.0,0.0,0.2525
1155450854201339904,0.25,22,3.0,25.0,25.0,126.0,55421.0,261.0,426.0,0.0,0.0,0.0,0.25
1155450854201339904,0.25,22,3.0,25.0,25.0,126.0,55421.0,261.0,426.0,0.0,0.0,0.0,0.25
1155450854201339904,0.25,22,3.0,25.0,25.0,126.0,55421.0,261.0,426.0,0.0,0.0,0.0,0.25
1155450854201339904,0.25,22,3.0,25.0,25.0,126.0,55421.0,261.0,426.0,0.0,0.0,0.0,0.25
1155450854201339904,0.25,22,3.0,25.0,25.0,126.0,55421.0,261.0,426.0,0.0,0.0,0.0,0.25
1155450854201339904,0.25,22,3.0,25.0,25.0,126.0,55421.0,261.0,426.0,0.0,0.0,0.0,0.25
1155452544329682944,0.25,22,7.0,48.0,27.0,126.0,861839.0,538.0,2814.0,0.0,0.0,0.0,0.25
1155452544329682944,0.25,22,7.0,48.0,27.0,126.0,861839.0,538.0,2814.0,0.0,0.0,0.0,0.25
1155452544329682944,0.25,22,7.0,48.0,27.0,126.0,861839.0,538.0,2814.0,0.0,0.0,0.0,0.25
1155452544329682944,0.25,22,7.0,48.0,27.0,126.0,861839.0,538.0,2814.0,0.0,0.0,0.0,0.25
1155452544329682944,0.25,22,7.0,48.0,27.0,126.0,861839.0,538.0,2814.0,0.0,0.0,0.0,0.25
1155452544329682944,0.25,22,7.0,48.0,27.0,126.0,861839.0,538.0,2814.0,0.0,0.0,0.0,0.25
1155439326072848384,0.25,16,20.0,19.0,16.0,62.0,21001.0,20974.0,273.0,0.0,0.0,0.0,0.2575
1155454584002945024,0.25,11,12.0,41.0,19.0,100.0,785.0,204.0,17.0,0.0,0.0,0.0,0.25
1155439326072848384,0.25,16,20.0,19.0,16.0,62.0,21001.0,20974.0,273.0,0.0,0.0,0.0,0.2575
1155439191750250496,0.25,22,2.0,2.0,11.0,50.0,91463.0,913.0,1375.0,0.0,0.0,0.0,0.2575
1155428067587706880,0.25,22,6.0,49.0,15.0,52.0,122.0,145.0,4.0,0.0,0.0,0.0,0.25
1155428067587706880,0.25,22,6.0,49.0,15.0,52.0,122.0,145.0,4.0,0.0,0.0,0.0,0.25
1155428684851007488,0.25,11,2.0,68.0,46.0,189.0,4267.0,4948.0,13.0,0.0,0.0,0.0,0.25
1155431464881786880,0.25,22,2.0,59.0,18.0,72.0,1044785.0,55893.0,5094.0,0.0,0.0,0.0,0.255
1155431464881786880,0.25,22,2.0,59.0,18.0,72.0,1044785.0,55893.0,5094.0,0.0,0.0,0.0,0.255
1155431464881786880,0.25,22,2.0,59.0,18.0,72.0,1044785.0,55893.0,5094.0,0.0,0.0,0.0,0.255
1155431464881786880,0.25,22,2.0,59.0,18.0,72.0,1044785.0,55893.0,5094.0,0.0,0.0,0.0,0.255
1155431464881786880,0.25,22,2.0,59.0,18.0,72.0,1044785.0,55893.0,5094.0,0.0,0.0,0.0,0.255
1155432653031641088,0.25,22,7.0,48.0,27.0,126.0,198231.0,1740.0,1545.0,0.0,0.0,0.0,0.315
1155432653031641088,0.25,22,7.0,48.0,27.0,126.0,198231.0,1740.0,1545.0,0.0,0.0,0.0,0.315
1155432653031641088,0.25,22,7.0,48.0,27.0,126.0,198231.0,1740.0,1545.0,0.0,0.0,0.0,0.315
1155432653031641088,0.25,22,7.0,48.0,27.0,126.0,198231.0,1740.0,1545.0,0.0,0.0,0.0,0.315
1155433747589677056,0.25,11,26.0,6.0,5.0,45.0,20.0,39.0,5.0,0.0,0.0,0.0,0.25
1155435426087395328,0.25,22,7.0,59.0,19.0,68.0,202.0,87.0,6.0,0.0,0.0,0.0,0.26
1155435426087395328,0.25,22,7.0,59.0,19.0,68.0,202.0,87.0,6.0,0.0,0.0,0.0,0.26
1155435426087395328,0.25,22,7.0,59.0,19.0,68.0,202.0,87.0,6.0,0.0,0.0,0.0,0.26
1155435426087395328,0.25,22,7.0,59.0,19.0,68.0,202.0,87.0,6.0,0.0,0.0,0.0,0.26
1155435426087395328,0.25,22,7.0,59.0,19.0,68.0,202.0,87.0,6.0,0.0,0.0,0.0,0.26
1155439184649347072,0.25,22,2.0,2.0,11.0,50.0,128776.0,1450.0,1280.0,0.0,0.0,0.0,0.25
1155439184649347072,0.25,22,2.0,2.0,11.0,50.0,128776.0,1450.0,1280.0,0.0,0.0,0.0,0.25
1155439184649347072,0.25,22,2.0,2.0,11.0,50.0,128776.0,1450.0,1280.0,0.0,0.0,0.0,0.25
1155439184649347072,0.25,22,2.0,2.0,11.0,50.0,128776.0,1450.0,1280.0,0.0,0.0,0.0,0.25
1155439184649347072,0.25,22,2.0,2.0,11.0,50.0,128776.0,1450.0,1280.0,0.0,0.0,0.0,0.25
1155439184649347072,0.25,22,2.0,2.0,11.0,50.0,128776.0,1450.0,1280.0,0.0,0.0,0.0,0.25
1155439191750250496,0.25,22,2.0,2.0,11.0,50.0,91463.0,913.0,1375.0,0.0,0.0,0.0,0.2575
1155439191750250496,0.25,22,2.0,2.0,11.0,50.0,91463.0,913.0,1375.0,0.0,0.0,0.0,0.2575
1155439191750250496,0.25,22,2.0,2.0,11.0,50.0,91463.0,913.0,1375.0,0.0,0.0,0.0,0.2575
1155439191750250496,0.25,22,2.0,2.0,11.0,50.0,91463.0,913.0,1375.0,0.0,0.0,0.0,0.2575
1155523317639651328,0.25,22,3.0,53.0,32.0,160.0,74811.0,428.0,698.0,0.0,0.0,0.0,0.25
1155455258837094400,0.25,11,9.0,51.0,14.0,68.0,16865.0,15645.0,197.0,0.0,0.0,0.0,0.25
1155464867647766528,0.25,22,6.0,49.0,17.0,54.0,2744.0,11.0,11.0,0.0,0.0,0.0,0.25
1155492275201482752,0.25,11,4.0,63.0,13.0,53.0,16.0,35.0,0.0,0.0,0.0,0.0,0.25
1155492450020024320,0.25,22,7.0,30.0,17.0,78.0,23.0,95.0,0.0,0.0,0.0,0.0,0.2575
1155492450020024320,0.25,22,7.0,30.0,17.0,78.0,23.0,95.0,0.0,0.0,0.0,0.0,0.2575
1155492450020024320,0.25,22,7.0,30.0,17.0,78.0,23.0,95.0,0.0,0.0,0.0,0.0,0.2575
1155492450020024320,0.25,22,7.0,30.0,17.0,78.0,23.0,95.0,0.0,0.0,0.0,0.0,0.2575
1155492450020024320,0.25,22,7.0,30.0,17.0,78.0,23.0,95.0,0.0,0.0,0.0,0.0,0.2575
1155492450020024320,0.25,22,7.0,30.0,17.0,78.0,23.0,95.0,0.0,0.0,0.0,0.0,0.2575
1155492513190273024,0.25,11,14.0,34.0,7.0,46.0,2107.0,5006.0,6.0,0.0,0.0,0.0,0.25
1155497733937123328,0.25,11,6.0,14.0,14.0,60.0,131.0,124.0,3.0,0.0,0.0,0.0,0.25
1155501612363931648,0.25,22,3.0,52.0,13.0,66.0,157.0,1990.0,9.0,0.0,0.0,0.0,0.25
1155501612363931648,0.25,22,3.0,52.0,13.0,66.0,157.0,1990.0,9.0,0.0,0.0,0.0,0.25
1155501612363931648,0.25,22,3.0,52.0,13.0,66.0,157.0,1990.0,9.0,0.0,0.0,0.0,0.25
1155501612363931648,0.25,22,3.0,52.0,13.0,66.0,157.0,1990.0,9.0,0.0,0.0,0.0,0.25
1155501612363931648,0.25,22,3.0,52.0,13.0,66.0,157.0,1990.0,9.0,0.0,0.0,0.0,0.25
1155501612363931648,0.25,22,3.0,52.0,13.0,66.0,157.0,1990.0,9.0,0.0,0.0,0.0,0.25
1155509953299460096,0.25,22,2.0,50.0,59.0,257.0,1437.0,1560.0,32.0,0.0,0.0,0.0,0.265
1155509953299460096,0.25,22,2.0,50.0,59.0,257.0,1437.0,1560.0,32.0,0.0,0.0,0.0,0.265
1155517309387075584,0.25,11,9.0,36.0,12.0,53.0,0.0,62.0,0.0,0.0,0.0,0.0,0.25
1155518416335376384,0.25,11,1.0,41.0,25.0,111.0,212.0,150.0,0.0,0.0,0.0,0.0,0.25
1155523017704910848,0.25,16,7.0,46.0,9.0,56.0,611862.0,892.0,4013.0,0.0,0.0,0.0,0.25
1155523017704910848,0.25,16,7.0,46.0,9.0,56.0,611862.0,892.0,4013.0,0.0,0.0,0.0,0.25
1155523017704910848,0.25,16,7.0,46.0,9.0,56.0,611862.0,892.0,4013.0,0.0,0.0,0.0,0.25
1155523017704910848,0.25,16,7.0,46.0,9.0,56.0,611862.0,892.0,4013.0,0.0,0.0,0.0,0.25
1155523317639651328,0.25,22,3.0,53.0,32.0,160.0,74811.0,428.0,698.0,0.0,0.0,0.0,0.25
1155523317639651328,0.25,22,3.0,53.0,32.0,160.0,74811.0,428.0,698.0,0.0,0.0,0.0,0.25
1155523317639651328,0.25,22,3.0,53.0,32.0,160.0,74811.0,428.0,698.0,0.0,0.0,0.0,0.25
1155523317639651328,0.25,22,3.0,53.0,32.0,160.0,74811.0,428.0,698.0,0.0,0.0,0.0,0.25
1155488785838178304,0.25,22,4.0,63.0,12.0,52.0,995.0,2128.0,43.0,0.0,0.0,0.0,0.25
1155464867647766528,0.25,22,6.0,49.0,17.0,54.0,2744.0,11.0,11.0,0.0,0.0,0.0,0.25
1155488785838178304,0.25,22,4.0,63.0,12.0,52.0,995.0,2128.0,43.0,0.0,0.0,0.0,0.25
1155488785838178304,0.25,22,4.0,63.0,12.0,52.0,995.0,2128.0,43.0,0.0,0.0,0.0,0.25
1158883650865438720,0.25,11,7.0,53.0,8.0,54.0,158785.0,1266.0,1393.0,0.0,0.0,0.0,0.25
1155464867647766528,0.25,22,6.0,49.0,17.0,54.0,2744.0,11.0,11.0,0.0,0.0,0.0,0.25
1155464867647766528,0.25,22,6.0,49.0,17.0,54.0,2744.0,11.0,11.0,0.0,0.0,0.0,0.25
1155465757683265536,0.25,16,9.0,51.0,11.0,65.0,3752.0,4706.0,60.0,0.0,0.0,0.0,0.25
1155465757683265536,0.25,16,9.0,51.0,11.0,65.0,3752.0,4706.0,60.0,0.0,0.0,0.0,0.25
1155465757683265536,0.25,16,9.0,51.0,11.0,65.0,3752.0,4706.0,60.0,0.0,0.0,0.0,0.25
1155465757683265536,0.25,16,9.0,51.0,11.0,65.0,3752.0,4706.0,60.0,0.0,0.0,0.0,0.25
1155466958382481408,0.25,16,2.0,49.0,45.0,185.0,5314.0,5463.0,28.0,0.0,0.0,0.0,0.2625
1155466958382481408,0.25,16,2.0,49.0,45.0,185.0,5314.0,5463.0,28.0,0.0,0.0,0.0,0.2625
1155466958382481408,0.25,16,2.0,49.0,45.0,185.0,5314.0,5463.0,28.0,0.0,0.0,0.0,0.2625
1155466958382481408,0.25,16,2.0,49.0,45.0,185.0,5314.0,5463.0,28.0,0.0,0.0,0.0,0.2625
1155469716816891904,0.25,22,2.0,59.0,18.0,72.0,2866.0,1172.0,119.0,0.0,0.0,0.0,0.2525
1155469716816891904,0.25,22,2.0,59.0,18.0,72.0,2866.0,1172.0,119.0,0.0,0.0,0.0,0.2525
