eventID,postID,postPriority,num,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,index,timestamp,tweet_id,positive_sentiment,negative_sentiment,numb_of_mentions,numb_of_urls,numb_of_media,numb_of_hashtags,numb_of_personal_pronouns,numb_of_present_tenses,numb_of_past_tenses,sent_from_web,numb_of_weird_chars,numb_of_questions,numb_of_emoticons,numb_of_swearing_words,numb_of_slang_words,numb_of_intensifiers,tweet_length,userFollowersCount,userFriendsCount,user_numb_of_tweets,user_list_count,tfidf_fire,dict_precision,dict_recall,dict_f_measure
45.0,1.1282864417907712e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20358.0,155783942412.0,1.1282864417907712e+18,8.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,75.0,175486.0,188245.0,0.0,1049.0,0.0,0.0,0.0,0.0
45.0,1.1282864417907712e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29858.0,155783942412.0,1.1282864417907712e+18,8.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,75.0,175486.0,188245.0,0.0,1049.0,0.0,0.0,0.0,0.0
45.0,1.1282865589588828e+18,2.5,3.0,13.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11166.0,155783945212.0,1.1282865589588828e+18,6.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,82.0,186.0,911.0,0.0,113.0,0.0,0.0,0.0,0.0
45.0,1.1282865589588828e+18,2.5,3.0,13.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20310.0,155783945212.0,1.1282865589588828e+18,6.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,82.0,186.0,911.0,0.0,113.0,0.0,0.0,0.0,0.0
45.0,1.1282865589588828e+18,2.5,3.0,13.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29810.0,155783945212.0,1.1282865589588828e+18,6.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,82.0,186.0,911.0,0.0,113.0,0.0,0.0,0.0,0.0
45.0,1.1282869006394737e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20553.0,155783953412.0,1.1282869006394737e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,148.0,9588.0,1272.0,0.0,293.0,0.0,0.0,0.0,0.0
45.0,1.1282869006394737e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30053.0,155783953412.0,1.1282869006394737e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,148.0,9588.0,1272.0,0.0,293.0,0.0,0.0,0.0,0.0
45.0,1.1282870221650084e+18,2.5,4.0,13.0,7.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,20396.0,155783956312.0,1.1282870221650084e+18,16.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,105.0,121.0,230.0,0.0,12.0,0.0,0.0,0.0,0.0
45.0,1.1282870221650084e+18,2.5,4.0,13.0,7.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,29896.0,155783956312.0,1.1282870221650084e+18,16.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,105.0,121.0,230.0,0.0,12.0,0.0,0.0,0.0,0.0
45.0,1.1282873888478413e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20615.0,15578396512.0,1.1282873888478413e+18,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,87.0,1048395.0,0.0,0.0,9001.0,0.0,0.0,0.0,0.0
45.0,1.1282873888478413e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30115.0,15578396512.0,1.1282873888478413e+18,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,87.0,1048395.0,0.0,0.0,9001.0,0.0,0.0,0.0,0.0
45.0,1.1282881641733202e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11185.0,155783983512.0,1.1282881641733202e+18,1.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,167.0,123.0,453.0,0.0,4.0,0.0,0.0,0.0,0.0
45.0,1.1282881641733202e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20329.0,155783983512.0,1.1282881641733202e+18,1.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,167.0,123.0,453.0,0.0,4.0,0.0,0.0,0.0,0.0
45.0,1.1282881641733202e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29829.0,155783983512.0,1.1282881641733202e+18,1.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,167.0,123.0,453.0,0.0,4.0,0.0,0.0,0.0,0.0
45.0,1.1282883772399452e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20487.0,155783988612.0,1.1282883772399452e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,109.0,87095.0,1.0,0.0,2912.0,0.0,0.0,0.0,0.0
45.0,1.1282883772399452e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29987.0,155783988612.0,1.1282883772399452e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,109.0,87095.0,1.0,0.0,2912.0,0.0,0.0,0.0,0.0
45.0,1.1282883797187666e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20422.0,155783988612.0,1.1282883797187666e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,109.0,105079.0,2.0,0.0,2470.0,0.0,0.0,0.0,0.0
45.0,1.1282883797187666e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29922.0,155783988612.0,1.1282883797187666e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,109.0,105079.0,2.0,0.0,2470.0,0.0,0.0,0.0,0.0
45.0,1.1282886096547758e+18,2.5,3.0,13.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11180.0,155783994112.0,1.1282886096547758e+18,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,98.0,280134.0,361.0,0.0,3683.0,0.0,0.0,0.0,0.0
45.0,1.1282886096547758e+18,2.5,3.0,13.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20324.0,155783994112.0,1.1282886096547758e+18,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,98.0,280134.0,361.0,0.0,3683.0,0.0,0.0,0.0,0.0
45.0,1.1282886096547758e+18,2.5,3.0,13.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29824.0,155783994112.0,1.1282886096547758e+18,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,98.0,280134.0,361.0,0.0,3683.0,0.0,0.0,0.0,0.0
45.0,1.1282886111520891e+18,7.5,5.0,14.0,13.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,11215.0,155783994212.0,1.1282886111520891e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,220.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.1282886111520891e+18,7.5,5.0,14.0,13.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,20359.0,155783994212.0,1.1282886111520891e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,220.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.1282886111520891e+18,7.5,5.0,14.0,13.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,29859.0,155783994212.0,1.1282886111520891e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,220.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.1282886666386063e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20504.0,155783995512.0,1.1282886666386063e+18,15.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,84.0,19560.0,1691.0,0.0,91.0,0.0,0.0,0.0,0.0
45.0,1.1282886666386063e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30004.0,155783995512.0,1.1282886666386063e+18,15.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,84.0,19560.0,1691.0,0.0,91.0,0.0,0.0,0.0,0.0
45.0,1.1282887057713971e+18,2.5,3.0,13.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20403.0,155783996412.0,1.1282887057713971e+18,13.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,85.0,506.0,2104.0,0.0,5.0,0.0,0.0,0.0,0.0
45.0,1.1282887057713971e+18,2.5,3.0,13.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29903.0,155783996412.0,1.1282887057713971e+18,13.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,85.0,506.0,2104.0,0.0,5.0,0.0,0.0,0.0,0.0
45.0,1.128288950630568e+18,7.5,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11230.0,155784002312.0,1.128288950630568e+18,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,240.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.128288950630568e+18,7.5,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20374.0,155784002312.0,1.128288950630568e+18,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,240.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.128288950630568e+18,7.5,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20611.0,155784002312.0,1.128288950630568e+18,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,240.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.128288950630568e+18,7.5,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29874.0,155784002312.0,1.128288950630568e+18,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,240.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.128288950630568e+18,7.5,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30111.0,155784002312.0,1.128288950630568e+18,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,240.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.1282891275420344e+18,2.5,3.0,13.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20578.0,155784006512.0,1.1282891275420344e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,68.0,513.0,519.0,0.0,7.0,0.0,0.0,0.0,0.0
45.0,1.1282891275420344e+18,2.5,3.0,13.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30078.0,155784006512.0,1.1282891275420344e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,68.0,513.0,519.0,0.0,7.0,0.0,0.0,0.0,0.0
45.0,1.128289201307435e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11186.0,155784008212.0,1.128289201307435e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,109.0,1841.0,2809.0,0.0,35.0,0.0,0.0,0.0,0.0
45.0,1.128289201307435e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20330.0,155784008212.0,1.128289201307435e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,109.0,1841.0,2809.0,0.0,35.0,0.0,0.0,0.0,0.0
45.0,1.128289201307435e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29830.0,155784008212.0,1.128289201307435e+18,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,109.0,1841.0,2809.0,0.0,35.0,0.0,0.0,0.0,0.0
45.0,1.1282893455493939e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20532.0,155784011712.0,1.1282893455493939e+18,3.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,220.0,1916.0,4898.0,0.0,10.0,0.0,0.0,0.0,0.0
45.0,1.1282893455493939e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30032.0,155784011712.0,1.1282893455493939e+18,3.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,220.0,1916.0,4898.0,0.0,10.0,0.0,0.0,0.0,0.0
45.0,1.1282895046730424e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11235.0,155784015512.0,1.1282895046730424e+18,1.0,65.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,133.0,1183.0,1554.0,0.0,29.0,0.0,0.0,0.0,0.0
45.0,1.1282895046730424e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20379.0,155784015512.0,1.1282895046730424e+18,1.0,65.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,133.0,1183.0,1554.0,0.0,29.0,0.0,0.0,0.0,0.0
45.0,1.1282895046730424e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29879.0,155784015512.0,1.1282895046730424e+18,1.0,65.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,133.0,1183.0,1554.0,0.0,29.0,0.0,0.0,0.0,0.0
45.0,1.1282897797774418e+18,2.5,3.0,13.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20588.0,15578402212.0,1.1282897797774418e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,156.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
45.0,1.1282897797774418e+18,2.5,3.0,13.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30088.0,15578402212.0,1.1282897797774418e+18,15.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,156.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
45.0,1.1282903249321042e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30253.0,15578403512.0,1.1282903249321042e+18,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,92.0,141.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.128290365985964e+18,2.5,3.0,13.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20517.0,15578403612.0,1.128290365985964e+18,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,280.0,9345024.0,547.0,0.0,88536.0,0.0,0.0,0.0,0.0
45.0,1.128290365985964e+18,2.5,3.0,13.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30017.0,15578403612.0,1.128290365985964e+18,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,280.0,9345024.0,547.0,0.0,88536.0,0.0,0.0,0.0,0.0
45.0,1.1282903965666222e+18,2.5,2.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20549.0,155784036712.0,1.1282903965666222e+18,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,226.0,280134.0,361.0,0.0,3683.0,0.0,0.0,0.0,0.0
45.0,1.1282903965666222e+18,2.5,2.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30049.0,155784036712.0,1.1282903965666222e+18,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,226.0,280134.0,361.0,0.0,3683.0,0.0,0.0,0.0,0.0
45.0,1.1282904619516477e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20387.0,155784038312.0,1.1282904619516477e+18,4.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,279.0,354.0,320.0,0.0,78.0,0.0,0.0,0.0,0.0
45.0,1.1282904619516477e+18,2.5,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29887.0,155784038312.0,1.1282904619516477e+18,4.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,279.0,354.0,320.0,0.0,78.0,0.0,0.0,0.0,0.0
45.0,1.1282905553798144e+18,7.5,4.0,13.0,6.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20569.0,155784040512.0,1.1282905553798144e+18,15.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,246.0,1123.0,1092.0,0.0,122.0,0.0,0.0,0.0,0.0
45.0,1.1282905553798144e+18,7.5,4.0,13.0,6.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,30069.0,155784040512.0,1.1282905553798144e+18,15.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,246.0,1123.0,1092.0,0.0,122.0,0.0,0.0,0.0,0.0
45.0,1.1282905690991985e+18,2.5,5.0,13.0,15.0,7.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,20461.0,155784040812.0,1.1282905690991985e+18,20.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,238.0,1062.0,17.0,0.0,31.0,0.0,0.0,0.0,0.0
45.0,1.1282905690991985e+18,2.5,5.0,13.0,15.0,7.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,29961.0,155784040812.0,1.1282905690991985e+18,20.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,238.0,1062.0,17.0,0.0,31.0,0.0,0.0,0.0,0.0
45.0,1.1282905706804552e+18,2.5,5.0,13.0,15.0,7.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,20388.0,155784040912.0,1.1282905706804552e+18,20.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,238.0,568.0,343.0,0.0,15.0,0.0,0.0,0.0,0.0
45.0,1.1282905706804552e+18,2.5,5.0,13.0,15.0,7.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,29888.0,155784040912.0,1.1282905706804552e+18,20.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,238.0,568.0,343.0,0.0,15.0,0.0,0.0,0.0,0.0
45.0,1.1282906510559027e+18,2.5,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20721.0,155784042812.0,1.1282906510559027e+18,2.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,84.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.1282906510559027e+18,2.5,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30221.0,155784042812.0,1.1282906510559027e+18,2.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,84.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.1282906510559027e+18,2.5,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30237.0,155784042812.0,1.1282906510559027e+18,2.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,84.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
