tweet_id,priority,postCategories_x,timestamp,positive_sentiment,negative_sentiment,numb_of_mentions,numb_of_urls,numb_of_hashtagsnumb_of_personal_pronouns,numb_of_present_tenses,numb_of_past_tenses,sent_from_web,numb_of_weird_chars,numb_of_questions,numb_of_emoticons,numb_of_swearing_words,here?,numb_of_slang_words,numb_of_intensifiers,tweet_length,userFollowersCount,userFriendsCount,user_numb_of_tweets,user_list_count,tfidf_fire,dict_precision,dict_recall,dict_f_measure
1128288609654775808,0.25,16,155783994112.0,30.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,980.0,2801340.0,3610.0,0.0,36830.0,0.0,0.0,0.0,0.0
1128288609654775808,0.25,16,155783994112.0,30.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,980.0,2801340.0,3610.0,0.0,36830.0,0.0,0.0,0.0,0.0
1128288609654775808,0.25,16,155783994112.0,30.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,980.0,2801340.0,3610.0,0.0,36830.0,0.0,0.0,0.0,0.0
1128289127542034432,0.25,20,155784006512.0,90.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,450.0,5130.0,5190.0,0.0,70.0,0.0,0.0,0.0,0.0
1128289127542034432,0.25,20,155784006512.0,90.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,450.0,5130.0,5190.0,0.0,70.0,0.0,0.0,0.0,0.0
1128289127542034432,0.25,20,155784006512.0,90.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,450.0,5130.0,5190.0,0.0,70.0,0.0,0.0,0.0,0.0
1128289201307435008,0.25,12,155784008212.0,10.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,860.0,18410.0,28090.0,0.0,350.0,0.0,0.0,0.0,0.0
1128289201307435008,0.25,12,155784008212.0,10.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,860.0,18410.0,28090.0,0.0,350.0,0.0,0.0,0.0,0.0
1128289779777441792,0.25,17,15578402212.0,40.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1050.0,170.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0
1128289779777441792,0.25,17,15578402212.0,40.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1050.0,170.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0
1128289779777441792,0.25,17,15578402212.0,40.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,1050.0,170.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0
1128290461951647744,0.25,12,155784038312.0,20.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,2550.0,3540.0,3200.0,0.0,780.0,0.0,0.0,0.0,0.0
1128290461951647744,0.25,12,155784038312.0,20.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,2550.0,3540.0,3200.0,0.0,780.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,10.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,2230.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,10.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,2230.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,10.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,2230.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128290555379814400,0.75,16,155784040512.0,10.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,2230.0,11230.0,10920.0,0.0,1220.0,0.0,0.0,0.0,0.0
1128292347727368192,0.25,12,155784083312.0,10.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1720.0,920.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0
1128292347727368192,0.25,12,155784083312.0,10.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,1720.0,920.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0
1128292544083898368,0.25,14,155784087912.0,310.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,1970.0,4370.0,3830.0,0.0,500.0,0.0,0.0,0.0,0.0
1128292544083898368,0.25,14,155784087912.0,310.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,1970.0,4370.0,3830.0,0.0,500.0,0.0,0.0,0.0,0.0
1128292544083898368,0.25,14,155784087912.0,310.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,1970.0,4370.0,3830.0,0.0,500.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293040055996416,0.25,16,155784099812.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,9132350.0,2100.0,0.0,49160.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,590.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,590.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,590.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128293303659716608,0.25,16,15578410612.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,590.0,73660.0,50.0,0.0,1980.0,0.0,0.0,0.0,0.0
1128294637528145920,0.25,12,155784137812.0,10.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,1580.0,6080.0,3660.0,0.0,570.0,0.0,0.0,0.0,0.0
1128294637528145920,0.25,12,155784137812.0,10.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,1580.0,6080.0,3660.0,0.0,570.0,0.0,0.0,0.0,0.0
1128294637528145920,0.25,12,155784137812.0,10.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,1580.0,6080.0,3660.0,0.0,570.0,0.0,0.0,0.0,0.0
1128295408235450368,0.25,12,155784156212.0,40.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,780.0,141400.0,10.0,0.0,3050.0,0.0,0.0,0.0,0.0
1128295408235450368,0.25,12,155784156212.0,40.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,780.0,141400.0,10.0,0.0,3050.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,90.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,830.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,90.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,830.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,90.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,830.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128296729068150784,0.25,16,155784187712.0,90.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,830.0,211230.0,192610.0,0.0,370.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,20.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1050.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,20.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1050.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,20.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1050.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
1128297172145827840,0.25,16,155784198312.0,20.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,1050.0,31590.0,10240.0,0.0,1190.0,0.0,0.0,0.0,0.0
1128298602709671936,0.25,14,155784232412.0,120.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,570.0,393910.0,385500.0,0.0,2290.0,0.0,0.0,0.0,0.0
1128298602709671936,0.25,14,155784232412.0,120.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,570.0,393910.0,385500.0,0.0,2290.0,0.0,0.0,0.0,0.0
1128298602709671936,0.25,14,155784232412.0,120.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,570.0,393910.0,385500.0,0.0,2290.0,0.0,0.0,0.0,0.0
1128298682615521280,0.25,14,155784234312.0,30.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,950.0,4620.0,40.0,0.0,150.0,0.0,0.0,0.0,0.0
1128298682615521280,0.25,14,155784234312.0,30.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,950.0,4620.0,40.0,0.0,150.0,0.0,0.0,0.0,0.0
1128298682615521280,0.25,14,155784234312.0,30.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,950.0,4620.0,40.0,0.0,150.0,0.0,0.0,0.0,0.0
1128299289958989824,0.25,16,155784248812.0,130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1290.0,674010.0,5080.0,0.0,8040.0,0.0,0.0,0.0,0.0
1128299289958989824,0.25,16,155784248812.0,130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1290.0,674010.0,5080.0,0.0,8040.0,0.0,0.0,0.0,0.0
1128299289958989824,0.25,16,155784248812.0,130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1290.0,674010.0,5080.0,0.0,8040.0,0.0,0.0,0.0,0.0
1128299289958989824,0.25,16,155784248812.0,130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1290.0,674010.0,5080.0,0.0,8040.0,0.0,0.0,0.0,0.0
1128299304593108992,0.25,16,155784249112.0,40.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,1160.0,3397110.0,4200.0,0.0,28530.0,0.0,0.0,0.0,0.0
1128299304593108992,0.25,16,155784249112.0,40.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,1160.0,3397110.0,4200.0,0.0,28530.0,0.0,0.0,0.0,0.0
1128299304593108992,0.25,16,155784249112.0,40.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,1160.0,3397110.0,4200.0,0.0,28530.0,0.0,0.0,0.0,0.0
1128299308846014464,0.25,16,155784249212.0,130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1290.0,38830.0,1200.0,0.0,840.0,0.0,0.0,0.0,0.0
1128299308846014464,0.25,16,155784249212.0,130.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,1290.0,38830.0,1200.0,0.0,840.0,0.0,0.0,0.0,0.0
1128299417163845632,0.25,12,155784251812.0,90.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,580.0,880.0,4490.0,0.0,0.0,0.0,0.0,0.0,0.0
1128299417163845632,0.25,12,155784251812.0,90.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,580.0,880.0,4490.0,0.0,0.0,0.0,0.0,0.0,0.0
1128300761899839488,0.25,14,155784283912.0,30.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,850.0,4620.0,40.0,0.0,150.0,0.0,0.0,0.0,0.0
1128300761899839488,0.25,14,155784283912.0,30.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,850.0,4620.0,40.0,0.0,150.0,0.0,0.0,0.0,0.0
1128300761899839488,0.25,14,155784283912.0,30.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,850.0,4620.0,40.0,0.0,150.0,0.0,0.0,0.0,0.0
1128300781709471744,0.25,16,155784284312.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1128300781709471744,0.25,16,155784284312.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1128300781709471744,0.25,16,155784284312.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1128300781709471744,0.25,16,155784284312.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1128300987851116544,0.25,14,155784289212.0,20.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,770.0,90.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1128300987851116544,0.25,14,155784289212.0,20.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,770.0,90.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1128301457898217472,0.25,12,155784300512.0,10.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,1380.0,1980.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0
1128301457898217472,0.25,12,155784300512.0,10.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,1380.0,1980.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0
1128301748404334592,0.25,16,155784307412.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,120.0,2760.0,0.0,10.0,0.0,0.0,0.0,0.0
1128301748404334592,0.25,16,155784307412.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,120.0,2760.0,0.0,10.0,0.0,0.0,0.0,0.0
1128301748404334592,0.25,16,155784307412.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,120.0,2760.0,0.0,10.0,0.0,0.0,0.0,0.0
1128301748404334592,0.25,16,155784307412.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,120.0,2760.0,0.0,10.0,0.0,0.0,0.0,0.0
1128302008836825088,0.25,12,155784313612.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,770.0,3980.0,11720.0,0.0,0.0,0.0,0.0,0.0,0.0
1128302008836825088,0.25,12,155784313612.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,770.0,3980.0,11720.0,0.0,0.0,0.0,0.0,0.0,0.0
1128302491811106816,0.25,12,155784325112.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,770.0,890.0,180.0,0.0,10.0,0.0,0.0,0.0,0.0
1128302491811106816,0.25,12,155784325112.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,770.0,890.0,180.0,0.0,10.0,0.0,0.0,0.0,0.0
1128302667481190400,0.25,16,155784329312.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,820.0,2711770.0,225530.0,0.0,18290.0,0.0,0.0,0.0,0.0
1128302667481190400,0.25,16,155784329312.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,820.0,2711770.0,225530.0,0.0,18290.0,0.0,0.0,0.0,0.0
1128302667481190400,0.25,16,155784329312.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,820.0,2711770.0,225530.0,0.0,18290.0,0.0,0.0,0.0,0.0
1128302815317831680,0.25,16,155784332812.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,6577030.0,311400.0,0.0,38050.0,0.0,0.0,0.0,0.0
1128302815317831680,0.25,16,155784332812.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,6577030.0,311400.0,0.0,38050.0,0.0,0.0,0.0,0.0
1128302815317831680,0.25,16,155784332812.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,6577030.0,311400.0,0.0,38050.0,0.0,0.0,0.0,0.0
1128302815317831680,0.25,16,155784332812.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,6577030.0,311400.0,0.0,38050.0,0.0,0.0,0.0,0.0
1128303742913265664,0.25,16,155784354912.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,400.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0
1128303742913265664,0.25,16,155784354912.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,400.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0
1128303742913265664,0.25,16,155784354912.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,400.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0
1128303742913265664,0.25,16,155784354912.0,20.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,790.0,400.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0
1128304258481131520,0.25,16,155784367212.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,410.0,1200.0,0.0,10.0,0.0,0.0,0.0,0.0
1128304258481131520,0.25,16,155784367212.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,410.0,1200.0,0.0,10.0,0.0,0.0,0.0,0.0
1128304258481131520,0.25,16,155784367212.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,410.0,1200.0,0.0,10.0,0.0,0.0,0.0,0.0
1128304258481131520,0.25,16,155784367212.0,40.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,810.0,410.0,1200.0,0.0,10.0,0.0,0.0,0.0,0.0
1128304942395973632,0.25,16,155784383512.0,30.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,760.0,1402030.0,1870.0,0.0,9490.0,0.0,0.0,0.0,0.0
1128304942395973632,0.25,16,155784383512.0,30.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,760.0,1402030.0,1870.0,0.0,9490.0,0.0,0.0,0.0,0.0
1128304942395973632,0.25,16,155784383512.0,30.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,760.0,1402030.0,1870.0,0.0,9490.0,0.0,0.0,0.0,0.0
1128305049745014784,0.25,16,155784386112.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,930.0,4260.0,870.0,0.0,100.0,0.0,0.0,0.0,0.0
1128305049745014784,0.25,16,155784386112.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,930.0,4260.0,870.0,0.0,100.0,0.0,0.0,0.0,0.0
1128305049745014784,0.25,16,155784386112.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,930.0,4260.0,870.0,0.0,100.0,0.0,0.0,0.0,0.0
1128305049745014784,0.25,16,155784386112.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,930.0,4260.0,870.0,0.0,100.0,0.0,0.0,0.0,0.0
1128305049745014784,0.25,16,155784386112.0,40.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,930.0,4260.0,870.0,0.0,100.0,0.0,0.0,0.0,0.0
1128305333301129216,0.25,12,155784392912.0,40.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,16150.0,17670.0,0.0,130.0,0.0,0.0,0.0,0.0
