tweet_id,priority,postCategories_x,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
1156908409385562112,0,16,19,19,10,63,119,477,0,0,0,0
1156908409385562112,0,16,19,19,10,63,119,477,0,0,0,0
1156908409385562112,0,16,19,19,10,63,119,477,0,0,0,0
1156917076336041984,0,11,4,64,13,74,725,45,2,0,0,0
1156917076336041984,0,11,4,64,13,74,725,45,2,0,0,0
1156919585632903168,0,11,42,13,10,52,385,611,3,0,0,0
1156919585632903168,0,11,42,13,10,52,385,611,3,0,0,0
1156927604714164224,0,11,30,28,13,70,3670,19,26,11,11,11
1156927604714164224,0,11,30,28,13,70,3670,19,26,11,11,11
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156939480923852800,0,12,6,52,40,198,1518,1522,0,0,0,0
1156942687205044224,0,11,4,60,26,167,8737521,370,38650,10,11,10
1156942687205044224,0,11,4,60,26,167,8737521,370,38650,10,11,10
1156945179905069056,0,12,3,55,51,224,2161,3163,134,0,0,0
1156945179905069056,0,12,3,55,51,224,2161,3163,134,0,0,0
1156945179905069056,0,12,3,55,51,224,2161,3163,134,0,0,0
1156958082569777152,0,11,19,30,11,57,448,1583,7,0,0,0
1156958082569777152,0,11,19,30,11,57,448,1583,7,0,0,0
1156966179929563136,0,11,30,28,13,70,13051,13384,59,11,11,11
1156966179929563136,0,11,30,28,13,70,13051,13384,59,11,11,11
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1156981846682603520,0,16,4,44,11,58,98,57,9,0,0,0
1157027189063376896,0,16,8,42,11,63,163,2172,5,0,0,0
1157027189063376896,0,16,8,42,11,63,163,2172,5,0,0,0
1157027189063376896,0,16,8,42,11,63,163,2172,5,0,0,0
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157027873242398720,0,16,2,74,10,71,779,2949,61,14,11,12
1157058066283728896,0,16,17,20,9,50,18,7,0,0,0,0
1157058066283728896,0,16,17,20,9,50,18,7,0,0,0,0
1157058066283728896,0,16,17,20,9,50,18,7,0,0,0,0
1157059501683404800,0,11,4,58,25,136,96,9,2,10,11,10
1157059501683404800,0,11,4,58,25,136,96,9,2,10,11,10
1157082393901035520,0,11,4,58,25,136,96,9,2,10,11,10
1157082393901035520,0,11,4,58,25,136,96,9,2,10,11,10
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157103775858987008,0,16,2,74,10,71,4918,4916,3,14,11,12
1157117656777969664,0,11,4,58,25,136,96,9,2,10,11,10
1157117656777969664,0,11,4,58,25,136,96,9,2,10,11,10
1157134128761966592,0,12,1,67,54,220,1013,1128,9,0,0,0
1157134128761966592,0,12,1,67,54,220,1013,1128,9,0,0,0
1157134128761966592,0,12,1,67,54,220,1013,1128,9,0,0,0
1157136409536421888,0,11,7,50,12,78,24603,24691,9,10,11,10
1157136409536421888,0,11,7,50,12,78,24603,24691,9,10,11,10
1157179091034001408,0,16,2,74,10,71,207,523,4,14,11,12
1157179091034001408,0,16,2,74,10,71,207,523,4,14,11,12
1157179091034001408,0,16,2,74,10,71,207,523,4,14,11,12
1157179091034001408,0,16,2,74,10,71,207,523,4,14,11,12
1157179091034001408,0,16,2,74,10,71,207,523,4,14,11,12
1157185446390226944,0,14,7,45,17,68,208470,1932,833,16,11,13
1157185446390226944,0,14,7,45,17,68,208470,1932,833,16,11,13
1157185446390226944,0,14,7,45,17,68,208470,1932,833,16,11,13
1157185446390226944,0,14,7,45,17,68,208470,1932,833,16,11,13
1157240769062871040,0,11,30,28,13,70,108,261,9,11,11,11
1157240769062871040,0,11,30,28,13,70,108,261,9,11,11,11
1157243507842723840,0,11,12,30,14,65,0,27,0,14,11,12
1157243507842723840,0,11,12,30,14,65,0,27,0,14,11,12
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157247556231016448,0,16,6,54,10,59,153,355,3,0,0,0
1157269372341227520,0,16,18,7,8,51,225,3399,9,0,0,0
1157269372341227520,0,16,18,7,8,51,225,3399,9,0,0,0
1157269372341227520,0,16,18,7,8,51,225,3399,9,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157310786445959168,0,16,8,47,41,199,3057,3456,25,0,0,0
1157328791934554112,0,18,12,21,9,62,87,154,5,0,0,0
1157328791934554112,0,18,12,21,9,62,87,154,5,0,0,0
1157328791934554112,0,18,12,21,9,62,87,154,5,0,0,0
1157328791934554112,0,18,12,21,9,62,87,154,5,0,0,0
1157328791934554112,0,18,12,21,9,62,87,154,5,0,0,0
1157328791934554112,0,18,12,21,9,62,87,154,5,0,0,0
1157333785312186368,0,11,7,57,11,44,9,21,0,0,0,0
1157333785312186368,0,11,7,57,11,44,9,21,0,0,0,0
1157340302757097472,0,16,12,21,9,62,640,1429,13,0,0,0
1157340302757097472,0,16,12,21,9,62,640,1429,13,0,0,0
1157340302757097472,0,16,12,21,9,62,640,1429,13,0,0,0
1157340302757097472,0,16,12,21,9,62,640,1429,13,0,0,0
1157340302757097472,0,16,12,21,9,62,640,1429,13,0,0,0
1157340302757097472,0,16,12,21,9,62,640,1429,13,0,0,0
1157343490428362752,0,16,18,7,8,51,118,247,40,0,0,0
1157343490428362752,0,16,18,7,8,51,118,247,40,0,0,0
1157343490428362752,0,16,18,7,8,51,118,247,40,0,0,0
1157343490428362752,0,16,18,7,8,51,118,247,40,0,0,0
1157343490428362752,0,16,18,7,8,51,118,247,40,0,0,0
1157343490428362752,0,16,18,7,8,51,118,247,40,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157350866543714304,0,18,12,22,14,75,28,42,4,0,0,0
1157390071311376384,0,16,12,21,9,62,14547,15440,29,0,0,0
1157390071311376384,0,16,12,21,9,62,14547,15440,29,0,0,0
1157390071311376384,0,16,12,21,9,62,14547,15440,29,0,0,0
1157390071311376384,0,16,12,21,9,62,14547,15440,29,0,0,0
1157390071311376384,0,16,12,21,9,62,14547,15440,29,0,0,0
1157393890229571584,0,16,3,26,15,82,70,75,0,20,22,21
1157393890229571584,0,16,3,26,15,82,70,75,0,20,22,21
1157393890229571584,0,16,3,26,15,82,70,75,0,20,22,21
1157417839172771840,0,11,3,52,12,70,18,56,0,0,0,0
1157417839172771840,0,11,3,52,12,70,18,56,0,0,0,0
1157422978272903168,0,11,2,15,48,225,10016,6386,394,0,0,0
1157422978272903168,0,11,2,15,48,225,10016,6386,394,0,0,0
1157423759990505472,0,11,2,15,48,225,10016,6386,394,0,0,0
1157423759990505472,0,11,2,15,48,225,10016,6386,394,0,0,0
1157429206273396736,0,16,12,21,9,62,1231,3562,8,0,0,0
1157429206273396736,0,16,12,21,9,62,1231,3562,8,0,0,0
1157429206273396736,0,16,12,21,9,62,1231,3562,8,0,0,0
1157429206273396736,0,16,12,21,9,62,1231,3562,8,0,0,0
1157429206273396736,0,16,12,21,9,62,1231,3562,8,0,0,0
1157455878649344000,0,11,11,46,14,68,1067,1417,73,28,22,25
1157455878649344000,0,11,11,46,14,68,1067,1417,73,28,22,25
1157462982458146816,0,11,44,16,11,67,298,68,2,0,0,0
1157462982458146816,0,11,44,16,11,67,298,68,2,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157502635508813824,0,16,12,21,9,62,24498,13918,2445,0,0,0
1157505951127224320,0,16,2,73,16,90,1812,656,49,10,11,10
1157505951127224320,0,16,2,73,16,90,1812,656,49,10,11,10
1157505951127224320,0,16,2,73,16,90,1812,656,49,10,11,10
1157505951127224320,0,16,2,73,16,90,1812,656,49,10,11,10
1157505951127224320,0,16,2,73,16,90,1812,656,49,10,11,10
1157523910293970944,0,16,6,54,10,59,247,276,22,0,0,0
1157523910293970944,0,16,6,54,10,59,247,276,22,0,0,0
1157523910293970944,0,16,6,54,10,59,247,276,22,0,0,0
1157586083384823808,0,16,3,26,15,82,6876,6373,198,20,22,21
1157586083384823808,0,16,3,26,15,82,6876,6373,198,20,22,21
1157586083384823808,0,16,3,26,15,82,6876,6373,198,20,22,21
1157624759544422400,0,11,3,52,12,70,32,60,0,0,0,0
1157624759544422400,0,11,3,52,12,70,32,60,0,0,0,0
1157628798243868672,0,14,3,50,53,257,122110,7059,1425,0,0,0
1157628798243868672,0,14,3,50,53,257,122110,7059,1425,0,0,0
1157644683776073728,0,16,3,65,8,57,2548,4998,108,14,11,12
1157644683776073728,0,16,3,65,8,57,2548,4998,108,14,11,12
1157644683776073728,0,16,3,65,8,57,2548,4998,108,14,11,12
1157644683776073728,0,16,3,65,8,57,2548,4998,108,14,11,12
1157644683776073728,0,16,3,65,8,57,2548,4998,108,14,11,12
1157644683776073728,0,16,3,65,8,57,2548,4998,108,14,11,12
1157699977784778752,0,16,3,65,8,57,577,2352,4,14,11,12
1157699977784778752,0,16,3,65,8,57,577,2352,4,14,11,12
1157699977784778752,0,16,3,65,8,57,577,2352,4,14,11,12
1157699977784778752,0,16,3,65,8,57,577,2352,4,14,11,12
1157699977784778752,0,16,3,65,8,57,577,2352,4,14,11,12
1157699977784778752,0,16,3,65,8,57,577,2352,4,14,11,12
1157708445526548480,0,11,2,62,60,285,10731,3978,458,0,0,0
1157708445526548480,0,11,2,62,60,285,10731,3978,458,0,0,0
1157802533814964224,0,16,7,51,10,65,2304,1493,86,12,11,11
1157802533814964224,0,16,7,51,10,65,2304,1493,86,12,11,11
1157802533814964224,0,16,7,51,10,65,2304,1493,86,12,11,11
1157802533814964224,0,16,7,51,10,65,2304,1493,86,12,11,11
1157802533814964224,0,16,7,51,10,65,2304,1493,86,12,11,11
1157877748808871936,0,11,31,24,11,58,1697,1541,42,0,0,0
1157877748808871936,0,11,31,24,11,58,1697,1541,42,0,0,0
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157882281899548672,0,16,10,52,9,69,473,4839,3,12,11,11
1157907388135018496,0,11,11,46,12,66,222,448,10,28,22,25
1157907388135018496,0,11,11,46,12,66,222,448,10,28,22,25
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158038130454224896,0,16,4,37,17,89,267944,284,6707,11,11,11
1158114980052398080,0,16,7,51,10,65,719,2018,52,12,11,11
1158114980052398080,0,16,7,51,10,65,719,2018,52,12,11,11
1158114980052398080,0,16,7,51,10,65,719,2018,52,12,11,11
1158114980052398080,0,16,7,51,10,65,719,2018,52,12,11,11
1158114980052398080,0,16,7,51,10,65,719,2018,52,12,11,11
1158128878570881024,0,16,10,52,9,69,9,30,4,12,11,11
1158128878570881024,0,16,10,52,9,69,9,30,4,12,11,11
1158128878570881024,0,16,10,52,9,69,9,30,4,12,11,11
1158128878570881024,0,16,10,52,9,69,9,30,4,12,11,11
1158128878570881024,0,16,10,52,9,69,9,30,4,12,11,11
1158137874891624448,0,11,35,20,12,59,5168,4434,74,0,0,0
1158137874891624448,0,11,35,20,12,59,5168,4434,74,0,0,0
1158202926503882752,0,11,14,44,48,236,2562,2754,35,0,0,0
1158202926503882752,0,11,14,44,48,236,2562,2754,35,0,0,0
1158267169152438272,0,16,5,45,17,89,156,4,7,0,0,0
1158267169152438272,0,16,5,45,17,89,156,4,7,0,0,0
1158267169152438272,0,16,5,45,17,89,156,4,7,0,0,0
1158267169152438272,0,16,5,45,17,89,156,4,7,0,0,0
1158267169152438272,0,16,5,45,17,89,156,4,7,0,0,0
