tweet_id,category
1155177351887622149,Irrelevant
1155667394473287681,Irrelevant
1155917386056269824,InformationWanted
1155917386056269824,MultimediaShare
1155917386056269824,Factoid
1155674603663978498,Hashtags
1155674603663978498,Sentiment
1155667846325649409,Location
1155667846325649409,MultimediaShare
1155778828779708416,Irrelevant
1155910832250920960,Irrelevant
1155687780065804288,Location
1155687780065804288,MultimediaShare
1155687780065804288,Factoid
1155687780065804288,News
1155905468117790720,Irrelevant
1155676983793082375,Irrelevant
1155810949351268357,Irrelevant
1155061630637445121,Irrelevant
1155741556579565568,Hashtags
1155741556579565568,Sentiment
1155676801739481089,Irrelevant
1155710492893044737,Irrelevant
1155656913473794048,Irrelevant
1155921901425954818,Location
1155921901425954818,MultimediaShare
1155921901425954818,Factoid
1155921901425954818,News
1155871127379554307,MultimediaShare
1155871127379554307,News
1155650826964066304,ThirdPartyObservation
1155650826964066304,Location
1155650826964066304,News
1155920865323888640,ThirdPartyObservation
1155920865323888640,Hashtags
1155920865323888640,Sentiment
1155910443635888128,ThirdPartyObservation
1155910443635888128,Location
1155910443635888128,Factoid
1155698272545067008,Location
1155698272545067008,MultimediaShare
1155698272545067008,News
1155656348748546049,Location
1155656348748546049,Discussion
1155702549124669440,Irrelevant
1155179868503650304,Irrelevant
1155704130960158722,Irrelevant
1155640779693535237,Irrelevant
1155672988735270912,Advice
1155688461363376129,Location
1155688461363376129,MultimediaShare
1155688461363376129,Factoid
1155688461363376129,News
1155667064129900544,Irrelevant
1155831166810959876,ThirdPartyObservation
1155831166810959876,MultimediaShare
1155722388878835712,Factoid
1155722388878835712,Hashtags
1155722388878835712,News
1155651874105831429,Irrelevant
1155793443639189504,Location
1155793443639189504,MultimediaShare
1155793443639189504,Factoid
1155793443639189504,News
1155896813519626240,MultimediaShare
1155896813519626240,Factoid
1155896813519626240,Hashtags
1155896813519626240,News
1155896813519626240,Discussion
1155692922718904321,Location
1155692922718904321,MultimediaShare
1155692922718904321,News
1155698018374447104,Irrelevant
1155711911318736896,Irrelevant
1155718437055782912,MultimediaShare
1155718437055782912,Hashtags
1155718437055782912,News
1155670520529952774,Irrelevant
1155679846162403328,MultimediaShare
1155679846162403328,Factoid
1155679846162403328,News
1155650480284078080,Irrelevant
1155100818229661700,Irrelevant
1155907432607932419,Irrelevant
1155656021563469824,Location
1155656021563469824,MultimediaShare
1155656021563469824,Factoid
1155656021563469824,Hashtags
1155656021563469824,News
1155690006293254144,ThirdPartyObservation
1155690006293254144,MultimediaShare
1155690006293254144,News
1155805637445672962,Location
1155805637445672962,Factoid
1155805637445672962,News
1155856501547982848,ThirdPartyObservation
1155856501547982848,Discussion
1155174801486557184,Irrelevant
1155687003125628929,ThirdPartyObservation
1155687003125628929,MultimediaShare
1155663914509590528,ThirdPartyObservation
1155696580504145920,Irrelevant
1155682224525778955,ThirdPartyObservation
1155682224525778955,Location
1155682224525778955,Factoid
1155757964097183744,Irrelevant
1155683262259507200,Irrelevant
1155703573587431424,Irrelevant
1155806600139083776,Location
1155806600139083776,Factoid
1155786715413585920,Irrelevant
1155818007505133568,MultimediaShare
1155818007505133568,Factoid
1155818007505133568,News
1155803775098974210,Irrelevant
1155777010167189504,Irrelevant
1155258736220545035,Irrelevant
1155888789186908160,Location
1155888789186908160,MultimediaShare
1155888789186908160,News
1155902825471172609,ThirdPartyObservation
1155902825471172609,Factoid
1155678404965834752,Irrelevant
1155863879278301184,Location
1155863879278301184,MultimediaShare
1155863879278301184,Factoid
1155863879278301184,News
1155681465574801408,MultimediaShare
1155681465574801408,Factoid
1155681465574801408,News
1155678056519856128,Irrelevant
1155662729115394048,MultimediaShare
1155662729115394048,News
1155720180376461312,Irrelevant
1155858926526771205,MultimediaShare
1155858926526771205,News
1155858926526771205,Sentiment
1155887868897660933,Location
1155887868897660933,MultimediaShare
1155887868897660933,News
1155658420684541952,Irrelevant
1155655299572883456,Location
1155655299572883456,News
1155888732303527941,ThirdPartyObservation
1155888732303527941,Hashtags
1155888732303527941,Sentiment
1155860017322635265,MultimediaShare
1155860017322635265,Factoid
1155860017322635265,News
1155285496819568641,Irrelevant
1155659843744784384,News
1155696370344329216,Hashtags
1155696370344329216,Sentiment
1155892256223764481,Location
1155892256223764481,MultimediaShare
1155892256223764481,Factoid
1155892256223764481,News
1155812324298506240,Irrelevant
1155855109063995392,MultimediaShare
1155855109063995392,News
1155855109063995392,Sentiment
1155878317154852864,MultimediaShare
1155878317154852864,Factoid
1155878317154852864,News
1155862873345650689,Hashtags
1155862873345650689,Sentiment
1155888180459163651,Location
1155888180459163651,MultimediaShare
1155888180459163651,News
1155647120436867072,Irrelevant
1155839297783828480,Irrelevant
1155668406462369792,Location
1155668406462369792,MultimediaShare
1155668406462369792,News
1155678291128246272,MultimediaShare
1155678291128246272,News
1155678291128246272,Advice
1155894222584733696,Location
1155894222584733696,MultimediaShare
1155894222584733696,Factoid
1155894222584733696,News
1155692704363188224,InformationWanted
1155092007607590914,Irrelevant
1155826833054736384,ThirdPartyObservation
1155856892930994176,Irrelevant
1155686814059024384,ThirdPartyObservation
1155686814059024384,Location
1155652992390946816,Irrelevant
1155707819963760641,ThirdPartyObservation
1155707819963760641,Factoid
1155852333974093825,MultimediaShare
1155852333974093825,Factoid
1155852333974093825,News
1155684073626460160,ThirdPartyObservation
1155676176213405697,Irrelevant
1155677458286436352,Location
1155677458286436352,Discussion
1155841167910739968,MultimediaShare
1155841167910739968,News
1155888295785533441,MovePeople
1155888295785533441,ThirdPartyObservation
1155888295785533441,Location
1155888295785533441,Hashtags
1155888295785533441,Sentiment
1155820407641055232,Irrelevant
1155692432039788550,ThirdPartyObservation
1155692432039788550,Location
1155702372338937861,MultimediaShare
1155702372338937861,Factoid
1155702372338937861,News
1155702372338937861,Sentiment
1155838802453258241,MultimediaShare
1155838802453258241,Factoid
1155838802453258241,News
1155897366458839040,Location
1155897366458839040,MultimediaShare
1155897366458839040,Factoid
1155897366458839040,News
1155704063175958528,Irrelevant
1155680683844657153,ThirdPartyObservation
1155680683844657153,MultimediaShare
1155680683844657153,News
1155686756085374976,MultimediaShare
1155686756085374976,Hashtags
1155686756085374976,News
1155686756085374976,Sentiment
1155686756085374976,Discussion
1155775066002612229,MultimediaShare
1155775066002612229,Factoid
1155775066002612229,News
1155428626705321984,Irrelevant
1155667255188959232,MultimediaShare
1155667255188959232,Advice
1155016347052597248,Irrelevant
1155627883538386945,Irrelevant
1155706683949105152,Irrelevant
1155678698185646087,Location
1155678698185646087,MultimediaShare
1155678698185646087,Factoid
1155678698185646087,News
1155115250477359106,Irrelevant
1155910727376539653,ThirdPartyObservation
1155910727376539653,Location
1155910727376539653,MultimediaShare
1155910727376539653,Factoid
1155678871779446784,Location
1155678871779446784,Discussion
1155661301365895169,Location
1155828319700639745,Irrelevant
1155708625534509056,ThirdPartyObservation
1155871174318088192,Irrelevant
1155698980254183425,MultimediaShare
1155698980254183425,Factoid
1155698980254183425,News
1155698980254183425,Sentiment
1155870495528706049,ThirdPartyObservation
1155870495528706049,Factoid
1155658799987871745,Location
1155658799987871745,News
1155661172756008960,Irrelevant
1155909665919651840,Location
1155909665919651840,MultimediaShare
1155909665919651840,Factoid
1155909665919651840,News
1155708088466337792,ThirdPartyObservation
1155708088466337792,Factoid
1155705444985257984,MultimediaShare
1155705444985257984,News
1155699675283910656,Location
1155699675283910656,MultimediaShare
1155699675283910656,News
1155778117153284097,Irrelevant
1155884054052343808,ThirdPartyObservation
1155884054052343808,Location
1155884054052343808,MultimediaShare
1155884054052343808,Factoid
1155884536510713857,MultimediaShare
1155884536510713857,Factoid
1155884536510713857,News
1155690534649810944,Irrelevant
1155662197613322240,Irrelevant
1155892766582247425,MultimediaShare
1155892766582247425,Factoid
1155892766582247425,News
1155884536057729024,ThirdPartyObservation
1155884536057729024,Location
1155884536057729024,Factoid
1155884536057729024,ContextualInformation
1155884536057729024,Discussion
1155671477624221698,Irrelevant
1155683677466169345,Hashtags
1155683677466169345,Sentiment
1155683677466169345,Discussion
1155708295929352192,ThirdPartyObservation
1155708295929352192,News
1155662829086580736,Irrelevant
1155858029629325312,Location
1155858029629325312,News
1155681385274699776,ThirdPartyObservation
1155681385274699776,Location
1155681385274699776,MultimediaShare
1155681385274699776,News
1155892257607815169,Location
1155892257607815169,MultimediaShare
1155892257607815169,Factoid
1155892257607815169,News
1155882157144858625,ThirdPartyObservation
1155882157144858625,Location
1155882157144858625,MultimediaShare
1155882157144858625,Factoid
1155835201655844869,MultimediaShare
1155835201655844869,Factoid
1155835201655844869,News
1155680769056153605,ThirdPartyObservation
1155680769056153605,MultimediaShare
1155680769056153605,Factoid
1155680769056153605,News
1155910221920899072,ThirdPartyObservation
1155910221920899072,Location
1155865494139748353,MultimediaShare
1155865494139748353,News
1155865494139748353,ContextualInformation
1155676569513291776,Hashtags
1155676569513291776,Sentiment
1155666001574465537,InformationWanted
1155892244320120832,Hashtags
1155892244320120832,Sentiment
1155807337560412160,Irrelevant
1155676753148297219,ThirdPartyObservation
1155676753148297219,MultimediaShare
1155676753148297219,Sentiment
1155314553787486210,Irrelevant
1155685777348497408,Irrelevant
1155875783270961152,Irrelevant
1155572259085533186,Irrelevant
1155795328274186241,Irrelevant
1155680123242393600,ThirdPartyObservation
1155680123242393600,MultimediaShare
1155680123242393600,Hashtags
1155680123242393600,News
1155680123242393600,Sentiment
1155680123242393600,Discussion
1155661050152251392,Location
1155661050152251392,MultimediaShare
1155661050152251392,Factoid
1155661050152251392,News
1155859702628126720,ThirdPartyObservation
1155859702628126720,Location
1155859702628126720,Factoid
1155859702628126720,ContextualInformation
1155859702628126720,Discussion
1155107721638600704,Irrelevant
1155709889773223937,Location
1155709889773223937,MultimediaShare
1155709889773223937,News
1155698168681472000,Irrelevant
1155679349011615745,Location
1155679349011615745,MultimediaShare
1155679349011615745,News
1155838138163449856,Irrelevant
1155888778810028033,Location
1155888778810028033,MultimediaShare
1155888778810028033,Hashtags
1155888778810028033,News
1155785695224578048,Irrelevant
1155862077849911297,Irrelevant
1155697244940701696,Location
1155697244940701696,MultimediaShare
1155697244940701696,News
1155912369731751936,Location
1155912369731751936,Factoid
1155912369731751936,News
1155891944184090625,Hashtags
1155891944184090625,News
1155891944184090625,Discussion
1155676862355390464,Irrelevant
1155733419692720128,FirstPartyObservation
1155733419692720128,Location
1155733419692720128,MultimediaShare
1155733419692720128,News
1155773211809865728,Location
1155773211809865728,MultimediaShare
1155773211809865728,Factoid
1155773211809865728,News
1155643121423622144,Irrelevant
1155696259623030785,Hashtags
1155696259623030785,Sentiment
1155870351164882947,ThirdPartyObservation
1155870351164882947,MultimediaShare
1155870351164882947,Hashtags
1155870351164882947,Sentiment
1155863567746445315,MultimediaShare
1155863567746445315,Factoid
1155863567746445315,News
1155669260355756033,Irrelevant
1155841370520793088,ThirdPartyObservation
1155841370520793088,Location
1155579013345288192,Irrelevant
1155733262783979523,Irrelevant
1155724361904484353,ThirdPartyObservation
1155724361904484353,Hashtags
1155883399086657536,MultimediaShare
1155883399086657536,Factoid
1155883399086657536,News
1155710365541359616,Hashtags
1155710365541359616,Sentiment
1155655123428790272,Hashtags
1155672698673983488,Irrelevant
1155848482428731393,MultimediaShare
1155848482428731393,Factoid
1155848482428731393,News
1155155928548642817,Irrelevant
1155895163236917251,MultimediaShare
1155895163236917251,News
1155672850319073280,Irrelevant
1155706994084462594,Irrelevant
1155797699930853378,Location
1155797699930853378,MultimediaShare
1155797699930853378,Factoid
1155797699930853378,News
1155904652925427712,Irrelevant
1155883514115416064,MultimediaShare
1155883514115416064,Factoid
1155883514115416064,News
1155847464613605376,MultimediaShare
1155847464613605376,Factoid
1155847464613605376,Hashtags
1155847464613605376,News
1155847464613605376,Discussion
1155712392396857350,Irrelevant
1155763410446909440,Irrelevant
1155675251545726977,Irrelevant
1155182341171662850,Irrelevant
1155664910228938752,MultimediaShare
1155664910228938752,News
1155628685061476354,Irrelevant
1155688327292452864,Irrelevant
1155799171301089281,Location
1155799171301089281,Factoid
1155799171301089281,News
1155657117199675392,Irrelevant
1155309625325105152,Irrelevant
1155678361890353152,Irrelevant
1155683369361039361,Irrelevant
1155652958266093568,Irrelevant
1155663313293869056,Irrelevant
1155716994848550912,Location
1155716994848550912,MultimediaShare
1155716994848550912,News
1155729014935490561,Location
1155729014935490561,MultimediaShare
1155729014935490561,News
1154929894448611329,Irrelevant
1155789277386727424,Location
1155789277386727424,MultimediaShare
1155789277386727424,Factoid
1155789277386727424,News
1155785400268525571,Irrelevant
1155737169618595841,Irrelevant
1155656133505376256,Irrelevant
1155754361680736257,Location
1155754361680736257,MultimediaShare
1155754361680736257,News
1155737133254135808,Location
1155737133254135808,MultimediaShare
1155737133254135808,Factoid
1155737133254135808,News
1155737133254135808,Sentiment
1155870297352019968,Irrelevant
1155841164228083712,MultimediaShare
1155841164228083712,News
1155876759234985984,Irrelevant
1155766065445527553,ThirdPartyObservation
1155766065445527553,Location
1155653478112301056,Irrelevant
1155891622615420934,Irrelevant
1155640198467899392,Irrelevant
1155722404850569216,Irrelevant
1155117836030943232,Irrelevant
1155704526793564161,Location
1155704526793564161,Official
1155704526793564161,Hashtags
1155704526793564161,Advice
1155704526793564161,Sentiment
1155056370044944386,Irrelevant
1155741955420127232,Location
1155741955420127232,MultimediaShare
1155741955420127232,News
1155741955420127232,Discussion
1155323718954049536,Irrelevant
1155910272298696705,Irrelevant
1155721051268980736,Irrelevant
1155682605217566720,Location
1155682605217566720,MultimediaShare
1155682605217566720,News
1155707726481301505,ThirdPartyObservation
1155707726481301505,Factoid
1155720620958724097,ThirdPartyObservation
1155720620958724097,Location
1155820550067040256,Irrelevant
1155860154174193664,ThirdPartyObservation
1155678831673561088,Location
1155678831673561088,MultimediaShare
1155678831673561088,Factoid
1155678831673561088,News
1155679968053121026,ThirdPartyObservation
1155679968053121026,Location
1155801416130150400,Irrelevant
1155917865272467463,InformationWanted
1155917865272467463,MultimediaShare
1155917865272467463,News
1155680867009925120,Location
1155680867009925120,MultimediaShare
1155680867009925120,News
1155754828469067778,Location
1155754828469067778,MultimediaShare
1155754828469067778,Factoid
1155754828469067778,News
1155715991252471809,Location
1155715991252471809,MultimediaShare
1155715991252471809,Factoid
1155715991252471809,News
1155686890340667393,Irrelevant
1155921271420542977,ThirdPartyObservation
1155921271420542977,Hashtags
1155921271420542977,Sentiment
1155691630315343872,Location
1155691630315343872,Factoid
1155691630315343872,News
1155704000072826880,Irrelevant
1155920748537663489,Irrelevant
1155687204443820032,Location
1155687204443820032,MultimediaShare
1155687204443820032,Factoid
1155687204443820032,News
1155710649189593088,Location
1155710649189593088,MultimediaShare
1155710649189593088,News
1155735839705653248,Irrelevant
1155917494403473408,ThirdPartyObservation
1155917494403473408,MultimediaShare
1155917494403473408,Hashtags
1155696549055217665,Irrelevant
1155814981515956224,MultimediaShare
1155814981515956224,Factoid
1155814981515956224,News
1155859958145138691,ThirdPartyObservation
1155859958145138691,Hashtags
1155859958145138691,ContextualInformation
1155859958145138691,Sentiment
1155715559423717377,MultimediaShare
1155715559423717377,Factoid
1155715559423717377,Official
1155715559423717377,News
1155920917597495296,InformationWanted
1155920917597495296,MultimediaShare
1155920917597495296,News
1155858912517734401,Location
1155858912517734401,EmergingThreats
1155858912517734401,MultimediaShare
1155858912517734401,News
1155706092875341825,MultimediaShare
1155706092875341825,News
1155889716438470661,Location
1155889716438470661,MultimediaShare
1155889716438470661,News
1155850445824434177,MultimediaShare
1155850445824434177,Factoid
1155850445824434177,News
1155900027119853568,MultimediaShare
1155900027119853568,Factoid
1155900027119853568,News
1155681456619970560,Irrelevant
1155729667539779584,Irrelevant
1155719138829979651,Irrelevant
1155675024730329088,Sentiment
1155675024730329088,Discussion
1155652729701724161,InformationWanted
1155652729701724161,Location
1155896703951806465,Location
1155896703951806465,MultimediaShare
1155896703951806465,Factoid
1155896703951806465,News
1155675119257358336,ThirdPartyObservation
1155675119257358336,Location
1155666038572249088,Location
1155666038572249088,Discussion
1155696437881184258,Irrelevant
1155882521000894465,Location
1155882521000894465,MultimediaShare
1155882521000894465,Factoid
1155882521000894465,News
1155863300971700231,MultimediaShare
1155863300971700231,News
1155863300971700231,ContextualInformation
1155866259306831873,MultimediaShare
1155866259306831873,News
1155813830028455936,Irrelevant
1155714441213878272,Irrelevant
1155653844220563457,InformationWanted
1155734193030066177,Irrelevant
1155861292198113280,Irrelevant
1155676692058234882,Irrelevant
1155884379463454720,Location
1155884379463454720,MultimediaShare
1155884379463454720,Factoid
1155884379463454720,News
1155693555530293248,Hashtags
1155230675374628866,Irrelevant
1155692867374833664,ThirdPartyObservation
1155885836568801282,ThirdPartyObservation
1155885836568801282,Location
1155885836568801282,MultimediaShare
1155885836568801282,Factoid
1155720767687970816,Factoid
1155720767687970816,Hashtags
1155720767687970816,News
1155720767687970816,Sentiment
1155815516264652801,MultimediaShare
1155815516264652801,Factoid
1155815516264652801,News
1155658629426499584,Irrelevant
1155660403524829185,Irrelevant
1155657913253289984,InformationWanted
1155657913253289984,Location
1155657913253289984,MultimediaShare
1155657913253289984,News
1155688291024244736,Irrelevant
1155690945381142528,Irrelevant
1155854098069184513,Location
1155854098069184513,MultimediaShare
1155854098069184513,Factoid
1155854098069184513,News
1155892274930364422,Location
1155892274930364422,MultimediaShare
1155892274930364422,Factoid
1155892274930364422,News
1155708489660084224,Location
1155708489660084224,Factoid
1155708489660084224,News
1155915944440532993,Location
1155915944440532993,MultimediaShare
1155915944440532993,News
1155693261647831040,Irrelevant
1155655250503720960,Irrelevant
1155676178469904384,Irrelevant
1155897212334854144,Location
1155897212334854144,MultimediaShare
1155897212334854144,News
1155771081610944513,MultimediaShare
1155771081610944513,Factoid
1155771081610944513,News
1155660981390827520,Irrelevant
1155225105791770624,Irrelevant
1155699985855336448,Irrelevant
1155845579072782339,Irrelevant
1155881633746173953,ThirdPartyObservation
1155881633746173953,MultimediaShare
1155881633746173953,Factoid
1155881633746173953,Hashtags
1155710386898984961,Location
1155710386898984961,MultimediaShare
1155710386898984961,News
1155699021161406464,Factoid
1155699021161406464,Hashtags
1155665726629273601,Location
1155665726629273601,News
1155886677879074816,ThirdPartyObservation
1155886677879074816,Location
1155886677879074816,MultimediaShare
1155886677879074816,Factoid
1155883193733668864,ThirdPartyObservation
1155883193733668864,Location
1155883193733668864,MultimediaShare
1155883193733668864,Factoid
1155657521429745664,ThirdPartyObservation
1155657521429745664,Location
1155159465748045825,Irrelevant
1155562135847604224,Irrelevant
1155891407799934978,ThirdPartyObservation
1155891407799934978,Location
1155891407799934978,MultimediaShare
1155891407799934978,Factoid
1155866260091088898,MultimediaShare
1155866260091088898,News
1155686434117947393,Location
1155686434117947393,MultimediaShare
1155686434117947393,Factoid
1155686434117947393,News
1155845856882393088,ThirdPartyObservation
1155845856882393088,Hashtags
1155845856882393088,Discussion
1155691139556503552,Irrelevant
1155905614486200320,ThirdPartyObservation
1155905614486200320,MultimediaShare
1155905614486200320,Factoid
1155625517468569600,Irrelevant
1155681365649739776,Location
1155681365649739776,MultimediaShare
1155681365649739776,Factoid
1155681365649739776,News
1155869230144917505,Irrelevant
1155891934277144578,ThirdPartyObservation
1155891934277144578,Location
1155891934277144578,Factoid
1155891934277144578,ContextualInformation
1155891934277144578,Discussion
1155703971660435456,Irrelevant
1155658453806751744,MultimediaShare
1155854599221329920,Location
1155854599221329920,News
1155921101395902464,ThirdPartyObservation
1155921101395902464,Hashtags
1155921101395902464,Sentiment
1155871573749972992,Irrelevant
1155656922965504000,Location
1155656922965504000,MultimediaShare
1155656922965504000,Factoid
1155656922965504000,Hashtags
1155656922965504000,News
1155868682184253441,MultimediaShare
1155868682184253441,Factoid
1155868682184253441,News
1155691238642860032,ThirdPartyObservation
1155691238642860032,MultimediaShare
1155691238642860032,Factoid
1155691238642860032,News
1155679585347854336,Irrelevant
1155817822083117056,MultimediaShare
1155817822083117056,Factoid
1155817822083117056,News
1155667736011218945,Irrelevant
1155708996579409920,Irrelevant
1155661090681958401,News
1155661090681958401,Discussion
1155847624697745408,ThirdPartyObservation
1155830623166173184,Irrelevant
1155651314271080449,ThirdPartyObservation
1155651314271080449,Location
1155651314271080449,News
1155901539543896064,Irrelevant
1155897644184670213,Irrelevant
1155857748673867776,Location
1155857748673867776,EmergingThreats
1155857748673867776,News
1155834316024360960,Irrelevant
1155775007613759488,Location
1155775007613759488,MultimediaShare
1155775007613759488,Factoid
1155775007613759488,News
1155248575925891072,Irrelevant
1155919183684628480,ThirdPartyObservation
1155919183684628480,Hashtags
1155919183684628480,Sentiment
1155711229098221569,Irrelevant
1155756143962030080,Irrelevant
1155890917313785863,ThirdPartyObservation
1155890917313785863,MultimediaShare
1155890917313785863,Factoid
1155749658301329408,Irrelevant
1155681980484218880,Irrelevant
1155679938931879938,Irrelevant
1155756921120419841,ThirdPartyObservation
1155756921120419841,MultimediaShare
1155756921120419841,Advice
1155722120049000448,ThirdPartyObservation
1155919662573641729,ThirdPartyObservation
1155919662573641729,Hashtags
1155919662573641729,Sentiment
1155704451623260160,Irrelevant
1155685403225018369,Irrelevant
1155832916993290240,Irrelevant
1155172274821091328,Irrelevant
1155680287872966657,Irrelevant
1155681752926576641,MultimediaShare
1155681752926576641,Factoid
1155681752926576641,News
1155652813650743296,Irrelevant
1155884734259630082,Location
1155884734259630082,MultimediaShare
1155884734259630082,Factoid
1155884734259630082,News
1155677711240765440,Irrelevant
1155675857173676032,ThirdPartyObservation
1155675857173676032,MultimediaShare
1155675857173676032,News
1155873131808075776,MultimediaShare
1155873131808075776,Factoid
1155873131808075776,News
1155710237371797505,Irrelevant
1155689898063454208,Irrelevant
1155697057484509185,Location
1155697057484509185,MultimediaShare
1155697057484509185,Factoid
1155697057484509185,News
1155664016825561088,Irrelevant
1155831452724060160,Irrelevant
1157028814016385026,ThirdPartyObservation
1157028814016385026,Location
1156945583996846085,Location
1156945583996846085,EmergingThreats
1156945583996846085,MultimediaShare
1156945583996846085,News
1156945583996846085,ContextualInformation
1157017112180867073,Weather
1157017112180867073,Location
1157017112180867073,EmergingThreats
1157017112180867073,MultimediaShare
1157017112180867073,Hashtags
1157017112180867073,News
1157017112180867073,ContextualInformation
1156676383302660096,Irrelevant
1157020816728625155,Weather
1157020816728625155,Location
1157020816728625155,EmergingThreats
1157020816728625155,MultimediaShare
1157020816728625155,News
1156938525121634304,ThirdPartyObservation
1156938525121634304,Location
1156938525121634304,EmergingThreats
1157001322773843975,FirstPartyObservation
1157001322773843975,Location
1157001322773843975,EmergingThreats
1157001322773843975,MultimediaShare
1157001322773843975,Hashtags
1156951574494765056,MovePeople
1156951574494765056,Location
1156951574494765056,EmergingThreats
1156951574494765056,MultimediaShare
1156951574494765056,Official
1156951574494765056,News
