tweet_id,priority,label_id,eventID
217393586537377792,0.75,1.0,1
217420929200959488,0.5,20.0,1
217429728829784064,0.5,13.0,1
217479968219873280,0.5,13.0,1
217481515918049280,0.25,5.0,1
217569856327909376,0.25,7.0,1
217634977108602880,0.25,11.0,1
217679969407602688,0.25,18.0,1
217691780571856896,0.75,14.0,1
217707215602192384,0.25,11.0,1
217724286427860992,0.5,13.0,1
217732012314861568,0.5,8.0,1
217733576786055168,0.5,13.0,1
217742238061563904,0.25,15.0,1
217746356842926080,0.5,13.0,1
243203924050448384,0.25,17.0,2
243361642447007744,0.5,15.0,2
243361697002299392,0.25,17.0,2
243361759912681472,0.25,17.0,2
243362053518131200,0.25,16.0,2
243362288403369984,0.25,17.0,2
243362649100931072,0.25,17.0,2
243362783322861568,0.25,16.0,2
243362997215571968,0.25,16.0,2
243363055944232960,0.25,17.0,2
243363244704677888,0.25,17.0,2
243363487944937472,0.25,17.0,2
243363672506896384,0.25,16.0,2
243363680916488192,0.25,17.0,2
243363781554606080,0.75,16.0,2
243363907387928576,0.25,15.0,2
243364184228757504,0.25,16.0,2
243364263891189760,0.25,17.0,2
243364704293117952,0.25,17.0,2
243365165695922176,0.25,17.0,2
243365824180662272,0.25,18.0,2
243366767903264768,0.5,16.0,2
243367116034670592,0.75,14.0,2
243367720022855680,0.25,17.0,2
243367816496029696,0.25,17.0,2
243368005214552064,0.75,14.0,2
243368013594779648,0.25,17.0,2
243368294621532160,0.75,20.0,2
243368693072023552,0.25,16.0,2
243369645195792384,0.25,16.0,2
243369833931104256,0.5,15.0,2
243370110771945472,0.25,17.0,2
243370358244274176,0.25,17.0,2
243370475663806464,0.25,17.0,2
243370685391597568,0.25,17.0,2
243371167740747776,0.25,17.0,2
243371243221426176,0.25,17.0,2
243371809460854784,0.25,17.0,2
243371897553817600,0.25,11.0,2
243371905946615808,0.25,17.0,2
243371989832695808,0.75,16.0,2
243372056903815168,0.5,14.0,2
243372182737154048,0.25,15.0,2
243372363088003072,0.25,15.0,2
243372774167552000,0.25,17.0,2
243373562663161856,0.25,17.0,2
243373805941182464,0.25,17.0,2
243374590288592896,0.25,17.0,2
243375215244095488,0.25,17.0,2
243375504625905664,0.25,16.0,2
243375546594119680,0.75,6.0,2
243375571747360768,0.75,14.0,2
243376070861144064,0.25,11.0,2
243376377057902592,1.0,6.0,2
243376779690123264,0.25,17.0,2
243376792289828864,0.25,17.0,2
243377224290562048,0.25,17.0,2
243377597612969984,0.5,7.0,2
243377601790480384,0.5,7.0,2
243377631142215680,0.25,17.0,2
243377807307190272,0.75,13.0,2
243377979273666560,0.5,16.0,2
243378377719955456,0.5,14.0,2
243378847502962688,0.5,16.0,2
243379346616770560,0.25,15.0,2
243379438908219392,0.25,17.0,2
243379824775819264,0.5,20.0,2
243380223213711360,0.25,17.0,2
243381145994133504,0.5,7.0,2
243381598978981888,0.25,17.0,2
243382324589367296,0.5,7.0,2
243383138254999552,0.25,3.0,2
243383633216409600,0.25,17.0,2
243383729668640768,0.25,17.0,2
243383784194580480,0.25,17.0,2
243384031645925376,0.25,16.0,2
243384174285844480,0.25,17.0,2
243384476254756864,0.25,15.0,2
243385008943923200,0.25,17.0,2
243388116906426368,0.25,17.0,2
243389396185931776,0.25,17.0,2
243389861741068288,0.25,17.0,2
243390297936130048,0.5,16.0,2
243390360884232192,0.5,16.0,2
243390792889163776,0.25,17.0,2
243391937929945088,0.25,17.0,2
243393980551811072,0.25,17.0,2
243394387386703872,0.25,11.0,2
243394697765199872,0.5,15.0,2
243396241285861376,0.25,17.0,2
243397562474844160,0.25,16.0,2
243397809968140288,0.25,17.0,2
243397910606274560,0.25,11.0,2
243398938219139072,0.25,17.0,2
243401379312459776,0.25,17.0,2
243403535193096192,0.5,20.0,2
243405867192561664,0.25,11.0,2
243408136311029760,0.25,18.0,2
243409243628257280,0.75,7.0,2
243409293934723072,0.75,7.0,2
243410216681619456,0.5,13.0,2
243411898605907968,0.5,7.0,2
243413102383755264,0.25,18.0,2
243414822031589376,0.25,17.0,2
243417254748893184,0.25,15.0,2
243419578393321472,0.25,15.0,2
243425169387970560,0.25,11.0,2
243425253286637568,0.25,18.0,2
243426079547723776,0.25,17.0,2
243427237188210688,0.75,7.0,2
243431494389993472,0.25,17.0,2
243433738351022080,0.25,18.0,2
243436699517071360,0.25,17.0,2
243437060227223552,0.25,17.0,2
243443297190821888,0.25,17.0,2
243444878439231488,0.25,17.0,2
243455976546656256,0.25,15.0,2
243467544449662976,0.5,19.0,2
243478848094756864,0.75,8.0,2
243491720426307584,0.25,15.0,2
243496669692432384,0.25,11.0,2
243506920592392192,0.25,17.0,2
243520291995791360,0.25,11.0,2
243532572930498560,0.25,15.0,2
243556706976686080,0.25,4.0,2
243563099095973888,0.25,15.0,2
243585987387719680,0.25,17.0,2
243604408787681280,0.25,15.0,2
243615632724213760,0.25,17.0,2
243626894459797504,0.5,7.0,2
243627842355744768,0.25,4.0,2
243679361000153088,0.25,11.0,2
243683131692036096,0.25,15.0,2
243746071401078784,0.25,15.0,2
243875360817700864,0.25,11.0,2
243922446086991872,0.25,17.0,2
243967807463768064,0.25,8.0,2
243967958454521856,0.25,8.0,2
243968575038173184,0.25,8.0,2
243968738607656960,0.25,8.0,2
243969426469310464,0.25,11.0,2
243969803973455872,0.25,11.0,2
243972182135431168,0.25,11.0,2
243972773528084480,0.25,11.0,2
243979417314009088,0.25,11.0,2
244024363458895872,0.25,15.0,2
244085394776391680,0.25,11.0,2
244094269923676160,0.25,11.0,2
244097768002568192,0.25,11.0,2
244104592135176192,0.25,11.0,2
244127337828986880,0.25,3.0,2
244243939484385280,0.25,11.0,2
244410054885920768,0.75,14.0,2
244420150596603904,0.25,11.0,2
244452702589943808,0.25,11.0,2
244541017854976000,0.25,11.0,2
244541726663000064,0.5,8.0,2
244542703960989696,0.25,17.0,2
244557337858293760,0.25,17.0,2
244571497836974080,0.25,11.0,2
245096918299066368,0.25,11.0,2
245138609697611776,0.25,11.0,2
245294130270466048,0.25,11.0,2
245717721415831552,0.25,17.0,2
245718686105759744,0.25,17.0,2
245776676586389504,0.25,17.0,2
245779742605860864,0.25,17.0,2
245830258786451456,0.25,11.0,2
245851830112907264,0.5,16.0,2
246508091867295744,0.25,11.0,2
246604854460563456,0.25,15.0,2
247215201198436352,0.25,17.0,2
247293697593597952,0.25,17.0,2
248156667257180160,0.25,17.0,2
274530656321675264,0.25,11.0,4
274660784620052480,0.5,22.0,4
274681584194560000,0.75,14.0,4
274728321307271168,0.75,13.0,4
274863314985680896,0.75,13.0,4
275035356942983168,0.25,11.0,4
275045104501260288,0.75,22.0,4
275065346233335808,0.5,1.0,4
275084874912784384,0.5,4.0,4
275086229647802368,0.5,10.0,4
275091149578985472,0.25,18.0,4
275094664414126080,0.25,15.0,4
275095633273171968,0.25,15.0,4
275105557009018880,0.25,11.0,4
275110934119321600,0.5,16.0,4
275111806505213952,0.5,4.0,4
275117779202494464,0.5,1.0,4
275121851880062976,0.25,11.0,4
275129993032499200,0.25,3.0,4
275131066744983552,0.25,18.0,4
275139929347067904,0.5,7.0,4
275145688097095680,0.5,13.0,4
275164403098333184,0.25,10.0,4
275189841543716864,0.75,14.0,4
275209072410759168,0.75,13.0,4
275215644893523968,0.25,15.0,4
275216999653707776,0.5,7.0,4
275217511362994176,0.25,15.0,4
275225006605217792,0.5,7.0,4
275229192499634176,0.5,13.0,4
275231293854326784,0.25,18.0,4
275237581124407296,0.5,1.0,4
275254710653550592,0.5,7.0,4
275259576058789888,0.25,18.0,4
275263749382881280,0.25,1.0,4
275266509226536960,0.5,16.0,4
275285492642246656,0.5,22.0,4
275339443982987264,0.25,11.0,4
275344145776795648,0.5,7.0,4
275350823117156352,0.5,22.0,4
275385744909033472,0.25,18.0,4
275398264914857984,0.25,15.0,4
275417453838884864,0.25,15.0,4
275441470406807552,0.5,13.0,4
275469291242016768,0.5,20.0,4
275470343995527168,0.25,17.0,4
275477948285452288,0.25,11.0,4
275478791323787264,0.25,11.0,4
275483572868091904,0.25,4.0,4
275484130681188352,0.25,18.0,4
275499767046471680,0.25,11.0,4
275503827141132288,0.5,13.0,4
275504116569092096,0.25,11.0,4
275511641112731648,0.25,18.0,4
275514455515881472,0.25,15.0,4
275524807070736384,0.75,16.0,4
275530729390211072,0.25,15.0,4
275531983508078592,0.75,16.0,4
275533992558723072,0.5,4.0,4
275538346258874368,0.25,18.0,4
275538820215226368,0.25,11.0,4
275539692655628288,0.25,11.0,4
275541944975896576,0.5,7.0,4
275544222487158784,0.25,18.0,4
275545925382987776,0.25,11.0,4
275545946341904384,0.25,18.0,4
275552262946975744,0.5,16.0,4
275555492573630464,0.25,18.0,4
275562899731275776,0.25,15.0,4
275567672849223680,0.25,15.0,4
275573913960980480,0.5,4.0,4
275575059005972480,0.25,15.0,4
275575906238607360,0.75,22.0,4
275577646899949568,0.25,15.0,4
275577667875659776,0.5,22.0,4
275581262373199872,0.25,11.0,4
275584353604616192,0.5,7.0,4
275590003302739968,0.5,4.0,4
275594730295922688,0.25,11.0,4
275600040263827456,0.25,18.0,4
275607627768143872,0.5,15.0,4
275648790696964096,0.25,18.0,4
275654616560066560,0.5,16.0,4
275657179271426048,0.5,7.0,4
275660585063022592,0.5,10.0,4
275680285725716480,0.5,22.0,4
275715488506593280,0.25,18.0,4
275715933115404288,0.25,13.0,4
275716184748470272,0.25,11.0,4
275718579696066560,0.5,15.0,4
275720005763624960,0.5,13.0,4
275720542621941760,0.5,22.0,4
275725785514524672,0.5,22.0,4
275728885113581568,0.25,11.0,4
275729430360489984,0.75,14.0,4
275730885792378880,0.75,6.0,4
275736539709972480,0.25,15.0,4
275738049646833664,0.5,22.0,4
275739182125690880,0.5,7.0,4
275742168486928384,0.5,4.0,4
275747197457403904,0.25,18.0,4
275748426375901184,0.25,11.0,4
275750573855354880,0.25,18.0,4
275753656660414464,0.75,6.0,4
275754952708722688,0.5,7.0,4
275755632202764288,0.5,22.0,4
275755783193505792,0.25,15.0,4
275756030623875072,0.25,15.0,4
275758320739045376,0.25,11.0,4
275760120070279168,0.75,6.0,4
275760145257086976,0.25,4.0,4
275762955428192256,0.25,18.0,4
275763051897176064,0.25,11.0,4
275763819458998272,0.25,4.0,4
275764305985683456,0.25,4.0,4
275765815943512064,0.5,22.0,4
275768714232750080,0.25,11.0,4
275773457994768384,0.25,22.0,4
275774200353026048,0.25,11.0,4
275774422680477696,0.25,18.0,4
275777719403442176,0.5,16.0,4
275784077943123968,0.75,6.0,4
275784837124718592,0.5,13.0,4
275793833915195392,0.5,22.0,4
275795436122537984,0.25,18.0,4
275797919137939456,0.75,6.0,4
275812926395408384,0.25,11.0,4
275817892442943488,0.25,11.0,4
275818798395846656,0.25,15.0,4
275829418390327296,0.25,11.0,4
275830068499058688,0.25,15.0,4
275831779754131456,0.25,11.0,4
275833461699387392,0.5,7.0,4
275833683993317376,0.25,15.0,4
275835311362285568,0.25,13.0,4
275836406092414976,0.5,22.0,4
275839576977833984,0.25,18.0,4
275845188969193472,0.5,22.0,4
275846640194170880,0.5,5.0,4
275851241337282560,0.25,11.0,4
275855943164649472,0.75,6.0,4
275856454878130176,0.25,11.0,4
275856941413191680,0.25,11.0,4
275857486672703488,0.25,13.0,4
275858384262144000,0.25,15.0,4
275860582056484864,0.25,15.0,4
275860611424997376,0.25,18.0,4
275860741461000192,0.5,1.0,4
275864050758459392,0.25,15.0,4
275866034655858688,0.75,6.0,4
275866043023519744,0.75,6.0,4
275877501895573504,0.75,22.0,4
275878063923949568,0.75,12.0,4
275881465483505664,0.5,13.0,4
275881650053869568,0.25,11.0,4
275883940139655168,0.25,18.0,4
275888692277694464,0.25,13.0,4
275889229165391872,0.75,6.0,4
275889694703755264,0.25,15.0,4
275890088997691392,0.25,18.0,4
275890592284831744,0.25,15.0,4
275891460505731072,0.5,22.0,4
275892546843078656,0.5,16.0,4
275894396547899392,0.5,22.0,4
275898683109801984,0.25,15.0,4
275898817348526080,0.25,18.0,4
275899106730336256,0.75,14.0,4
275899261915369472,0.25,15.0,4
324681353662709760,0.25,11.0,6
324694565753851904,0.25,11.0,6
324694993551884288,0.75,14.0,6
324700584571711488,0.75,13.0,6
324702723675144192,1.0,6.0,6
324705017925861376,0.25,4.0,6
324706162983448576,0.5,16.0,6
324708104937820160,0.25,15.0,6
324709166121877504,1.0,6.0,6
324709329666183168,0.25,15.0,6
324711640744460288,0.5,7.0,6
324712861278556160,0.25,4.0,6
324713159090921472,0.25,15.0,6
324713222009651200,0.25,18.0,6
324713381376434176,0.25,4.0,6
324713712730660864,0.25,13.0,6
324715566625611776,0.25,18.0,6
324716732637921280,0.25,15.0,6
324716816523993088,0.25,4.0,6
324717571477737472,0.25,18.0,6
324717705716457472,0.5,10.0,6
324718703948214272,0.75,12.0,6
324718867530268672,0.25,4.0,6
324720117424472064,0.25,11.0,6
324720142586089472,0.25,15.0,6
324720616546631680,0.75,12.0,6
324721056952750080,0.5,13.0,6
324721463804444672,0.25,18.0,6
324721916776693760,0.5,7.0,6
324724676637106176,0.25,4.0,6
324725712626008064,0.25,18.0,6
324726035583209472,0.25,18.0,6
324726211764961280,0.5,7.0,6
324726996099817472,0.5,7.0,6
324727176446500864,0.5,7.0,6
324727180661764096,0.25,18.0,6
324728061444636672,0.5,7.0,6
324728086618849280,0.25,15.0,6
324728384414437376,0.5,7.0,6
324728619303849984,0.25,18.0,6
324728657052594176,0.75,21.0,6
324729151967870976,0.5,8.0,6
324729999221469184,0.25,15.0,6
324730695471755264,0.25,4.0,6
324730871640887296,0.25,15.0,6
324731639177564160,0.5,13.0,6
324731941167435776,0.5,13.0,6
324731974726066176,0.25,15.0,6
324732234781302784,0.5,1.0,6
324732515795484672,0.25,11.0,6
324733547615223808,0.25,15.0,6
324733555966099456,0.25,11.0,6
324733748908261376,0.25,3.0,6
324734025740734464,0.25,18.0,6
324734088672079872,0.5,13.0,6
324734550053879808,0.25,18.0,6
324734558425718784,0.5,13.0,6
324734587769069568,0.25,18.0,6
324734617141796864,0.5,7.0,6
324734617158578176,0.5,13.0,6
324734717809283072,0.5,7.0,6
324734818485161984,0.25,18.0,6
324734948496003072,0.5,7.0,6
324735464386998272,0.5,13.0,6
324735560868577280,0.5,13.0,6
324735665721991168,0.25,11.0,6
324735862850084864,0.5,13.0,6
324736009646534656,0.25,3.0,6
324736118715195392,0.25,18.0,6
324736907252744192,0.25,15.0,6
324736970154721280,0.5,1.0,6
324737024676466688,0.75,13.0,6
324737121124491264,0.5,16.0,6
324737305686446080,0.25,18.0,6
324737758671294464,0.25,15.0,6
324738773697048576,0.25,18.0,6
324738794655993856,0.5,7.0,6
324738844987621376,0.25,15.0,6
324738844996014080,0.25,15.0,6
324738891120791552,0.25,18.0,6
324738937295863808,0.75,6.0,6
324739012780752896,0.25,18.0,6
324739147002691584,0.25,11.0,6
324739159581417472,0.5,13.0,6
324739566407913472,0.5,13.0,6
324739801314103296,0.25,11.0,6
324740040376848384,0.25,18.0,6
324740287836614656,0.25,18.0,6
324740547908603904,0.25,18.0,6
324740635980599296,0.25,15.0,6
324740677923635200,0.25,18.0,6
324740774401036288,0.5,13.0,6
324740967326445568,0.5,13.0,6
324741101523181568,0.25,18.0,6
324741479031521280,0.25,18.0,6
324741575496310784,0.5,13.0,6
324742389208072192,0.25,11.0,6
324742582125072384,0.25,18.0,6
324742716359593984,0.25,18.0,6
324742913483493376,0.25,18.0,6
324742930264883200,0.5,13.0,6
324743047684431872,0.75,19.0,6
324743119012765696,0.25,4.0,6
324743471334301696,0.25,15.0,6
324743546831790080,0.25,13.0,6
324744125616365568,0.25,11.0,6
324744276611325952,0.25,18.0,6
324744532463861760,0.25,15.0,6
324744809313075200,0.25,18.0,6
324745052561756160,0.25,13.0,6
324745052574343168,0.25,18.0,6
324745102897586176,0.25,18.0,6
324745446822117376,0.5,7.0,6
324745836888211456,0.75,7.0,6
324745845285220352,0.25,15.0,6
324746252124307456,0.25,18.0,6
324746528965160960,0.5,13.0,6
378029784204206080,0.75,13.0,3
378038458024865792,0.25,18.0,3
378042534863192064,0.25,4.0,3
378046271996440576,0.75,6.0,3
378047710659502080,0.25,1.0,3
378054652215824384,0.75,12.0,3
378054979380334592,0.5,8.0,3
378056556413079552,0.75,20.0,3
378056971686932480,0.75,19.0,3
378057261081714688,0.5,12.0,3
378059840569880576,0.75,1.0,3
378061807681695744,0.25,11.0,3
378066689885077504,0.25,15.0,3
378067142844747776,0.75,10.0,3
378069365855621120,0.75,8.0,3
378069734916251648,0.5,22.0,3
378071202931032064,0.75,1.0,3
378072872280788992,0.75,13.0,3
378073551749648384,0.5,1.0,3
378079067255238656,0.25,15.0,3
378079650250907648,0.5,15.0,3
378086805771268096,0.25,15.0,3
378095349547552768,0.75,22.0,3
378097819992592384,0.5,7.0,3
378101922013532160,0.75,2.0,3
378101930414710784,0.5,13.0,3
378109257842827264,0.25,18.0,3
378111510205464576,0.25,15.0,3
378112919499579392,0.25,15.0,3
378122012742668288,0.25,15.0,3
378122033697402880,0.75,13.0,3
378122948064067584,0.5,7.0,3
378127477928783872,0.75,13.0,3
378128681677234176,0.5,7.0,3
378130011292979200,0.5,1.0,3
378133446410784768,0.5,7.0,3
378133551272562688,0.25,15.0,3
378134704710766592,0.5,7.0,3
378137582007496704,0.25,11.0,3
378137695240732672,0.25,11.0,3
378139846935457792,0.75,6.0,3
378141524623912960,0.75,6.0,3
378143550510088192,0.25,4.0,3
378147442786439168,0.75,13.0,3
378150852793749504,0.5,7.0,3
378151544849305600,0.5,5.0,3
378151578399559680,0.5,7.0,3
378158079579127808,1.0,6.0,3
378159971210649600,0.5,15.0,3
378161380462833664,0.25,15.0,3
378164870157721600,0.25,11.0,3
378170578588291072,0.75,6.0,3
378172612805152768,0.25,7.0,3
378173116125413376,0.5,16.0,3
378174277947645952,0.5,1.0,3
378175691449069568,0.5,1.0,3
378176358318628864,0.25,15.0,3
378178619048087552,0.25,18.0,3
378178661020495872,0.5,13.0,3
378179877368631296,0.5,4.0,3
378181332792115200,0.25,15.0,3
378183031460069376,0.5,7.0,3
378183627051237376,0.25,18.0,3
378184214274768896,0.5,4.0,3
378184453362679808,0.5,7.0,3
378184491111841792,0.25,11.0,3
378186965726007296,0.5,7.0,3
378191675941588992,0.5,7.0,3
378195434033782784,0.25,18.0,3
378195668898021376,0.25,11.0,3
378197732508184576,0.25,11.0,3
378198479111073792,0.25,15.0,3
378198986597093376,0.5,7.0,3
378201951969632256,0.5,7.0,3
378203231262093312,0.75,13.0,3
378206808998821888,0.5,9.0,3
378208105021976576,0.75,8.0,3
378211338851344384,0.75,22.0,3
378212785886224384,0.5,13.0,3
378213377262108672,0.75,12.0,3
378213784101203968,0.75,12.0,3
378214128038318080,0.75,12.0,3
378215919031308288,0.25,11.0,3
378216451670171648,0.25,1.0,3
378219127640305664,0.5,13.0,3
378219136033112064,0.75,6.0,3
378220373365362688,0.5,4.0,3
378220553699463168,1.0,6.0,3
378220914443157504,0.75,19.0,3
378221870731890688,0.75,6.0,3
378222998995881984,0.5,13.0,3
378223082869379072,0.75,12.0,3
378224748016058368,0.5,7.0,3
378226123764547584,0.5,13.0,3
379103282745991168,0.5,7.0,3
379105400856915968,0.5,7.0,3
379110102663700480,0.5,7.0,3
379111721665056768,0.5,7.0,3
379119284019941376,0.25,18.0,3
379120898835349504,0.25,11.0,3
379122991780888576,0.25,3.0,3
379126259143286784,0.5,7.0,3
379140385554964480,0.25,18.0,3
379144416293695488,0.5,7.0,3
379157749990719488,0.25,17.0,3
379167765976088576,0.25,15.0,3
379211395138850816,0.25,22.0,3
379213924287012864,0.25,18.0,3
379217170670292992,0.25,7.0,3
379218143753035776,0.5,7.0,3
379222237393719296,0.5,1.0,3
379225102115557376,0.25,15.0,3
379226196841472000,0.25,7.0,3
379228499505995776,0.75,6.0,3
379228814070407168,0.25,11.0,3
379231162876854272,0.25,15.0,3
379244509173125120,0.25,7.0,3
379244622414757888,0.25,11.0,3
379244903403749376,0.25,17.0,3
379245721288851456,0.5,1.0,3
379248464393023488,0.5,7.0,3
379251534631956480,0.5,7.0,3
379254877488041984,0.75,19.0,3
379264868286599168,0.25,1.0,3
379266038526775296,0.25,15.0,3
379269817603477504,0.25,15.0,3
379277325377888256,0.25,15.0,3
379281997836738560,0.25,22.0,3
379284581548949504,0.25,1.0,3
379287374947041280,0.75,13.0,3
379287790166347776,0.75,8.0,3
379288075387420672,0.5,5.0,3
379288473863065600,0.75,14.0,3
379288561939255296,0.25,11.0,3
379290814268338176,0.25,15.0,3
379295625155575808,0.25,11.0,3
379302940000792576,0.25,18.0,3
379303514607849472,0.25,15.0,3
379306253501341696,0.5,22.0,3
379313346060644352,0.5,13.0,3
379314377876189184,0.25,11.0,3
379315556479807488,0.25,11.0,3
379325207543947264,0.25,11.0,3
379325744440041472,0.5,1.0,3
379334183392251904,0.5,5.0,3
379341879927504896,0.25,11.0,3
379347533828325376,0.75,19.0,3
379356052493312000,0.25,11.0,3
379357990261755904,0.5,13.0,3
379358808134254592,0.75,19.0,3
379361337278988288,0.75,6.0,3
379362016793604096,0.25,11.0,3
379363098915647488,0.25,11.0,3
379366240428384256,0.25,15.0,3
379367024784203776,0.25,11.0,3
379367666500108288,0.25,11.0,3
379370296337113088,0.25,11.0,3
379370464121876480,0.5,13.0,3
379370682217271296,0.75,6.0,3
379371030315159552,0.75,13.0,3
379373546901749760,0.75,8.0,3
379377925767700480,0.25,15.0,3
379378227774754816,0.5,7.0,3
379379666412249088,0.25,11.0,3
379380798882709504,0.5,7.0,3
379385865597775872,0.25,15.0,3
379385957843083264,0.25,15.0,3
379387966948257792,0.75,6.0,3
379388977775513600,0.25,18.0,3
379388998742843392,0.25,4.0,3
379391708271620096,0.5,7.0,3
379396951113859072,0.5,13.0,3
379399283163664384,0.75,10.0,3
379410586817527808,0.75,10.0,3
379412612653387776,0.75,8.0,3
379415850660687872,0.25,15.0,3
379416379150987264,0.25,15.0,3
379422980998045696,0.25,15.0,3
379425505973256192,0.25,15.0,3
379426239947481088,0.75,13.0,3
379428379050520576,0.25,11.0,3
396263979762196480,0.25,11.0,5
396313082466541568,0.75,14.0,5
396314030383443968,0.75,10.0,5
396315108311199744,1.0,14.0,5
396315620050223104,1.0,14.0,5
396317146751307776,0.25,4.0,5
396317331330433024,0.75,8.0,5
396317406798553088,0.5,20.0,5
396317671035129856,0.75,7.0,5
396317725556887552,0.75,7.0,5
396318216299229184,0.75,14.0,5
396318312759455744,0.75,20.0,5
396318430229315584,0.25,15.0,5
396318484759871488,0.25,15.0,5
396318828675616768,0.75,7.0,5
396319063577985024,0.25,15.0,5
396319248101822464,0.25,15.0,5
396319382345097216,0.75,7.0,5
396319441031811072,0.5,7.0,5
396319692694233088,0.25,20.0,5
396319856275906560,0.25,4.0,5
396320086950019072,0.5,16.0,5
396320099537137664,0.25,15.0,5
396320305083211776,0.25,18.0,5
396320422507315200,0.25,15.0,5
396320472864129024,0.25,15.0,5
396320976155475968,0.25,15.0,5
396320992936460288,0.25,15.0,5
396321135538606080,0.5,15.0,5
396321395581272064,0.5,16.0,5
