tweet_id,priority,category,postCategories_x,eventID,eventType,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
1155878415079288832,0.25,Location,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,Factoid,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,Hashtags,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,OriginalEvent,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,News,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,Location,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155878415079288832,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1300.0,29.0,1.0,20.0,11.0,14.0
1155901643004829696,0.25,Location,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155901643004829696,0.25,EmergingThreats,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155901643004829696,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155901643004829696,0.25,Factoid,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155901643004829696,0.25,Location,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155901643004829696,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155901643004829696,0.25,News,16,siberianWildfires2020,Unknown,4.0,60.0,41.0,216.0,1088.0,2481.0,4.0,10.0,11.0,10.0
1155903304171266048,0.25,Irrelevant,16,siberianWildfires2020,Unknown,2.0,63.0,17.0,98.0,55.0,101.0,0.0,0.0,0.0,0.0
1155903304171266048,0.25,Location,16,siberianWildfires2020,Unknown,2.0,63.0,17.0,98.0,55.0,101.0,0.0,0.0,0.0,0.0
1155903304171266048,0.25,Factoid,16,siberianWildfires2020,Unknown,2.0,63.0,17.0,98.0,55.0,101.0,0.0,0.0,0.0,0.0
1155903304171266048,0.25,News,16,siberianWildfires2020,Unknown,2.0,63.0,17.0,98.0,55.0,101.0,0.0,0.0,0.0,0.0
1155941846779977728,0.25,Location,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,Factoid,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,Hashtags,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,OriginalEvent,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,Location,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155941846779977728,0.25,Factoid,18,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,3172.0,4016.0,15.0,20.0,11.0,14.0
1155973588433829888,0.25,Irrelevant,12,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,2.0,3.0,2.0,20.0,11.0,14.0
1155973588433829888,0.25,Location,12,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,2.0,3.0,2.0,20.0,11.0,14.0
1155973588433829888,0.25,Factoid,12,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,2.0,3.0,2.0,20.0,11.0,14.0
1156012207466958848,0.25,Irrelevant,20,siberianWildfires2020,Unknown,1.0,67.0,38.0,180.0,938.0,701.0,5.0,10.0,11.0,10.0
1156012207466958848,0.25,Location,20,siberianWildfires2020,Unknown,1.0,67.0,38.0,180.0,938.0,701.0,5.0,10.0,11.0,10.0
1156012207466958848,0.25,MultimediaShare,20,siberianWildfires2020,Unknown,1.0,67.0,38.0,180.0,938.0,701.0,5.0,10.0,11.0,10.0
1156012207466958848,0.25,Factoid,20,siberianWildfires2020,Unknown,1.0,67.0,38.0,180.0,938.0,701.0,5.0,10.0,11.0,10.0
1156012207466958848,0.25,Sentiment,20,siberianWildfires2020,Unknown,1.0,67.0,38.0,180.0,938.0,701.0,5.0,10.0,11.0,10.0
1156142483866304512,0.25,Irrelevant,16,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1870.0,2923.0,6.0,20.0,11.0,14.0
1156142483866304512,0.25,Location,16,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1870.0,2923.0,6.0,20.0,11.0,14.0
1156142483866304512,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1870.0,2923.0,6.0,20.0,11.0,14.0
1156142483866304512,0.25,News,16,siberianWildfires2020,Unknown,9.0,42.0,14.0,58.0,1870.0,2923.0,6.0,20.0,11.0,14.0
1156247752847659008,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,322.0,271.0,1.0,14.0,11.0,12.0
1156247752847659008,0.25,OriginalEvent,18,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,322.0,271.0,1.0,14.0,11.0,12.0
1156247752847659008,0.25,News,18,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,322.0,271.0,1.0,14.0,11.0,12.0
1156247752847659008,0.25,Location,18,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,322.0,271.0,1.0,14.0,11.0,12.0
1156247752847659008,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,322.0,271.0,1.0,14.0,11.0,12.0
1156247752847659008,0.25,News,18,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,322.0,271.0,1.0,14.0,11.0,12.0
1156264852970545152,0.25,Irrelevant,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,212.0,16.0,25.0,14.0,11.0,12.0
1156264852970545152,0.25,Location,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,212.0,16.0,25.0,14.0,11.0,12.0
1156264852970545152,0.25,News,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,212.0,16.0,25.0,14.0,11.0,12.0
1156278028231573504,0.25,Irrelevant,14,siberianWildfires2020,Unknown,7.0,42.0,46.0,244.0,244.0,560.0,1.0,0.0,0.0,0.0
1156278028231573504,0.25,Location,14,siberianWildfires2020,Unknown,7.0,42.0,46.0,244.0,244.0,560.0,1.0,0.0,0.0,0.0
1156278028231573504,0.25,MultimediaShare,14,siberianWildfires2020,Unknown,7.0,42.0,46.0,244.0,244.0,560.0,1.0,0.0,0.0,0.0
1156278028231573504,0.25,Factoid,14,siberianWildfires2020,Unknown,7.0,42.0,46.0,244.0,244.0,560.0,1.0,0.0,0.0,0.0
1156299068466855936,0.25,Irrelevant,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,941.0,1028.0,24.0,14.0,11.0,12.0
1156299068466855936,0.25,Location,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,941.0,1028.0,24.0,14.0,11.0,12.0
1156299068466855936,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,941.0,1028.0,24.0,14.0,11.0,12.0
1156299068466855936,0.25,News,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,941.0,1028.0,24.0,14.0,11.0,12.0
1156327305708544000,0.25,Location,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156327305708544000,0.25,EmergingThreats,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156327305708544000,0.25,OriginalEvent,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156327305708544000,0.25,News,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156327305708544000,0.25,Location,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156327305708544000,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156327305708544000,0.25,News,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,376117.0,2779.0,4393.0,11.0,11.0,11.0
1156401211886702592,0.25,Location,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156401211886702592,0.25,EmergingThreats,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156401211886702592,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156401211886702592,0.25,News,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156401211886702592,0.25,Location,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156401211886702592,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156401211886702592,0.25,News,16,siberianWildfires2020,Unknown,4.0,60.0,19.0,87.0,29016.0,14290.0,572.0,11.0,11.0,11.0
1156500883326296064,0.375,Location,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,EmergingThreats,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,MultimediaShare,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,OriginalEvent,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,Location,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,EmergingThreats,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,MultimediaShare,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156500883326296064,0.375,News,18,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,4432.0,4899.0,29.0,0.0,0.0,0.0
1156547563618820096,0.25,Location,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,1630.0,4505.0,40.0,11.0,11.0,11.0
1156547563618820096,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,1630.0,4505.0,40.0,11.0,11.0,11.0
1156547563618820096,0.25,OriginalEvent,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,1630.0,4505.0,40.0,11.0,11.0,11.0
1156547563618820096,0.25,Location,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,1630.0,4505.0,40.0,11.0,11.0,11.0
1156547563618820096,0.25,MultimediaShare,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,1630.0,4505.0,40.0,11.0,11.0,11.0
1156547563618820096,0.25,News,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,1630.0,4505.0,40.0,11.0,11.0,11.0
1156575721927655424,0.25,Irrelevant,16,siberianWildfires2020,Unknown,3.0,43.0,24.0,126.0,211.0,128.0,22.0,20.0,22.0,21.0
1156575721927655424,0.25,Location,16,siberianWildfires2020,Unknown,3.0,43.0,24.0,126.0,211.0,128.0,22.0,20.0,22.0,21.0
1156575721927655424,0.25,Factoid,16,siberianWildfires2020,Unknown,3.0,43.0,24.0,126.0,211.0,128.0,22.0,20.0,22.0,21.0
1156575721927655424,0.25,News,16,siberianWildfires2020,Unknown,3.0,43.0,24.0,126.0,211.0,128.0,22.0,20.0,22.0,21.0
1156592989889802240,0.25,Irrelevant,16,siberianWildfires2020,Unknown,4.0,46.0,22.0,116.0,1679.0,1454.0,174.0,0.0,0.0,0.0
1156592989889802240,0.25,Location,16,siberianWildfires2020,Unknown,4.0,46.0,22.0,116.0,1679.0,1454.0,174.0,0.0,0.0,0.0
1156592989889802240,0.25,Factoid,16,siberianWildfires2020,Unknown,4.0,46.0,22.0,116.0,1679.0,1454.0,174.0,0.0,0.0,0.0
1156592989889802240,0.25,News,16,siberianWildfires2020,Unknown,4.0,46.0,22.0,116.0,1679.0,1454.0,174.0,0.0,0.0,0.0
1156603582881435648,0.25,Irrelevant,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,50.0,215.0,1.0,14.0,11.0,12.0
1156603582881435648,0.25,Location,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,50.0,215.0,1.0,14.0,11.0,12.0
1156603582881435648,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,50.0,215.0,1.0,14.0,11.0,12.0
1156603582881435648,0.25,News,16,siberianWildfires2020,Unknown,10.0,6.0,8.0,65.0,50.0,215.0,1.0,14.0,11.0,12.0
1156649088722583552,0.25,Location,16,siberianWildfires2020,Unknown,11.0,25.0,5.0,28.0,1556.0,385.0,105.0,0.0,0.0,0.0
1156649088722583552,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,11.0,25.0,5.0,28.0,1556.0,385.0,105.0,0.0,0.0,0.0
1156649088722583552,0.25,Hashtags,16,siberianWildfires2020,Unknown,11.0,25.0,5.0,28.0,1556.0,385.0,105.0,0.0,0.0,0.0
1156649088722583552,0.25,Location,16,siberianWildfires2020,Unknown,11.0,25.0,5.0,28.0,1556.0,385.0,105.0,0.0,0.0,0.0
1156649088722583552,0.25,News,16,siberianWildfires2020,Unknown,11.0,25.0,5.0,28.0,1556.0,385.0,105.0,0.0,0.0,0.0
1156652835444056064,0.25,Location,16,siberianWildfires2020,Unknown,5.0,50.0,34.0,197.0,1636.0,1642.0,15.0,20.0,22.0,21.0
1156652835444056064,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,5.0,50.0,34.0,197.0,1636.0,1642.0,15.0,20.0,22.0,21.0
1156652835444056064,0.25,Location,16,siberianWildfires2020,Unknown,5.0,50.0,34.0,197.0,1636.0,1642.0,15.0,20.0,22.0,21.0
1156652835444056064,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,5.0,50.0,34.0,197.0,1636.0,1642.0,15.0,20.0,22.0,21.0
1156652835444056064,0.25,Factoid,16,siberianWildfires2020,Unknown,5.0,50.0,34.0,197.0,1636.0,1642.0,15.0,20.0,22.0,21.0
1156652835444056064,0.25,News,16,siberianWildfires2020,Unknown,5.0,50.0,34.0,197.0,1636.0,1642.0,15.0,20.0,22.0,21.0
1156732887187767296,0.5,Location,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,EmergingThreats,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,MultimediaShare,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,OriginalEvent,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,ContextualInformation,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,Location,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,EmergingThreats,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156732887187767296,0.5,News,18,siberianWildfires2020,Unknown,4.0,60.0,17.0,85.0,705.0,944.0,20.0,11.0,11.0,11.0
1156745142163988480,0.25,Irrelevant,11,siberianWildfires2020,Unknown,8.0,37.0,17.0,78.0,278.0,1863.0,14.0,0.0,0.0,0.0
1156745142163988480,0.25,Irrelevant,11,siberianWildfires2020,Unknown,8.0,37.0,17.0,78.0,278.0,1863.0,14.0,0.0,0.0,0.0
1156753025677103104,0.375,Location,14,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,13.0,102.0,0.0,0.0,0.0,0.0
1156753025677103104,0.375,EmergingThreats,14,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,13.0,102.0,0.0,0.0,0.0,0.0
1156753025677103104,0.375,MultimediaShare,14,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,13.0,102.0,0.0,0.0,0.0,0.0
1156753025677103104,0.375,Location,14,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,13.0,102.0,0.0,0.0,0.0,0.0
1156753025677103104,0.375,MultimediaShare,14,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,13.0,102.0,0.0,0.0,0.0,0.0
1156753025677103104,0.375,Factoid,14,siberianWildfires2020,Unknown,6.0,54.0,10.0,59.0,13.0,102.0,0.0,0.0,0.0,0.0
1156753720010575872,0.25,Irrelevant,11,siberianWildfires2020,Unknown,2.0,68.0,38.0,222.0,11741.0,2152.0,530.0,10.0,11.0,10.0
1156753720010575872,0.25,Irrelevant,11,siberianWildfires2020,Unknown,2.0,68.0,38.0,222.0,11741.0,2152.0,530.0,10.0,11.0,10.0
1156755281403154432,0.25,Irrelevant,11,siberianWildfires2020,Unknown,6.0,54.0,37.0,216.0,20738.0,2733.0,794.0,10.0,11.0,10.0
1156755281403154432,0.25,Irrelevant,11,siberianWildfires2020,Unknown,6.0,54.0,37.0,216.0,20738.0,2733.0,794.0,10.0,11.0,10.0
1156774222519103488,0.25,Irrelevant,16,siberianWildfires2020,Unknown,17.0,22.0,20.0,93.0,1866.0,1674.0,170.0,11.0,11.0,11.0
1156774222519103488,0.25,Location,16,siberianWildfires2020,Unknown,17.0,22.0,20.0,93.0,1866.0,1674.0,170.0,11.0,11.0,11.0
1156774222519103488,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,17.0,22.0,20.0,93.0,1866.0,1674.0,170.0,11.0,11.0,11.0
1156774222519103488,0.25,Factoid,16,siberianWildfires2020,Unknown,17.0,22.0,20.0,93.0,1866.0,1674.0,170.0,11.0,11.0,11.0
1156774222519103488,0.25,News,16,siberianWildfires2020,Unknown,17.0,22.0,20.0,93.0,1866.0,1674.0,170.0,11.0,11.0,11.0
1156777035395665920,0.25,Location,16,siberianWildfires2020,Unknown,7.0,52.0,43.0,203.0,372.0,32.0,44.0,0.0,0.0,0.0
1156777035395665920,0.25,EmergingThreats,16,siberianWildfires2020,Unknown,7.0,52.0,43.0,203.0,372.0,32.0,44.0,0.0,0.0,0.0
1156777035395665920,0.25,Factoid,16,siberianWildfires2020,Unknown,7.0,52.0,43.0,203.0,372.0,32.0,44.0,0.0,0.0,0.0
1156777035395665920,0.25,Location,16,siberianWildfires2020,Unknown,7.0,52.0,43.0,203.0,372.0,32.0,44.0,0.0,0.0,0.0
1156777035395665920,0.25,Factoid,16,siberianWildfires2020,Unknown,7.0,52.0,43.0,203.0,372.0,32.0,44.0,0.0,0.0,0.0
1156777035395665920,0.25,News,16,siberianWildfires2020,Unknown,7.0,52.0,43.0,203.0,372.0,32.0,44.0,0.0,0.0,0.0
1156782178346270720,0.25,Irrelevant,11,siberianWildfires2020,Unknown,15.0,14.0,12.0,57.0,52752.0,44134.0,100.0,16.0,11.0,13.0
1156782178346270720,0.25,Irrelevant,11,siberianWildfires2020,Unknown,15.0,14.0,12.0,57.0,52752.0,44134.0,100.0,16.0,11.0,13.0
1156783641722327040,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,17.0,20.0,9.0,50.0,2583.0,2600.0,22.0,0.0,0.0,0.0
1156783641722327040,0.25,News,16,siberianWildfires2020,Unknown,17.0,20.0,9.0,50.0,2583.0,2600.0,22.0,0.0,0.0,0.0
1156783641722327040,0.25,Location,16,siberianWildfires2020,Unknown,17.0,20.0,9.0,50.0,2583.0,2600.0,22.0,0.0,0.0,0.0
1156783641722327040,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,17.0,20.0,9.0,50.0,2583.0,2600.0,22.0,0.0,0.0,0.0
1156783641722327040,0.25,News,16,siberianWildfires2020,Unknown,17.0,20.0,9.0,50.0,2583.0,2600.0,22.0,0.0,0.0,0.0
1156794144813023232,0.25,Location,16,siberianWildfires2020,Unknown,4.0,44.0,11.0,58.0,1387.0,4327.0,11.0,0.0,0.0,0.0
1156794144813023232,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,4.0,44.0,11.0,58.0,1387.0,4327.0,11.0,0.0,0.0,0.0
1156794144813023232,0.25,Location,16,siberianWildfires2020,Unknown,4.0,44.0,11.0,58.0,1387.0,4327.0,11.0,0.0,0.0,0.0
1156794144813023232,0.25,MultimediaShare,16,siberianWildfires2020,Unknown,4.0,44.0,11.0,58.0,1387.0,4327.0,11.0,0.0,0.0,0.0
1156794144813023232,0.25,News,16,siberianWildfires2020,Unknown,4.0,44.0,11.0,58.0,1387.0,4327.0,11.0,0.0,0.0,0.0
1156814072538705920,0.375,Location,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156814072538705920,0.375,EmergingThreats,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156814072538705920,0.375,Factoid,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156814072538705920,0.375,Location,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156814072538705920,0.375,EmergingThreats,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156814072538705920,0.375,Factoid,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156814072538705920,0.375,News,16,siberianWildfires2020,Unknown,3.0,68.0,33.0,116.0,1892.0,1031.0,49.0,0.0,0.0,0.0
1156817376035397632,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,481.0,111.0,2.0,14.0,11.0,12.0
1156817376035397632,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,481.0,111.0,2.0,14.0,11.0,12.0
1156825231102763008,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,2432.0,4946.0,86.0,14.0,11.0,12.0
1156825231102763008,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,2432.0,4946.0,86.0,14.0,11.0,12.0
1156827319836635136,0.25,Irrelevant,11,siberianWildfires2020,Unknown,30.0,28.0,13.0,70.0,16427.0,86.0,386.0,11.0,11.0,11.0
1156827319836635136,0.25,Irrelevant,11,siberianWildfires2020,Unknown,30.0,28.0,13.0,70.0,16427.0,86.0,386.0,11.0,11.0,11.0
1156831051123179520,0.25,Irrelevant,11,siberianWildfires2020,Unknown,7.0,50.0,12.0,78.0,73.0,0.0,0.0,10.0,11.0,10.0
1156831051123179520,0.25,Irrelevant,11,siberianWildfires2020,Unknown,7.0,50.0,12.0,78.0,73.0,0.0,0.0,10.0,11.0,10.0
1156835218982166528,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,32.0,155.0,0.0,14.0,11.0,12.0
1156835218982166528,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,32.0,155.0,0.0,14.0,11.0,12.0
1156848756404424704,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,193.0,469.0,8.0,14.0,11.0,12.0
1156848756404424704,0.25,Irrelevant,11,siberianWildfires2020,Unknown,25.0,29.0,9.0,62.0,193.0,469.0,8.0,14.0,11.0,12.0
1156853125619298304,0.25,Irrelevant,11,siberianWildfires2020,Unknown,30.0,28.0,13.0,70.0,303.0,1465.0,11.0,11.0,11.0,11.0
