,Unnamed: 0,Unnamed: 0.1,tweet_id,priority,postCategories_x,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
34,34,34,1.155601947107287e+18,,,120.0,90.0,80.0,420.0,18610.0,20850.0,30.0,0.0,0.0,0.0
35,35,35,1.155602897674969e+18,,,40.0,440.0,110.0,580.0,20.0,60.0,0.0,0.0,0.0,0.0
36,36,36,1.155606040500736e+18,,,20.0,630.0,170.0,980.0,16300.0,45050.0,400.0,0.0,0.0,0.0
37,37,37,1.155615331840344e+18,,,630.0,0.0,60.0,200.0,32260.0,43640.0,1140.0,0.0,0.0,0.0
38,38,38,1.1556175986351718e+18,,,20.0,540.0,250.0,1330.0,2000.0,1540.0,10.0,0.0,0.0,0.0
39,39,39,1.155618638512046e+18,,,0.0,300.0,530.0,2360.0,68920.0,68910.0,610.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
40,40,40,1.1556335021650452e+18,,,100.0,480.0,340.0,1620.0,1240.0,2830.0,20.0,0.0,0.0,0.0
41,41,41,1.155639415601062e+18,,,190.0,180.0,40.0,180.0,620.0,5880.0,0.0,0.0,0.0,0.0
42,42,42,1.15564183299652e+18,,,20.0,630.0,170.0,980.0,3460.0,4900.0,200.0,0.0,0.0,0.0
43,43,43,1.155645076632154e+18,,,10.0,630.0,370.0,1590.0,23920.0,24140.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
44,44,44,1.1556503674572431e+18,,,30.0,660.0,950.0,1970.0,1660.0,5430.0,250.0,0.0,0.0,0.0
45,45,45,1.1556791369432307e+18,,,20.0,630.0,190.0,1000.0,145000.0,13700.0,0.0,0.0,0.0,0.0
46,46,46,1.1556796808439237e+18,,,210.0,230.0,530.0,2500.0,34570.0,34760.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
47,47,47,1.15569104000068e+18,,,10.0,650.0,310.0,1710.0,3900.0,4040.0,230.0,0.0,0.0,0.0
48,48,48,1.1556947542873784e+18,,,50.0,600.0,140.0,760.0,7560.0,9190.0,1580.0,0.0,0.0,0.0
49,49,49,1.155696194158506e+18,,,80.0,640.0,540.0,2450.0,3740.0,3210.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
50,50,50,1.1557036994293105e+18,,,610.0,70.0,240.0,1220.0,24300.0,21000.0,220.0,0.0,0.0,0.0
51,51,51,1.155712458113372e+18,,,40.0,580.0,150.0,740.0,700.0,7030.0,10.0,0.0,0.0,0.0
52,52,52,1.1557136528438968e+18,,,50.0,530.0,190.0,740.0,1990.0,2740.0,90.0,0.0,0.0,0.0
53,53,53,1.155736562497413e+18,,,20.0,580.0,530.0,2790.0,14110.0,45650.0,0.0,0.0,0.0,0.0
54,54,54,1.1557379419788616e+18,,,40.0,610.0,220.0,1300.0,23630.0,15760.0,1290.0,0.0,0.0,0.0
55,55,55,1.1557426414574428e+18,,,90.0,390.0,650.0,2820.0,75020.0,18980.0,2540.0,0.0,0.0,0.0
56,56,56,1.155745461845627e+18,,,190.0,220.0,110.0,570.0,2870.0,7750.0,30.0,0.0,0.0,0.0
57,57,57,1.1557457469494313e+18,,,80.0,560.0,90.0,570.0,114890.0,133340.0,4430.0,0.0,0.0,0.0
58,58,58,1.1557465176528364e+18,,,60.0,560.0,150.0,880.0,13000.0,36510.0,340.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
59,59,59,1.1557502544629555e+18,,,10.0,630.0,550.0,2510.0,1840.0,5080.0,110.0,0.0,0.0,0.0
60,60,60,1.1557551170999337e+18,,,0.0,380.0,380.0,1790.0,350.0,1300.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
61,61,61,1.1557574509911982e+18,,,20.0,630.0,500.0,2610.0,270.0,1050.0,0.0,0.0,0.0,0.0
62,62,62,1.1557587907483853e+18,,,10.0,680.0,360.0,1990.0,22700.0,12610.0,880.0,0.0,0.0,0.0
63,63,63,1.155759449296048e+18,,,120.0,530.0,180.0,920.0,108730.0,10820.0,3940.0,0.0,0.0,0.0
64,64,64,1.1557606321023017e+18,,,30.0,540.0,260.0,1290.0,100.0,390.0,70.0,0.0,0.0,0.0
65,65,65,1.155768080590676e+18,,,50.0,670.0,150.0,720.0,21330.0,10640.0,430.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
66,66,66,1.155770266355667e+18,,,20.0,510.0,510.0,2810.0,110.0,260.0,0.0,0.0,0.0,0.0
67,67,67,1.1557738163768934e+18,,,110.0,370.0,270.0,1190.0,108730.0,10820.0,3940.0,0.0,0.0,0.0
68,68,68,1.1557758577488443e+18,,,80.0,490.0,110.0,500.0,36100.0,43000.0,830.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
69,69,69,1.1557769610185646e+18,,,10.0,780.0,100.0,460.0,1820.0,3160.0,50.0,0.0,0.0,0.0
70,70,70,1.1557786127354798e+18,,,10.0,510.0,440.0,2480.0,6140.0,5660.0,20.0,0.0,0.0,0.0
71,71,71,1.1557830844547154e+18,,,30.0,610.0,470.0,2050.0,5110.0,3450.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
72,72,72,1.155785604149461e+18,,,150.0,150.0,140.0,590.0,13460.0,7850.0,620.0,0.0,0.0,0.0
73,73,73,1.1557904574709678e+18,,,70.0,500.0,430.0,2300.0,37260.0,10130.0,7990.0,0.0,0.0,0.0
74,74,74,1.155791769466024e+18,,,60.0,510.0,110.0,610.0,538030.0,35450.0,10590.0,0.0,0.0,0.0
75,75,75,1.155794976393126e+18,,,170.0,420.0,350.0,1960.0,100.0,730.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
76,76,76,1.1557988200406423e+18,,,20.0,640.0,330.0,1500.0,3910.0,14850.0,30.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
77,77,77,1.1558089867483791e+18,,,10.0,610.0,410.0,1820.0,23220.0,24320.0,1200.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
78,78,78,1.1558102175878144e+18,,,20.0,570.0,340.0,1560.0,217670.0,239310.0,180.0,0.0,0.0,0.0
79,79,79,1.1558104155967035e+18,,,20.0,630.0,180.0,990.0,679280.0,393110.0,13300.0,0.0,0.0,0.0
80,80,80,1.1558119189443827e+18,,,80.0,450.0,260.0,1160.0,650.0,820.0,0.0,0.0,0.0,0.0
81,81,81,1.155812587227013e+18,,,130.0,430.0,230.0,1230.0,38850.0,39810.0,1770.0,0.0,0.0,0.0
82,82,82,1.1558207463562854e+18,,,20.0,380.0,210.0,1030.0,180.0,420.0,0.0,0.0,0.0,0.0
83,83,83,1.1558254650696704e+18,,,10.0,660.0,500.0,2540.0,2080.0,2710.0,20.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
84,84,84,1.155831668185477e+18,,,80.0,560.0,90.0,570.0,15400.0,18630.0,1260.0,0.0,0.0,0.0
85,85,85,1.155832058184421e+18,,,40.0,440.0,110.0,580.0,39720.0,42220.0,1910.0,0.0,0.0,0.0
86,86,86,1.1558322761036964e+18,,,80.0,560.0,90.0,570.0,12520.0,11270.0,140.0,0.0,0.0,0.0
87,87,87,1.155834676726194e+18,,,110.0,440.0,360.0,1570.0,140.0,1050.0,0.0,0.0,0.0,0.0
88,88,88,1.155836400237011e+18,,,30.0,630.0,180.0,910.0,3020.0,3520.0,680.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
89,89,89,1.1558373661515817e+18,,,170.0,360.0,220.0,1110.0,90.0,990.0,0.0,0.0,0.0,0.0
90,90,90,1.1558428033285325e+18,,,20.0,340.0,140.0,440.0,280.0,580.0,10.0,0.0,0.0,0.0
91,91,91,1.1558449281629798e+18,,,40.0,440.0,110.0,580.0,240.0,280.0,10.0,0.0,0.0,0.0
92,92,92,1.1558450530190336e+18,,,50.0,540.0,270.0,1430.0,19260.0,760.0,240.0,0.0,0.0,0.0
93,93,93,1.1558455331367608e+18,,,10.0,640.0,530.0,2620.0,400.0,790.0,0.0,0.0,0.0,0.0
94,94,94,1.1558473460282573e+18,,,60.0,530.0,460.0,2370.0,18320.0,33710.0,190.0,0.0,0.0,0.0
95,95,95,1.1558552074834862e+18,,,20.0,520.0,470.0,2220.0,19170.0,50010.0,240.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
96,96,96,1.1558592408646164e+18,,,10.0,540.0,390.0,1550.0,11400.0,9400.0,530.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
97,97,97,1.1558604533035415e+18,,,20.0,620.0,560.0,2590.0,12400.0,16270.0,370.0,0.0,0.0,0.0
98,98,98,1.1558606186389668e+18,,,30.0,610.0,450.0,2220.0,11130.0,210.0,80.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
99,99,99,1.15586125536367e+18,,,110.0,380.0,160.0,880.0,35540.0,10740.0,2680.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
100,100,100,1.155861337567834e+18,,,50.0,650.0,170.0,980.0,8600.0,8610.0,270.0,0.0,0.0,0.0
101,101,101,1.155862302215811e+18,,,20.0,610.0,290.0,1120.0,30.0,210.0,0.0,0.0,0.0,0.0
102,102,102,1.1558661878358917e+18,,,50.0,650.0,170.0,980.0,10070.0,14350.0,660.0,0.0,0.0,0.0
103,103,103,1.1558711742635415e+18,,,30.0,630.0,380.0,1580.0,18210.0,33880.0,80.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
104,104,104,1.1558734137365996e+18,,,40.0,570.0,350.0,1700.0,310.0,980.0,10.0,0.0,0.0,0.0
105,105,105,1.1558734714712596e+18,,,210.0,320.0,150.0,750.0,4880.0,3820.0,20.0,0.0,0.0,0.0
106,106,106,1.1558751580426322e+18,,,90.0,530.0,150.0,540.0,636210.0,29460.0,7630.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
107,107,107,1.1558784150792888e+18,,,90.0,420.0,140.0,580.0,13000.0,290.0,10.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
108,108,108,1.155885701470331e+18,,,20.0,580.0,180.0,900.0,28887410.0,6280.0,223190.0,0.0,0.0,0.0
109,109,109,1.1558906222906368e+18,,,60.0,630.0,330.0,1710.0,12780.0,12650.0,570.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
110,110,110,1.155892506569171e+18,,,30.0,390.0,20.0,120.0,990.0,1430.0,30.0,0.0,0.0,0.0
111,111,111,1.155892756876845e+18,,,0.0,180.0,540.0,2270.0,3390.0,1840.0,340.0,0.0,0.0,0.0
112,112,112,1.1558964935109427e+18,,,430.0,220.0,130.0,600.0,110.0,790.0,0.0,0.0,0.0,0.0
113,113,113,1.1558972512622797e+18,,,40.0,440.0,110.0,580.0,59640.0,19730.0,3060.0,0.0,0.0,0.0
114,114,114,1.155898675777831e+18,,,20.0,610.0,560.0,2420.0,2820.0,2780.0,40.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
115,115,115,1.1558993379285606e+18,,,50.0,470.0,130.0,740.0,54830.0,26570.0,2140.0,0.0,0.0,0.0
116,116,116,1.1558994103642153e+18,,,30.0,530.0,520.0,2590.0,129870.0,4860.0,3530.0,0.0,0.0,0.0
117,117,117,1.15590034047624e+18,,,30.0,560.0,330.0,1590.0,129870.0,4860.0,3530.0,0.0,0.0,0.0
118,118,118,1.1559007207948206e+18,,,110.0,380.0,140.0,860.0,130510.0,133840.0,590.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
119,119,119,1.1559016430048297e+18,,,40.0,600.0,410.0,2160.0,10880.0,24810.0,40.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
120,120,120,1.1559032056221286e+18,,,110.0,380.0,140.0,860.0,2310.0,3460.0,40.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
121,121,121,1.155903304171266e+18,,,20.0,630.0,170.0,980.0,550.0,1010.0,0.0,0.0,0.0,0.0
122,122,122,1.155906542115414e+18,,,40.0,440.0,110.0,580.0,80.0,310.0,0.0,0.0,0.0,0.0
123,123,123,1.1559099631699476e+18,,,30.0,630.0,260.0,1330.0,40440.0,48640.0,1460.0,0.0,0.0,0.0
124,124,124,1.1559177323043963e+18,,,90.0,110.0,140.0,640.0,360.0,670.0,0.0,0.0,0.0,0.0
125,125,125,1.1559180062637463e+18,,,160.0,300.0,140.0,590.0,7220.0,22460.0,300.0,0.0,0.0,0.0
126,126,126,1.155926570059436e+18,,,10.0,680.0,360.0,2280.0,7129490.0,100.0,45350.0,0.0,0.0,0.0
127,127,127,1.155926582608855e+18,,,10.0,680.0,360.0,2280.0,608150.0,1670.0,7670.0,0.0,0.0,0.0
128,128,128,1.1559265960096197e+18,,,10.0,680.0,360.0,2280.0,417550.0,120.0,4000.0,0.0,0.0,0.0
129,129,129,1.1559266121283625e+18,,,10.0,680.0,360.0,2280.0,276450.0,840.0,2560.0,0.0,0.0,0.0
130,130,130,1.1559274338386207e+18,,,560.0,20.0,90.0,420.0,1350.0,2210.0,0.0,0.0,0.0,0.0
131,131,131,1.155930545169109e+18,,,30.0,510.0,200.0,1000.0,21350.0,50010.0,80.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
132,132,132,1.1559418467799777e+18,,,90.0,420.0,140.0,580.0,31720.0,40160.0,150.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
133,133,133,1.155943030286717e+18,,,0.0,380.0,360.0,1770.0,0.0,200.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
134,134,134,1.155943209899397e+18,,,200.0,410.0,100.0,570.0,770.0,4290.0,110.0,0.0,0.0,0.0
135,135,135,1.1559434841272402e+18,,,30.0,520.0,140.0,740.0,0.0,200.0,0.0,0.0,0.0,0.0
136,136,136,1.155946673488613e+18,,,30.0,120.0,210.0,1070.0,31720.0,40160.0,150.0,0.0,0.0,0.0
137,137,137,1.155949393037521e+18,,,50.0,600.0,150.0,910.0,440.0,3190.0,20.0,0.0,0.0,0.0
138,138,138,1.1559498693678285e+18,,,90.0,70.0,730.0,2510.0,19270.0,9400.0,640.0,0.0,0.0,0.0
139,139,139,1.1559511271515177e+18,,,640.0,40.0,80.0,370.0,12060.0,17630.0,260.0,0.0,0.0,0.0
140,140,140,1.1559546511218975e+18,,,70.0,550.0,530.0,2130.0,260.0,1260.0,0.0,0.0,0.0,0.0
141,141,141,1.155954685343175e+18,,,50.0,570.0,130.0,640.0,118380.0,119620.0,430.0,0.0,0.0,0.0
142,142,142,1.1559547865098445e+18,,,50.0,570.0,130.0,640.0,143660.0,144570.0,650.0,0.0,0.0,0.0
143,143,143,1.155954912838029e+18,,,20.0,560.0,540.0,2400.0,2860.0,8640.0,60.0,0.0,0.0,0.0
144,144,144,1.155954999282692e+18,,,60.0,530.0,170.0,800.0,6200.0,12930.0,120.0,0.0,0.0,0.0
145,145,145,1.1559559758928486e+18,,,10.0,620.0,310.0,1800.0,190.0,520.0,10.0,0.0,0.0,0.0
146,146,146,1.1559575751305994e+18,,,470.0,0.0,370.0,1740.0,11700.0,11190.0,160.0,0.0,0.0,0.0
147,147,147,1.155959885223174e+18,,,80.0,500.0,140.0,720.0,54830.0,26570.0,2140.0,0.0,0.0,0.0
148,148,148,1.1559612243931791e+18,,,50.0,570.0,130.0,640.0,143660.0,144570.0,650.0,0.0,0.0,0.0
149,149,149,1.15597358843383e+18,,,90.0,420.0,140.0,580.0,20.0,30.0,20.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
150,150,150,1.1559861195839447e+18,,,50.0,470.0,130.0,740.0,22670.0,6940.0,1040.0,0.0,0.0,0.0
151,151,151,1.156009266139898e+18,,,20.0,620.0,90.0,630.0,1350.0,0.0,30.0,0.0,0.0,0.0
152,152,152,1.1560112726991217e+18,,,450.0,150.0,400.0,2470.0,109690.0,112420.0,540.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
153,153,153,1.1560122074669588e+18,,,10.0,670.0,380.0,1800.0,9380.0,7010.0,50.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
154,154,154,1.1560298178101125e+18,,,30.0,590.0,470.0,2330.0,510.0,300.0,40.0,0.0,0.0,0.0
155,155,155,1.1560299171815752e+18,,,10.0,480.0,550.0,2730.0,7690.0,3490.0,130.0,0.0,0.0,0.0
156,156,156,1.156030812103463e+18,,,20.0,620.0,90.0,630.0,36480.0,42580.0,2000.0,0.0,0.0,0.0
157,157,157,1.1560332476602163e+18,,,110.0,80.0,40.0,190.0,955990.0,55760.0,11990.0,0.0,0.0,0.0
158,158,158,1.1560339383404708e+18,,,20.0,530.0,290.0,1270.0,5850.0,2580.0,780.0,0.0,0.0,0.0
159,159,159,1.15603878450645e+18,,,180.0,180.0,280.0,1270.0,2220.0,11060.0,50.0,0.0,0.0,0.0
160,160,160,1.156040550467813e+18,,,20.0,630.0,170.0,980.0,2020.0,1230.0,40.0,0.0,0.0,0.0
161,161,161,1.1560531318489293e+18,,,30.0,560.0,390.0,2030.0,360.0,180.0,20.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
162,162,162,1.1560538600347812e+18,,,10.0,670.0,360.0,1860.0,9380.0,7010.0,50.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
163,163,163,1.1560686563565036e+18,,,10.0,470.0,290.0,1410.0,990.0,940.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
164,164,164,1.15607269725381e+18,,,20.0,620.0,90.0,630.0,22670.0,6940.0,1040.0,0.0,0.0,0.0
165,165,165,1.156074186126684e+18,,,160.0,300.0,130.0,790.0,10290.0,5480.0,540.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
166,166,166,1.1560767334954227e+18,,,110.0,80.0,50.0,200.0,5850.0,2580.0,780.0,0.0,0.0,0.0
167,167,167,1.156078089031553e+18,,,0.0,550.0,610.0,2800.0,270.0,2930.0,0.0,0.0,0.0,0.0
168,168,168,1.1560831678430495e+18,,,50.0,550.0,400.0,1780.0,30880.0,49360.0,1080.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
169,169,169,1.156091303479767e+18,,,20.0,540.0,420.0,2090.0,20700.0,9550.0,1220.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
170,170,170,1.1560948672749937e+18,,,50.0,540.0,140.0,700.0,636210.0,29460.0,7630.0,0.0,0.0,0.0
171,171,171,1.156095002864341e+18,,,60.0,540.0,100.0,590.0,30690.0,46920.0,1840.0,0.0,0.0,0.0
172,172,172,1.1560957972109926e+18,,,160.0,330.0,550.0,2750.0,200.0,2210.0,10.0,0.0,0.0,0.0
173,173,173,1.1560960371209052e+18,,,10.0,560.0,270.0,1410.0,16365480.0,6690.0,208350.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
174,174,174,1.1560961942774948e+18,,,80.0,380.0,110.0,580.0,13560.0,14350.0,350.0,0.0,0.0,0.0
175,175,175,1.1560975750968563e+18,,,10.0,500.0,440.0,1690.0,1470.0,1000.0,330.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
176,176,176,1.156097585096135e+18,,,10.0,610.0,720.0,2300.0,1470.0,1000.0,330.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
177,177,177,1.1560976304784466e+18,,,60.0,540.0,100.0,590.0,3250.0,70.0,970.0,0.0,0.0,0.0
178,178,178,1.1560988019350364e+18,,,60.0,540.0,100.0,590.0,17546470.0,660.0,13020.0,0.0,0.0,0.0
179,179,179,1.1561016978626803e+18,,,70.0,470.0,160.0,700.0,4910.0,3220.0,200.0,0.0,0.0,0.0
180,180,180,1.1561033823582536e+18,,,70.0,380.0,270.0,1530.0,25980.0,27010.0,2070.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
181,181,181,1.1561046748078858e+18,,,50.0,600.0,280.0,1510.0,786190.0,10320.0,27410.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
182,182,182,1.156112388950651e+18,,,20.0,670.0,320.0,1510.0,1867680.0,450.0,20600.0,0.0,0.0,0.0
183,183,183,1.156114361779282e+18,,,60.0,540.0,100.0,590.0,1330.0,860.0,10.0,0.0,0.0,0.0
184,184,184,1.156116636283392e+18,,,50.0,540.0,520.0,2750.0,101170.0,18650.0,1800.0,0.0,0.0,0.0
185,185,185,1.15611965271774e+18,,,10.0,570.0,430.0,2340.0,220.0,480.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
186,186,186,1.1561203730223964e+18,,,20.0,540.0,520.0,2800.0,25240.0,5090.0,1640.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
187,187,187,1.1561217099148575e+18,,,20.0,590.0,330.0,1620.0,12150.0,9960.0,360.0,0.0,0.0,0.0
188,188,188,1.156122651837911e+18,,,80.0,460.0,560.0,2750.0,270.0,1080.0,0.0,0.0,0.0,0.0
189,189,189,1.1561245241460244e+18,,,350.0,120.0,110.0,400.0,7620.0,1060.0,130.0,0.0,0.0,0.0
190,190,190,1.1561249122365972e+18,,,60.0,570.0,100.0,590.0,10040.0,46100.0,0.0,0.0,0.0,0.0
191,191,191,1.156125829308539e+18,,,60.0,570.0,100.0,590.0,840.0,1220.0,20.0,0.0,0.0,0.0
192,192,192,1.1561334862370284e+18,,,20.0,620.0,90.0,630.0,17570.0,22970.0,10310.0,0.0,0.0,0.0
193,193,193,1.1561335460561756e+18,,,20.0,520.0,360.0,1780.0,3340.0,3160.0,110.0,0.0,0.0,0.0
194,194,194,1.1561415379962263e+18,,,80.0,400.0,90.0,520.0,35540.0,10740.0,2680.0,0.0,0.0,0.0
195,195,195,1.1561424838663045e+18,,,90.0,420.0,140.0,580.0,18700.0,29230.0,60.0,200.0,1.1109999656677246e+16,1.4289999961853028e+16
196,196,196,1.1561427414637158e+18,,,140.0,230.0,60.0,300.0,710.0,5490.0,10.0,0.0,0.0,0.0
197,197,197,1.1561500940994396e+18,,,10.0,660.0,610.0,2580.0,2320.0,3710.0,30.0,0.0,0.0,0.0
198,198,198,1.156150528843354e+18,,,60.0,570.0,100.0,590.0,2100.0,270.0,200.0,0.0,0.0,0.0
199,199,199,1.1561508726337495e+18,,,160.0,460.0,220.0,1080.0,10070.0,2310.0,200.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
200,200,200,1.156151028733157e+18,,,30.0,580.0,220.0,1120.0,5720.0,9680.0,170.0,0.0,0.0,0.0
201,201,201,1.156152455291449e+18,,,60.0,540.0,390.0,2160.0,319310.0,1300.0,6280.0,0.0,0.0,0.0
202,202,202,1.1561526089749422e+18,,,40.0,620.0,500.0,2550.0,130.0,770.0,0.0,0.0,0.0,0.0
203,203,203,1.156155636079399e+18,,,350.0,230.0,170.0,590.0,1110.0,2630.0,10.0,0.0,0.0,0.0
204,204,204,1.1561569331303793e+18,,,30.0,650.0,450.0,2400.0,130.0,770.0,0.0,0.0,0.0,0.0
205,205,205,1.1561598022900326e+18,,,60.0,540.0,100.0,590.0,73080.0,13080.0,1060.0,0.0,0.0,0.0
206,206,206,1.1561598694451282e+18,,,60.0,540.0,100.0,590.0,16300.0,45050.0,400.0,0.0,0.0,0.0
