tweet_id,priority,category,postCategories_x,eventID,eventType
243363244704677888,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243363487944937472,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243363672506896384,0.25,Official,16,costaRicaEarthquake2012,Unknown
243363680916488192,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243363781554606080,0.75,Official,16,costaRicaEarthquake2012,Unknown
243363907387928576,0.25,News,15,costaRicaEarthquake2012,Unknown
243364184228757504,0.25,Official,16,costaRicaEarthquake2012,Unknown
243364263891189760,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243364704293117952,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243365165695922176,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243365824180662272,0.25,Sentiment,18,costaRicaEarthquake2012,Unknown
243366767903264768,0.5,Official,16,costaRicaEarthquake2012,Unknown
243367116034670592,0.75,NewSubEvent,14,costaRicaEarthquake2012,Unknown
243367720022855680,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243367816496029696,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243368005214552064,0.75,NewSubEvent,14,costaRicaEarthquake2012,Unknown
243368013594779648,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243368294621532160,0.75,ThirdPartyObservation,20,costaRicaEarthquake2012,Unknown
243368693072023552,0.25,Official,16,costaRicaEarthquake2012,Unknown
243369645195792384,0.25,Official,16,costaRicaEarthquake2012,Unknown
243369833931104256,0.5,News,15,costaRicaEarthquake2012,Unknown
243370110771945472,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243370358244274176,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243370475663806464,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243370685391597568,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243371167740747776,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243371243221426176,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243371809460854784,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243371897553817600,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243371905946615808,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243371989832695808,0.75,Official,16,costaRicaEarthquake2012,Unknown
243372056903815168,0.5,NewSubEvent,14,costaRicaEarthquake2012,Unknown
243372182737154048,0.25,News,15,costaRicaEarthquake2012,Unknown
243372363088003072,0.25,News,15,costaRicaEarthquake2012,Unknown
243372774167552000,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243373562663161856,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243373805941182464,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243374590288592896,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243375215244095488,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243375504625905664,0.25,Official,16,costaRicaEarthquake2012,Unknown
243375546594119680,0.75,EmergingThreats,6,costaRicaEarthquake2012,Unknown
243375571747360768,0.75,NewSubEvent,14,costaRicaEarthquake2012,Unknown
243375852753141760,0.75,Unknown,21,costaRicaEarthquake2012,Unknown
243376070861144064,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243376377057902592,1.0,EmergingThreats,6,costaRicaEarthquake2012,Unknown
243376779690123264,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243376792289828864,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243377224290562048,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243377597612969984,0.5,Factoid,7,costaRicaEarthquake2012,Unknown
243377601790480384,0.5,Factoid,7,costaRicaEarthquake2012,Unknown
243377631142215680,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243377807307190272,0.75,MultimediaShare,13,costaRicaEarthquake2012,Unknown
243377979273666560,0.5,Official,16,costaRicaEarthquake2012,Unknown
243378377719955456,0.5,NewSubEvent,14,costaRicaEarthquake2012,Unknown
243378847502962688,0.5,Official,16,costaRicaEarthquake2012,Unknown
243379346616770560,0.25,News,15,costaRicaEarthquake2012,Unknown
243379438908219392,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243379824775819264,0.5,ThirdPartyObservation,20,costaRicaEarthquake2012,Unknown
243380223213711360,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243381145994133504,0.5,Factoid,7,costaRicaEarthquake2012,Unknown
243381598978981888,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243382324589367296,0.5,Factoid,7,costaRicaEarthquake2012,Unknown
243383138254999552,0.25,ContextualInformation,3,costaRicaEarthquake2012,Unknown
243383633216409600,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243383729668640768,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243383784194580480,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243384031645925376,0.25,Official,16,costaRicaEarthquake2012,Unknown
243384174285844480,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243384476254756864,0.25,News,15,costaRicaEarthquake2012,Unknown
243385008943923200,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243388116906426368,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243389396185931776,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243389861741068288,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243390297936130048,0.5,Official,16,costaRicaEarthquake2012,Unknown
243390360884232192,0.5,Official,16,costaRicaEarthquake2012,Unknown
243390792889163776,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243391937929945088,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243393980551811072,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243394387386703872,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243394697765199872,0.5,News,15,costaRicaEarthquake2012,Unknown
243396241285861376,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243397562474844160,0.25,Official,16,costaRicaEarthquake2012,Unknown
243397809968140288,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243397910606274560,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243398938219139072,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243401379312459776,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243403535193096192,0.5,ThirdPartyObservation,20,costaRicaEarthquake2012,Unknown
243405867192561664,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243408136311029760,0.25,Sentiment,18,costaRicaEarthquake2012,Unknown
243409243628257280,0.75,Factoid,7,costaRicaEarthquake2012,Unknown
243409293934723072,0.75,Factoid,7,costaRicaEarthquake2012,Unknown
243410216681619456,0.5,MultimediaShare,13,costaRicaEarthquake2012,Unknown
243411898605907968,0.5,Factoid,7,costaRicaEarthquake2012,Unknown
243413102383755264,0.25,Sentiment,18,costaRicaEarthquake2012,Unknown
243414822031589376,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243417254748893184,0.25,News,15,costaRicaEarthquake2012,Unknown
243419578393321472,0.25,News,15,costaRicaEarthquake2012,Unknown
243425169387970560,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243425253286637568,0.25,Sentiment,18,costaRicaEarthquake2012,Unknown
243426079547723776,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243427237188210688,0.75,Factoid,7,costaRicaEarthquake2012,Unknown
243431494389993472,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243433738351022080,0.25,Sentiment,18,costaRicaEarthquake2012,Unknown
243436699517071360,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243437060227223552,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243443297190821888,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243444878439231488,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243455976546656256,0.25,News,15,costaRicaEarthquake2012,Unknown
243467544449662976,0.5,ServiceAvailable,19,costaRicaEarthquake2012,Unknown
243478848094756864,0.75,FirstPartyObservation,8,costaRicaEarthquake2012,Unknown
243491720426307584,0.25,News,15,costaRicaEarthquake2012,Unknown
243496669692432384,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243505574208237568,0.25,Unknown,21,costaRicaEarthquake2012,Unknown
243506920592392192,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243520291995791360,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243532572930498560,0.25,News,15,costaRicaEarthquake2012,Unknown
243556706976686080,0.25,Discussion,4,costaRicaEarthquake2012,Unknown
243563099095973888,0.25,News,15,costaRicaEarthquake2012,Unknown
243585987387719680,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243604408787681280,0.25,News,15,costaRicaEarthquake2012,Unknown
243615632724213760,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243626894459797504,0.5,Factoid,7,costaRicaEarthquake2012,Unknown
243627842355744768,0.25,Discussion,4,costaRicaEarthquake2012,Unknown
243679361000153088,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243683131692036096,0.25,News,15,costaRicaEarthquake2012,Unknown
243746071401078784,0.25,News,15,costaRicaEarthquake2012,Unknown
243851088397234176,0.25,Unknown,21,costaRicaEarthquake2012,Unknown
243875360817700864,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243922446086991872,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
243967807463768064,0.25,FirstPartyObservation,8,costaRicaEarthquake2012,Unknown
243967958454521856,0.25,FirstPartyObservation,8,costaRicaEarthquake2012,Unknown
243968575038173184,0.25,FirstPartyObservation,8,costaRicaEarthquake2012,Unknown
243968738607656960,0.25,FirstPartyObservation,8,costaRicaEarthquake2012,Unknown
243969426469310464,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243969803973455872,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243972182135431168,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243972773528084480,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
243979417314009088,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244024363458895872,0.25,News,15,costaRicaEarthquake2012,Unknown
244085394776391680,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244094269923676160,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244097768002568192,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244104592135176192,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244127337828986880,0.25,ContextualInformation,3,costaRicaEarthquake2012,Unknown
244243939484385280,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244410054885920768,0.75,NewSubEvent,14,costaRicaEarthquake2012,Unknown
244420150596603904,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244452702589943808,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244541017854976000,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
244541726663000064,0.5,FirstPartyObservation,8,costaRicaEarthquake2012,Unknown
244542703960989696,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
244557337858293760,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
244571497836974080,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
245096918299066368,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
245138609697611776,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
245294130270466048,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
245717721415831552,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
245718686105759744,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
245776676586389504,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
245779742605860864,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
245830258786451456,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
245851830112907264,0.5,Official,16,costaRicaEarthquake2012,Unknown
246508091867295744,0.25,Irrelevant,11,costaRicaEarthquake2012,Unknown
246604854460563456,0.25,News,15,costaRicaEarthquake2012,Unknown
247215201198436352,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
247293697593597952,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
248156667257180160,0.25,OriginalEvent,17,costaRicaEarthquake2012,Unknown
274317493407981568,0.25,Unknown,21,typhoonPablo2012,Unknown
274530656321675264,0.25,Irrelevant,11,typhoonPablo2012,Unknown
274660784620052480,0.5,Weather,23,typhoonPablo2012,Unknown
274681584194560000,0.75,NewSubEvent,14,typhoonPablo2012,Unknown
274728321307271168,0.75,MultimediaShare,13,typhoonPablo2012,Unknown
274863314985680896,0.75,MultimediaShare,13,typhoonPablo2012,Unknown
275035356942983168,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275045104501260288,0.75,Weather,23,typhoonPablo2012,Unknown
275065346233335808,0.5,Advice,1,typhoonPablo2012,Unknown
275084874912784384,0.5,Discussion,4,typhoonPablo2012,Unknown
275086229647802368,0.5,InformationWanted,10,typhoonPablo2012,Unknown
275086955249807360,0.25,Unknown,21,typhoonPablo2012,Unknown
275091149578985472,0.25,Sentiment,18,typhoonPablo2012,Unknown
275094664414126080,0.25,News,15,typhoonPablo2012,Unknown
275095633273171968,0.25,News,15,typhoonPablo2012,Unknown
275105557009018880,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275110934119321600,0.5,Official,16,typhoonPablo2012,Unknown
275111806505213952,0.5,Discussion,4,typhoonPablo2012,Unknown
275117779202494464,0.5,Advice,1,typhoonPablo2012,Unknown
275121851880062976,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275129993032499200,0.25,ContextualInformation,3,typhoonPablo2012,Unknown
275131066744983552,0.25,Sentiment,18,typhoonPablo2012,Unknown
275139929347067904,0.5,Factoid,7,typhoonPablo2012,Unknown
275145688097095680,0.5,MultimediaShare,13,typhoonPablo2012,Unknown
275164403098333184,0.25,InformationWanted,10,typhoonPablo2012,Unknown
275189841543716864,0.75,NewSubEvent,14,typhoonPablo2012,Unknown
275209072410759168,0.75,MultimediaShare,13,typhoonPablo2012,Unknown
275213048640327680,0.25,Unknown,21,typhoonPablo2012,Unknown
275215644893523968,0.25,News,15,typhoonPablo2012,Unknown
275216999653707776,0.5,Factoid,7,typhoonPablo2012,Unknown
275217511362994176,0.25,News,15,typhoonPablo2012,Unknown
275225006605217792,0.5,Factoid,7,typhoonPablo2012,Unknown
275229192499634176,0.5,MultimediaShare,13,typhoonPablo2012,Unknown
275231293854326784,0.25,Sentiment,18,typhoonPablo2012,Unknown
275237581124407296,0.5,Advice,1,typhoonPablo2012,Unknown
275254710653550592,0.5,Factoid,7,typhoonPablo2012,Unknown
275259576058789888,0.25,Sentiment,18,typhoonPablo2012,Unknown
275261073421115392,0.25,Unknown,21,typhoonPablo2012,Unknown
275263749382881280,0.25,Advice,1,typhoonPablo2012,Unknown
275266509226536960,0.5,Official,16,typhoonPablo2012,Unknown
275285492642246656,0.5,Weather,23,typhoonPablo2012,Unknown
275339443982987264,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275344145776795648,0.5,Factoid,7,typhoonPablo2012,Unknown
275350823117156352,0.5,Weather,23,typhoonPablo2012,Unknown
275385744909033472,0.25,Sentiment,18,typhoonPablo2012,Unknown
275398264914857984,0.25,News,15,typhoonPablo2012,Unknown
275417453838884864,0.25,News,15,typhoonPablo2012,Unknown
275441470406807552,0.5,MultimediaShare,13,typhoonPablo2012,Unknown
275469291242016768,0.5,ThirdPartyObservation,20,typhoonPablo2012,Unknown
275470343995527168,0.25,OriginalEvent,17,typhoonPablo2012,Unknown
275477948285452288,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275478791323787264,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275483572868091904,0.25,Discussion,4,typhoonPablo2012,Unknown
275484130681188352,0.25,Sentiment,18,typhoonPablo2012,Unknown
275499767046471680,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275503827141132288,0.5,MultimediaShare,13,typhoonPablo2012,Unknown
275504116569092096,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275511641112731648,0.25,Sentiment,18,typhoonPablo2012,Unknown
275514455515881472,0.25,News,15,typhoonPablo2012,Unknown
275524807070736384,0.75,Official,16,typhoonPablo2012,Unknown
275530729390211072,0.25,News,15,typhoonPablo2012,Unknown
275531983508078592,0.75,Official,16,typhoonPablo2012,Unknown
275533992558723072,0.5,Discussion,4,typhoonPablo2012,Unknown
275538346258874368,0.25,Sentiment,18,typhoonPablo2012,Unknown
275538820215226368,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275539692655628288,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275541944975896576,0.5,Factoid,7,typhoonPablo2012,Unknown
275544222487158784,0.25,Sentiment,18,typhoonPablo2012,Unknown
275545925382987776,0.25,Irrelevant,11,typhoonPablo2012,Unknown
275545946341904384,0.25,Sentiment,18,typhoonPablo2012,Unknown
275552262946975744,0.5,Official,16,typhoonPablo2012,Unknown
275555492573630464,0.25,Sentiment,18,typhoonPablo2012,Unknown
275562899731275776,0.25,News,15,typhoonPablo2012,Unknown
275567672849223680,0.25,News,15,typhoonPablo2012,Unknown
