,tweet_id,priority,postCategories_x,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
24,1.1564012443003044e+18,0.0,0.0,40.0,600.0,220.0,900.0,26430.0,42060.0,1990.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
25,1.1564043259393267e+18,0.0,0.0,120.0,370.0,120.0,480.0,11450.0,30.0,380.0,0.0,0.0,0.0
26,1.1564603399506944e+18,0.0,0.0,60.0,540.0,120.0,610.0,10840.0,8990.0,3130.0,0.0,0.0,0.0
27,1.156500883326296e+18,0.0,0.0,60.0,540.0,100.0,590.0,44320.0,48990.0,290.0,0.0,0.0,0.0
28,1.1565341286549176e+18,0.0,0.0,30.0,600.0,490.0,2130.0,8570.0,14070.0,1340.0,0.0,0.0,0.0
29,1.1565387804316713e+18,0.0,0.0,80.0,570.0,280.0,1170.0,6250.0,7080.0,170.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
30,1.15654756361882e+18,0.0,0.0,40.0,600.0,170.0,850.0,16300.0,45050.0,400.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
31,1.1565669208476055e+18,0.0,0.0,40.0,440.0,110.0,580.0,161040.0,159020.0,2630.0,0.0,0.0,0.0
32,1.1565741419333263e+18,0.0,0.0,60.0,540.0,100.0,590.0,1510.0,1690.0,80.0,0.0,0.0,0.0
33,1.1565757219276554e+18,0.0,0.0,30.0,430.0,240.0,1260.0,2110.0,1280.0,220.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
34,1.1565929898898022e+18,0.0,0.0,40.0,460.0,220.0,1160.0,16790.0,14540.0,1740.0,0.0,0.0,0.0
35,1.1566035828814356e+18,0.0,0.0,100.0,60.0,80.0,650.0,500.0,2150.0,10.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
36,1.1566217979258388e+18,0.0,0.0,50.0,500.0,340.0,1970.0,1109940.0,24680.0,33280.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
37,1.156625833261511e+18,0.0,0.0,30.0,600.0,600.0,2340.0,21220.0,2460.0,420.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
38,1.1566490887225836e+18,0.0,0.0,110.0,250.0,50.0,280.0,15560.0,3850.0,1050.0,0.0,0.0,0.0
39,1.156652835444056e+18,0.0,0.0,50.0,500.0,340.0,1970.0,16360.0,16420.0,150.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
40,1.1566834583803044e+18,0.0,0.0,230.0,330.0,130.0,690.0,30190.0,20650.0,260.0,0.0,0.0,0.0
41,1.1566837559747912e+18,0.0,0.0,20.0,630.0,170.0,980.0,59270.0,2400.0,1900.0,0.0,0.0,0.0
42,1.156707551821611e+18,0.0,0.0,40.0,440.0,110.0,580.0,3750.0,16660.0,40.0,0.0,0.0,0.0
43,1.1567108833531372e+18,0.0,0.0,150.0,220.0,110.0,630.0,620.0,2250.0,0.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
44,1.1567328871877673e+18,0.0,0.0,40.0,600.0,170.0,850.0,7050.0,9440.0,200.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
45,1.1567451421639885e+18,0.0,0.0,80.0,370.0,170.0,780.0,2780.0,18630.0,140.0,0.0,0.0,0.0
46,1.156753025677103e+18,0.0,0.0,60.0,540.0,100.0,590.0,130.0,1020.0,0.0,0.0,0.0,0.0
47,1.156753357983375e+18,0.0,0.0,50.0,680.0,450.0,2560.0,279010.0,44640.0,8000.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
48,1.156753720010576e+18,0.0,0.0,20.0,680.0,380.0,2220.0,117410.0,21520.0,5300.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
49,1.1567548379687076e+18,0.0,0.0,30.0,670.0,360.0,2130.0,81170.0,18710.0,3300.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
50,1.1567552577472348e+18,0.0,0.0,20.0,600.0,440.0,2470.0,2707170.0,41320.0,40410.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
51,1.1567552814031544e+18,0.0,0.0,60.0,540.0,370.0,2160.0,207380.0,27330.0,7940.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
52,1.1567695299571794e+18,0.0,0.0,80.0,440.0,120.0,650.0,10400.0,14910.0,340.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
53,1.1567742225191035e+18,0.0,0.0,170.0,220.0,200.0,930.0,18660.0,16740.0,1700.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
54,1.156776772891009e+18,0.0,0.0,40.0,560.0,330.0,1600.0,28451030.0,18720.0,59640.0,0.0,0.0,0.0
55,1.156777035395666e+18,0.0,0.0,70.0,520.0,430.0,2030.0,3720.0,320.0,440.0,0.0,0.0,0.0
56,1.1567821783462707e+18,0.0,0.0,150.0,140.0,120.0,570.0,527520.0,441340.0,1000.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
57,1.156783641722327e+18,0.0,0.0,170.0,200.0,90.0,500.0,25830.0,26000.0,220.0,0.0,0.0,0.0
58,1.156787282881458e+18,0.0,0.0,30.0,610.0,270.0,1330.0,730.0,790.0,70.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
59,1.1567922798703903e+18,0.0,0.0,90.0,610.0,160.0,860.0,430.0,1110.0,0.0,0.0,0.0,0.0
60,1.1567941448130232e+18,0.0,0.0,40.0,440.0,110.0,580.0,13870.0,43270.0,110.0,0.0,0.0,0.0
61,1.156814072538706e+18,0.0,0.0,30.0,680.0,330.0,1160.0,18920.0,10310.0,490.0,0.0,0.0,0.0
62,1.1568173760353976e+18,0.0,0.0,250.0,290.0,90.0,620.0,4810.0,1110.0,20.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
63,1.1568214642821243e+18,0.0,0.0,40.0,640.0,130.0,740.0,2370.0,18670.0,0.0,0.0,0.0,0.0
64,1.156825231102763e+18,0.0,0.0,250.0,290.0,90.0,620.0,24320.0,49460.0,860.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
65,1.1568273198366351e+18,0.0,0.0,300.0,280.0,130.0,700.0,164270.0,860.0,3860.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
66,1.1568310511231795e+18,0.0,0.0,70.0,500.0,120.0,780.0,730.0,0.0,0.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
67,1.1568318618192364e+18,0.0,0.0,300.0,280.0,130.0,700.0,23980.0,15410.0,50.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
68,1.1568352189821665e+18,0.0,0.0,250.0,290.0,90.0,620.0,320.0,1550.0,0.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
69,1.1568355139549637e+18,0.0,0.0,250.0,290.0,90.0,620.0,22670.0,6940.0,1040.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
70,1.1568487564044247e+18,0.0,0.0,250.0,290.0,90.0,620.0,1930.0,4690.0,80.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
71,1.1568531256192983e+18,0.0,0.0,300.0,280.0,130.0,700.0,3030.0,14650.0,110.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
72,1.1568596228604273e+18,0.0,0.0,150.0,220.0,130.0,650.0,13170.0,10540.0,3420.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
73,1.156860211417768e+18,0.0,0.0,150.0,220.0,110.0,630.0,800.0,0.0,10.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
74,1.156873483290329e+18,0.0,0.0,150.0,220.0,110.0,630.0,56050.0,58120.0,2070.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
75,1.1568745463996334e+18,0.0,0.0,70.0,610.0,170.0,880.0,6350.0,3750.0,820.0,0.0,0.0,0.0
76,1.1568772876373606e+18,0.0,0.0,50.0,470.0,110.0,380.0,9760.0,6990.0,340.0,0.0,0.0,0.0
77,1.1568784924679127e+18,0.0,0.0,150.0,220.0,110.0,630.0,370.0,880.0,0.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
78,1.1568870710821435e+18,0.0,0.0,70.0,500.0,120.0,780.0,33413690.0,2630.0,262040.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
79,1.1568874980916183e+18,0.0,0.0,40.0,640.0,130.0,740.0,15810.0,21600.0,200.0,0.0,0.0,0.0
80,1.1568900716788204e+18,0.0,0.0,40.0,600.0,260.0,1670.0,87375210.0,3700.0,386500.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
81,1.1568934444737943e+18,0.0,0.0,100.0,60.0,90.0,660.0,15810.0,15080.0,160.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
82,1.1569015178797015e+18,0.0,0.0,30.0,600.0,120.0,800.0,8090.0,7280.0,60.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
83,1.1569015213317652e+18,0.0,0.0,30.0,600.0,120.0,800.0,2000.0,1050.0,50.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
84,1.15690176511735e+18,0.0,0.0,20.0,700.0,140.0,820.0,270.0,400.0,0.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
85,1.1569020497511506e+18,0.0,0.0,30.0,600.0,120.0,800.0,100.0,220.0,10.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
86,1.156903873732325e+18,0.0,0.0,40.0,640.0,130.0,740.0,41280.0,49980.0,410.0,0.0,0.0,0.0
87,1.156907203250524e+18,0.0,0.0,40.0,650.0,350.0,2070.0,36770.0,8620.0,2590.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
88,1.156907220614992e+18,0.0,0.0,20.0,720.0,390.0,2250.0,69110.0,16570.0,2400.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
89,1.156908409385562e+18,0.0,0.0,190.0,190.0,100.0,630.0,1190.0,4770.0,0.0,0.0,0.0,0.0
90,1.1569093261974935e+18,0.0,0.0,20.0,660.0,400.0,2110.0,74770.0,1230.0,3070.0,0.0,0.0,0.0
91,1.156917076336042e+18,0.0,0.0,40.0,640.0,130.0,740.0,7250.0,450.0,20.0,0.0,0.0,0.0
92,1.1569189079339868e+18,0.0,0.0,70.0,500.0,120.0,780.0,17560.0,25710.0,600.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
93,1.1569195856329032e+18,0.0,0.0,420.0,130.0,100.0,520.0,3850.0,6110.0,30.0,0.0,0.0,0.0
94,1.1569198958392197e+18,0.0,0.0,40.0,600.0,170.0,850.0,93030.0,4640.0,550.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
95,1.156919943520313e+18,0.0,0.0,40.0,640.0,130.0,740.0,410.0,610.0,0.0,0.0,0.0,0.0
96,1.1569276047141642e+18,0.0,0.0,300.0,280.0,130.0,700.0,36700.0,190.0,260.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
97,1.1569394809238528e+18,0.0,0.0,60.0,520.0,400.0,1980.0,15180.0,15220.0,0.0,0.0,0.0,0.0
98,1.1569395232611942e+18,0.0,0.0,40.0,440.0,110.0,580.0,140.0,1940.0,0.0,0.0,0.0,0.0
99,1.1569412049840947e+18,0.0,0.0,70.0,500.0,120.0,780.0,3290.0,8450.0,110.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
100,1.1569426872050442e+18,0.0,0.0,40.0,600.0,260.0,1670.0,87375210.0,3700.0,386500.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
101,1.156945179905069e+18,0.0,0.0,30.0,550.0,510.0,2240.0,21610.0,31630.0,1340.0,0.0,0.0,0.0
102,1.1569471283773358e+18,0.0,0.0,250.0,290.0,90.0,620.0,40500.0,6070.0,1340.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
103,1.1569580825697772e+18,0.0,0.0,190.0,300.0,110.0,570.0,4480.0,15830.0,70.0,0.0,0.0,0.0
104,1.1569661799295631e+18,0.0,0.0,300.0,280.0,130.0,700.0,130510.0,133840.0,590.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
105,1.1569769672766218e+18,0.0,0.0,40.0,580.0,250.0,1360.0,960.0,90.0,20.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
106,1.1569814868153467e+18,0.0,0.0,40.0,580.0,250.0,1360.0,960.0,90.0,20.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
107,1.1569818466826035e+18,0.0,0.0,40.0,440.0,110.0,580.0,980.0,570.0,90.0,0.0,0.0,0.0
108,1.156983611897389e+18,0.0,0.0,250.0,290.0,90.0,620.0,94610.0,101380.0,6980.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
109,1.157022672104165e+18,0.0,0.0,100.0,60.0,80.0,650.0,1090.0,1070.0,0.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
110,1.157027189063377e+18,0.0,0.0,80.0,420.0,110.0,630.0,1630.0,21720.0,50.0,0.0,0.0,0.0
111,1.1570278732423987e+18,0.0,0.0,20.0,740.0,100.0,710.0,7790.0,29490.0,610.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
112,1.157047137701638e+18,0.0,0.0,300.0,280.0,130.0,700.0,66700.0,60070.0,8970.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
113,1.157047618746196e+18,0.0,0.0,40.0,640.0,130.0,740.0,294360.0,21610.0,2120.0,0.0,0.0,0.0
114,1.157058066283729e+18,0.0,0.0,170.0,200.0,90.0,500.0,180.0,70.0,0.0,0.0,0.0,0.0
115,1.1570595016834048e+18,0.0,0.0,40.0,580.0,250.0,1360.0,960.0,90.0,20.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
116,1.157063833934074e+18,0.0,0.0,50.0,440.0,110.0,620.0,19120.0,50020.0,1610.0,0.0,0.0,0.0
117,1.1570680501742835e+18,0.0,0.0,50.0,540.0,110.0,650.0,7670.0,13780.0,1590.0,0.0,0.0,0.0
118,1.1570823939010355e+18,0.0,0.0,40.0,580.0,250.0,1360.0,960.0,90.0,20.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
119,1.1570992618148247e+18,0.0,0.0,180.0,70.0,80.0,510.0,32700.0,50010.0,70.0,0.0,0.0,0.0
120,1.157103775858987e+18,0.0,0.0,20.0,740.0,100.0,710.0,49180.0,49160.0,30.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
121,1.1571039879188152e+18,0.0,0.0,170.0,200.0,90.0,500.0,23740.0,24980.0,320.0,0.0,0.0,0.0
122,1.157108380009259e+18,0.0,0.0,70.0,500.0,110.0,770.0,390.0,250.0,10.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
123,1.1571176567779697e+18,0.0,0.0,40.0,580.0,250.0,1360.0,960.0,90.0,20.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
124,1.157118133880205e+18,0.0,0.0,60.0,520.0,400.0,1980.0,49180.0,49160.0,30.0,0.0,0.0,0.0
125,1.1571341287619666e+18,0.0,0.0,10.0,670.0,540.0,2200.0,10130.0,11280.0,90.0,0.0,0.0,0.0
126,1.157136409536422e+18,0.0,0.0,70.0,500.0,120.0,780.0,246030.0,246910.0,90.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
127,1.157155721508581e+18,0.0,0.0,40.0,640.0,130.0,740.0,280.0,1980.0,20.0,0.0,0.0,0.0
128,1.1571790910340014e+18,0.0,0.0,20.0,740.0,100.0,710.0,2070.0,5230.0,40.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
129,1.157185446390227e+18,0.0,0.0,70.0,450.0,170.0,680.0,2084700.0,19320.0,8330.0,1.6670000076293944e+16,1.1109999656677246e+16,1.3329999923706056e+16
130,1.157205328028717e+18,0.0,0.0,20.0,740.0,100.0,710.0,18530.0,7090.0,380.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
131,1.157234246974673e+18,0.0,0.0,40.0,440.0,110.0,580.0,4160.0,880.0,70.0,0.0,0.0,0.0
132,1.157240769062871e+18,0.0,0.0,300.0,280.0,130.0,700.0,1080.0,2610.0,90.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
133,1.1572424356653711e+18,0.0,0.0,180.0,70.0,80.0,510.0,4160.0,880.0,70.0,0.0,0.0,0.0
134,1.1572435078427238e+18,0.0,0.0,120.0,300.0,140.0,650.0,0.0,270.0,0.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
135,1.1572475562310164e+18,0.0,0.0,60.0,540.0,100.0,590.0,1530.0,3550.0,30.0,0.0,0.0,0.0
136,1.1572647298716713e+18,0.0,0.0,160.0,340.0,110.0,670.0,90210.0,72030.0,700.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
137,1.1572693723412275e+18,0.0,0.0,180.0,70.0,80.0,510.0,2250.0,33990.0,90.0,0.0,0.0,0.0
138,1.1572871698175304e+18,0.0,0.0,70.0,510.0,160.0,630.0,73420.0,79280.0,30.0,0.0,0.0,0.0
139,1.1572931686998712e+18,0.0,0.0,100.0,420.0,120.0,660.0,370.0,0.0,0.0,4286000061035156.0,3333000183105469.0,375.0
140,1.1573044816269353e+18,0.0,0.0,100.0,520.0,90.0,690.0,330.0,0.0,40.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
141,1.1573107864459592e+18,0.0,0.0,80.0,470.0,410.0,1990.0,30570.0,34560.0,250.0,0.0,0.0,0.0
142,1.157312885929812e+18,0.0,0.0,120.0,210.0,90.0,620.0,1048200.0,51320.0,41920.0,0.0,0.0,0.0
143,1.157312889885274e+18,0.0,0.0,70.0,500.0,120.0,780.0,1000.0,3770.0,80.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
144,1.157313549888348e+18,0.0,0.0,10.0,570.0,150.0,670.0,2281590.0,30590.0,102510.0,0.0,0.0,0.0
145,1.157328791934554e+18,0.0,0.0,120.0,210.0,90.0,620.0,870.0,1540.0,50.0,0.0,0.0,0.0
146,1.1573296739714703e+18,0.0,0.0,60.0,540.0,100.0,590.0,3850.0,16590.0,470.0,0.0,0.0,0.0
147,1.1573302459152056e+18,0.0,0.0,180.0,70.0,90.0,520.0,23480.0,44720.0,260.0,0.0,0.0,0.0
148,1.1573337853121864e+18,0.0,0.0,70.0,570.0,110.0,440.0,90.0,210.0,0.0,0.0,0.0,0.0
149,1.157339973537935e+18,0.0,0.0,30.0,260.0,150.0,820.0,5700.0,9480.0,250.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
150,1.1573403027570975e+18,0.0,0.0,120.0,210.0,90.0,620.0,6400.0,14290.0,130.0,0.0,0.0,0.0
151,1.1573434904283628e+18,0.0,0.0,180.0,70.0,80.0,510.0,1180.0,2470.0,400.0,0.0,0.0,0.0
152,1.1573498507673843e+18,0.0,0.0,220.0,300.0,140.0,650.0,88950.0,9580.0,2610.0,0.0,0.0,0.0
153,1.1573508665437143e+18,0.0,0.0,120.0,220.0,140.0,750.0,280.0,420.0,40.0,0.0,0.0,0.0
154,1.157359815695503e+18,0.0,0.0,50.0,630.0,500.0,2310.0,12070.0,38490.0,70.0,0.0,0.0,0.0
155,1.1573718619085043e+18,0.0,0.0,30.0,520.0,120.0,700.0,70.0,890.0,0.0,0.0,0.0,0.0
156,1.157372998640386e+18,0.0,0.0,70.0,520.0,430.0,2030.0,19670.0,3400.0,210.0,0.0,0.0,0.0
157,1.1573820556776855e+18,0.0,0.0,340.0,270.0,130.0,580.0,708470.0,8560.0,3720.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
158,1.1573900713113764e+18,0.0,0.0,120.0,210.0,90.0,620.0,145470.0,154400.0,290.0,0.0,0.0,0.0
159,1.1573920779463311e+18,0.0,0.0,30.0,520.0,120.0,700.0,1500.0,3430.0,80.0,0.0,0.0,0.0
160,1.157393309784007e+18,0.0,0.0,70.0,510.0,100.0,650.0,370.0,1610.0,40.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
161,1.1573938902295716e+18,0.0,0.0,30.0,260.0,150.0,820.0,700.0,750.0,0.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
162,1.1574178391727718e+18,0.0,0.0,30.0,520.0,120.0,700.0,180.0,560.0,0.0,0.0,0.0,0.0
163,1.1574229782729032e+18,0.0,0.0,20.0,150.0,480.0,2250.0,100160.0,63860.0,3940.0,0.0,0.0,0.0
164,1.1574237599905055e+18,0.0,0.0,20.0,150.0,480.0,2250.0,100160.0,63860.0,3940.0,0.0,0.0,0.0
165,1.1574292062733967e+18,0.0,0.0,120.0,210.0,90.0,620.0,12310.0,35620.0,80.0,0.0,0.0,0.0
166,1.1574307636897833e+18,0.0,0.0,70.0,430.0,110.0,630.0,50200.0,47140.0,1640.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
167,1.157435091427242e+18,0.0,0.0,440.0,160.0,120.0,680.0,2450.0,8700.0,100.0,0.0,0.0,0.0
168,1.157446798564307e+18,0.0,0.0,440.0,160.0,120.0,680.0,14450.0,27410.0,720.0,0.0,0.0,0.0
169,1.157455878649344e+18,0.0,0.0,110.0,460.0,140.0,680.0,10670.0,14170.0,730.0,2856999969482422.0,2.221999931335449e+16,250.0
170,1.1574629824581468e+18,0.0,0.0,440.0,160.0,110.0,670.0,2980.0,680.0,20.0,0.0,0.0,0.0
171,1.1575026355088138e+18,0.0,0.0,120.0,210.0,90.0,620.0,244980.0,139180.0,24450.0,0.0,0.0,0.0
172,1.1575057892396687e+18,0.0,0.0,30.0,600.0,120.0,800.0,40.0,0.0,0.0,1.1109999656677246e+16,1.1109999656677246e+16,1.1109999656677246e+16
173,1.1575059511272243e+18,0.0,0.0,20.0,730.0,160.0,900.0,18120.0,6560.0,490.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
174,1.1575062492751913e+18,0.0,0.0,20.0,730.0,160.0,900.0,7090.0,9680.0,80.0,100.0,1.1109999656677246e+16,1.0529999732971192e+16
175,1.157523910293971e+18,0.0,0.0,60.0,540.0,100.0,590.0,2470.0,2760.0,220.0,0.0,0.0,0.0
176,1.1575860833848238e+18,0.0,0.0,30.0,260.0,150.0,820.0,68760.0,63730.0,1980.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
177,1.1576212931910615e+18,0.0,0.0,110.0,460.0,120.0,660.0,160.0,130.0,10.0,2856999969482422.0,2.221999931335449e+16,250.0
178,1.1576247595444224e+18,0.0,0.0,30.0,520.0,120.0,700.0,320.0,600.0,0.0,0.0,0.0,0.0
179,1.1576287982438687e+18,0.0,0.0,30.0,500.0,530.0,2570.0,1221100.0,70590.0,14250.0,0.0,0.0,0.0
180,1.157635377643053e+18,0.0,0.0,110.0,460.0,120.0,660.0,34430.0,29010.0,950.0,2856999969482422.0,2.221999931335449e+16,250.0
181,1.1576446837760737e+18,0.0,0.0,30.0,650.0,80.0,570.0,25480.0,49980.0,1080.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
182,1.1576471205742387e+18,0.0,0.0,180.0,70.0,80.0,510.0,2600.0,9320.0,10.0,0.0,0.0,0.0
183,1.1576621650267423e+18,0.0,0.0,30.0,650.0,80.0,570.0,3730.0,5800.0,140.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
184,1.1576703027146995e+18,0.0,0.0,70.0,510.0,100.0,650.0,1100.0,7650.0,40.0,125.0,1.1109999656677246e+16,1.1760000228881836e+16
185,1.157675281974534e+18,0.0,0.0,30.0,260.0,150.0,820.0,690.0,3340.0,50.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
186,1.1576760670223524e+18,0.0,0.0,30.0,650.0,80.0,570.0,910.0,1250.0,20.0,1.4289999961853028e+16,1.1109999656677246e+16,125.0
187,1.157681941212291e+18,0.0,0.0,30.0,520.0,120.0,700.0,7430.0,15410.0,100.0,0.0,0.0,0.0
188,1.1576885274648617e+18,0.0,0.0,30.0,270.0,190.0,860.0,177730.0,163380.0,1860.0,200.0,2.221999931335449e+16,2.1049999237060548e+16
