tweet_id,timestamp,positive_sentiment,negative_sentiment,numb_of_questions,tweet_length,userFollowersCount,userFriendsCount,user_list_count,dict_precision,dict_recall,dict_f_measure
"1.1555580909363241E18,",2019-07-28 19:18:12,"12.0,","37.0,","16.0,","72.0,","192.0,","339.0,","0.0,","0.0,","0.0,",0.0]
"1.15556619329992704E18,",2019-07-28 19:50:24,"11.0,","8.0,","3.0,","18.0,","36.0,","55.0,","0.0,","0.0,","0.0,",0.0]
"1.15556882517948416E18,",2019-07-28 20:00:52,"3.0,","52.0,","14.0,","74.0,","3335.0,","931.0,","146.0,","0.0,","0.0,",0.0]
"1.1555778512461865E18,",2019-07-28 20:36:43,"0.0,","52.0,","45.0,","198.0,","2.0,","52.0,","0.0,","0.0,","0.0,",0.0]
"1.15558322754700493E18,",2019-07-28 20:58:05,"4.0,","44.0,","11.0,","58.0,","29.0,","105.0,","15.0,","0.0,","0.0,",0.0]
"1.15558748513884979E18,",2019-07-28 21:15:00,"3.0,","58.0,","20.0,","101.0,","908.0,","1573.0,","88.0,","0.0,","0.0,",0.0]
"1.15558916441242829E18,",2019-07-28 21:21:41,"5.0,","68.0,","20.0,","87.0,","954.0,","1430.0,","18.0,","0.0,","0.0,",0.0]
"1.15558971045207245E18,",2019-07-28 21:23:51,"1.0,","48.0,","48.0,","246.0,","109.0,","219.0,","0.0,","0.0,","0.0,",0.0]
"1.15560115036168602E18,",2019-07-28 22:09:18,"8.0,","54.0,","15.0,","75.0,","159.0,","398.0,","0.0,","0.0,","0.0,",0.0]
"1.15560194710728704E18,",2019-07-28 22:12:28,"12.0,","9.0,","8.0,","42.0,","1861.0,","2085.0,","3.0,","0.0,","0.0,",0.0]
"1.15560289767496909E18,",2019-07-28 22:16:15,"4.0,","44.0,","11.0,","58.0,","2.0,","6.0,","0.0,","0.0,","0.0,",0.0]
"1.155606040500736E18,",2019-07-28 22:28:44,"2.0,","63.0,","17.0,","98.0,","1630.0,","4505.0,","40.0,","0.0,","0.0,",0.0]
"1.15561533184034406E18,",2019-07-28 23:05:40,"63.0,","0.0,","6.0,","20.0,","3226.0,","4364.0,","114.0,","0.0,","0.0,",0.0]
"1.15561759863517184E18,",2019-07-28 23:14:40,"2.0,","54.0,","25.0,","133.0,","200.0,","154.0,","1.0,","0.0,","0.0,",0.0]
"1.15561863851204608E18,",2019-07-28 23:18:48,"0.0,","30.0,","53.0,","236.0,","6892.0,","6891.0,","61.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15563350216504525E18,",2019-07-29 00:17:52,"10.0,","48.0,","34.0,","162.0,","124.0,","283.0,","2.0,","0.0,","0.0,",0.0]
"1.15563941560106189E18,",2019-07-29 00:41:22,"19.0,","18.0,","4.0,","18.0,","62.0,","588.0,","0.0,","0.0,","0.0,",0.0]
"1.15564183299651994E18,",2019-07-29 00:50:58,"2.0,","63.0,","17.0,","98.0,","346.0,","490.0,","20.0,","0.0,","0.0,",0.0]
"1.15564507663215411E18,",2019-07-29 01:03:51,"1.0,","63.0,","37.0,","159.0,","2392.0,","2414.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15565036745724314E18,",2019-07-29 01:24:53,"3.0,","66.0,","95.0,","197.0,","166.0,","543.0,","25.0,","0.0,","0.0,",0.0]
"1.15567913694323098E18,",2019-07-29 03:19:12,"2.0,","63.0,","19.0,","100.0,","14500.0,","1370.0,","0.0,","0.0,","0.0,",0.0]
"1.15567968084392346E18,",2019-07-29 03:21:22,"21.0,","23.0,","53.0,","250.0,","3457.0,","3476.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15569104000067994E18,",2019-07-29 04:06:30,"1.0,","65.0,","31.0,","171.0,","390.0,","404.0,","23.0,","0.0,","0.0,",0.0]
"1.15569475428737843E18,",2019-07-29 04:21:15,"5.0,","60.0,","14.0,","76.0,","756.0,","919.0,","158.0,","0.0,","0.0,",0.0]
"1.15569619415850598E18,",2019-07-29 04:26:59,"8.0,","64.0,","54.0,","245.0,","374.0,","321.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15570369942931046E18,",2019-07-29 04:56:48,"61.0,","7.0,","24.0,","122.0,","2430.0,","2100.0,","22.0,","0.0,","0.0,",0.0]
"1.15571245811337216E18,",2019-07-29 05:31:36,"4.0,","58.0,","15.0,","74.0,","70.0,","703.0,","1.0,","0.0,","0.0,",0.0]
"1.15571365284389683E18,",2019-07-29 05:36:21,"5.0,","53.0,","19.0,","74.0,","199.0,","274.0,","9.0,","0.0,","0.0,",0.0]
"1.15573656249741312E18,",2019-07-29 07:07:23,"2.0,","58.0,","53.0,","279.0,","1411.0,","4565.0,","0.0,","0.0,","0.0,",0.0]
"1.15573794197886157E18,",2019-07-29 07:12:52,"4.0,","61.0,","22.0,","130.0,","2363.0,","1576.0,","129.0,","0.0,","0.0,",0.0]
"1.15574264145744282E18,",2019-07-29 07:31:33,"9.0,","39.0,","65.0,","282.0,","7502.0,","1898.0,","254.0,","0.0,","0.0,",0.0]
"1.15574546184562688E18,",2019-07-29 07:42:45,"19.0,","22.0,","11.0,","57.0,","287.0,","775.0,","3.0,","0.0,","0.0,",0.0]
"1.1557457469494313E18,",2019-07-29 07:43:53,"8.0,","56.0,","9.0,","57.0,","11489.0,","13334.0,","443.0,","0.0,","0.0,",0.0]
"1.15574651765283635E18,",2019-07-29 07:46:57,"6.0,","56.0,","15.0,","88.0,","1300.0,","3651.0,","34.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15575025446295552E18,",2019-07-29 08:01:48,"1.0,","63.0,","55.0,","251.0,","184.0,","508.0,","11.0,","0.0,","0.0,",0.0]
"1.1557551170999337E18,",2019-07-29 08:21:07,"0.0,","38.0,","38.0,","179.0,","35.0,","130.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15575745099119821E18,",2019-07-29 08:30:23,"2.0,","63.0,","50.0,","261.0,","27.0,","105.0,","0.0,","0.0,","0.0,",0.0]
"1.15575879074838528E18,",2019-07-29 08:35:43,"1.0,","68.0,","36.0,","199.0,","2270.0,","1261.0,","88.0,","0.0,","0.0,",0.0]
"1.15575944929604813E18,",2019-07-29 08:38:20,"12.0,","53.0,","18.0,","92.0,","10873.0,","1082.0,","394.0,","0.0,","0.0,",0.0]
"1.1557606321023017E18,",2019-07-29 08:43:02,"3.0,","54.0,","26.0,","129.0,","10.0,","39.0,","7.0,","0.0,","0.0,",0.0]
"1.15576808059067597E18,",2019-07-29 09:12:38,"5.0,","67.0,","15.0,","72.0,","2133.0,","1064.0,","43.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15577026635566694E18,",2019-07-29 09:21:19,"2.0,","51.0,","51.0,","281.0,","11.0,","26.0,","0.0,","0.0,","0.0,",0.0]
"1.15577381637689344E18,",2019-07-29 09:35:25,"11.0,","37.0,","27.0,","119.0,","10873.0,","1082.0,","394.0,","0.0,","0.0,",0.0]
"1.15577585774884454E18,",2019-07-29 09:43:32,"8.0,","49.0,","11.0,","50.0,","3610.0,","4300.0,","83.0,","16.670000076293945,","11.109999656677246,",13.329999923706055]
"1.15577696101856461E18,",2019-07-29 09:47:55,"1.0,","78.0,","10.0,","46.0,","182.0,","316.0,","5.0,","0.0,","0.0,",0.0]
"1.15577861273547981E18,",2019-07-29 09:54:29,"1.0,","51.0,","44.0,","248.0,","614.0,","566.0,","2.0,","0.0,","0.0,",0.0]
"1.15578308445471539E18,",2019-07-29 10:12:15,"3.0,","61.0,","47.0,","205.0,","511.0,","345.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15578560414946099E18,",2019-07-29 10:22:16,"15.0,","15.0,","14.0,","59.0,","1346.0,","785.0,","62.0,","0.0,","0.0,",0.0]
"1.15579045747096781E18,",2019-07-29 10:41:33,"7.0,","50.0,","43.0,","230.0,","3726.0,","1013.0,","799.0,","0.0,","0.0,",0.0]
"1.15579176946602394E18,",2019-07-29 10:46:46,"6.0,","51.0,","11.0,","61.0,","53803.0,","3545.0,","1059.0,","0.0,","0.0,",0.0]
"1.15579497639312589E18,",2019-07-29 10:59:30,"17.0,","42.0,","35.0,","196.0,","10.0,","73.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15579882004064256E18,",2019-07-29 11:14:47,"2.0,","64.0,","33.0,","150.0,","391.0,","1485.0,","3.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15580898674837914E18,",2019-07-29 11:55:10,"1.0,","61.0,","41.0,","182.0,","2322.0,","2432.0,","120.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1558102175878144E18,",2019-07-29 12:00:04,"2.0,","57.0,","34.0,","156.0,","21767.0,","23931.0,","18.0,","0.0,","0.0,",0.0]
"1.15581041559670374E18,",2019-07-29 12:00:51,"2.0,","63.0,","18.0,","99.0,","67928.0,","39311.0,","1330.0,","0.0,","0.0,",0.0]
"1.15581191894438298E18,",2019-07-29 12:06:50,"8.0,","45.0,","26.0,","116.0,","65.0,","82.0,","0.0,","0.0,","0.0,",0.0]
"1.15581258722701312E18,",2019-07-29 12:09:29,"13.0,","43.0,","23.0,","123.0,","3885.0,","3981.0,","177.0,","0.0,","0.0,",0.0]
"1.15582074635628544E18,",2019-07-29 12:41:54,"2.0,","38.0,","21.0,","103.0,","18.0,","42.0,","0.0,","0.0,","0.0,",0.0]
"1.1558254650696704E18,",2019-07-29 13:00:39,"1.0,","66.0,","50.0,","254.0,","208.0,","271.0,","2.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15583166818547712E18,",2019-07-29 13:25:18,"8.0,","56.0,","9.0,","57.0,","1540.0,","1863.0,","126.0,","0.0,","0.0,",0.0]
"1.15583205818442138E18,",2019-07-29 13:26:51,"4.0,","44.0,","11.0,","58.0,","3972.0,","4222.0,","191.0,","0.0,","0.0,",0.0]
"1.15583227610369638E18,",2019-07-29 13:27:43,"8.0,","56.0,","9.0,","57.0,","1252.0,","1127.0,","14.0,","0.0,","0.0,",0.0]
"1.15583467672619418E18,",2019-07-29 13:37:15,"11.0,","44.0,","36.0,","157.0,","14.0,","105.0,","0.0,","0.0,","0.0,",0.0]
"1.15583640023701094E18,",2019-07-29 13:44:06,"3.0,","63.0,","18.0,","91.0,","302.0,","352.0,","68.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.1558373661515817E18,",2019-07-29 13:47:57,"17.0,","36.0,","22.0,","111.0,","9.0,","99.0,","0.0,","0.0,","0.0,",0.0]
"1.15584280332853248E18,",2019-07-29 14:09:33,"2.0,","34.0,","14.0,","44.0,","28.0,","58.0,","1.0,","0.0,","0.0,",0.0]
"1.15584492816297984E18,",2019-07-29 14:18:00,"4.0,","44.0,","11.0,","58.0,","24.0,","28.0,","1.0,","0.0,","0.0,",0.0]
"1.1558450530190336E18,",2019-07-29 14:18:29,"5.0,","54.0,","27.0,","143.0,","1926.0,","76.0,","24.0,","0.0,","0.0,",0.0]
"1.15584553313676083E18,",2019-07-29 14:20:24,"1.0,","64.0,","53.0,","262.0,","40.0,","79.0,","0.0,","0.0,","0.0,",0.0]
"1.15584734602825728E18,",2019-07-29 14:27:36,"6.0,","53.0,","46.0,","237.0,","1832.0,","3371.0,","19.0,","0.0,","0.0,",0.0]
"1.15585520748348621E18,",2019-07-29 14:58:50,"2.0,","52.0,","47.0,","222.0,","1917.0,","5001.0,","24.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15585924086461645E18,",2019-07-29 15:14:52,"1.0,","54.0,","39.0,","155.0,","1140.0,","940.0,","53.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15586045330354176E18,",2019-07-29 15:19:41,"2.0,","62.0,","56.0,","259.0,","1240.0,","1627.0,","37.0,","0.0,","0.0,",0.0]
"1.15586061863896678E18,",2019-07-29 15:20:20,"3.0,","61.0,","45.0,","222.0,","1113.0,","21.0,","8.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15586125536367002E18,",2019-07-29 15:22:52,"11.0,","38.0,","16.0,","88.0,","3554.0,","1074.0,","268.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15586133756783411E18,",2019-07-29 15:23:12,"5.0,","65.0,","17.0,","98.0,","860.0,","861.0,","27.0,","0.0,","0.0,",0.0]
"1.15586230221581107E18,",2019-07-29 15:27:02,"2.0,","61.0,","29.0,","112.0,","3.0,","21.0,","0.0,","0.0,","0.0,",0.0]
"1.15586618783589171E18,",2019-07-29 15:42:28,"5.0,","65.0,","17.0,","98.0,","1007.0,","1435.0,","66.0,","0.0,","0.0,",0.0]
"1.15587117426354176E18,",2019-07-29 16:02:17,"3.0,","63.0,","38.0,","158.0,","1821.0,","3388.0,","8.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15587341373659955E18,",2019-07-29 16:11:11,"4.0,","57.0,","35.0,","170.0,","31.0,","98.0,","1.0,","0.0,","0.0,",0.0]
"1.15587347147125965E18,",2019-07-29 16:11:25,"21.0,","32.0,","15.0,","75.0,","488.0,","382.0,","2.0,","0.0,","0.0,",0.0]
"1.15587515804263219E18,",2019-07-29 16:18:07,"9.0,","53.0,","15.0,","54.0,","63621.0,","2946.0,","763.0,","16.670000076293945,","11.109999656677246,",13.329999923706055]
"1.15587841507928883E18,",2019-07-29 16:31:03,"9.0,","42.0,","14.0,","58.0,","1300.0,","29.0,","1.0,","20.0,","11.109999656677246,",14.289999961853027]
"1.15588570147033088E18,",2019-07-29 17:00:01,"2.0,","58.0,","18.0,","90.0,","2888741.0,","628.0,","22319.0,","0.0,","0.0,",0.0]
"1.1558906222906368E18,",2019-07-29 17:19:34,"6.0,","63.0,","33.0,","171.0,","1278.0,","1265.0,","57.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15589250656917094E18,",2019-07-29 17:27:03,"3.0,","39.0,","2.0,","12.0,","99.0,","143.0,","3.0,","0.0,","0.0,",0.0]
"1.15589275687684506E18,",2019-07-29 17:28:03,"0.0,","18.0,","54.0,","227.0,","339.0,","184.0,","34.0,","0.0,","0.0,",0.0]
"1.15589649351094272E18,",2019-07-29 17:42:54,"43.0,","22.0,","13.0,","60.0,","11.0,","79.0,","0.0,","0.0,","0.0,",0.0]
"1.15589725126227968E18,",2019-07-29 17:45:54,"4.0,","44.0,","11.0,","58.0,","5964.0,","1973.0,","306.0,","0.0,","0.0,",0.0]
"1.15589867577783091E18,",2019-07-29 17:51:34,"2.0,","61.0,","56.0,","242.0,","282.0,","278.0,","4.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15589933792856064E18,",2019-07-29 17:54:12,"5.0,","47.0,","13.0,","74.0,","5483.0,","2657.0,","214.0,","0.0,","0.0,",0.0]
"1.1558994103642153E18,",2019-07-29 17:54:29,"3.0,","53.0,","52.0,","259.0,","12987.0,","486.0,","353.0,","0.0,","0.0,",0.0]
"1.15590034047623987E18,",2019-07-29 17:58:11,"3.0,","56.0,","33.0,","159.0,","12987.0,","486.0,","353.0,","0.0,","0.0,",0.0]
"1.15590072079482061E18,",2019-07-29 17:59:42,"11.0,","38.0,","14.0,","86.0,","13051.0,","13384.0,","59.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.1559016430048297E18,",2019-07-29 18:03:21,"4.0,","60.0,","41.0,","216.0,","1088.0,","2481.0,","4.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15590320562212864E18,",2019-07-29 18:09:34,"11.0,","38.0,","14.0,","86.0,","231.0,","346.0,","4.0,","12.5,","11.109999656677246,",11.760000228881836]
"1.15590330417126605E18,",2019-07-29 18:09:58,"2.0,","63.0,","17.0,","98.0,","55.0,","101.0,","0.0,","0.0,","0.0,",0.0]
"1.15590654211541402E18,",2019-07-29 18:22:50,"4.0,","44.0,","11.0,","58.0,","8.0,","31.0,","0.0,","0.0,","0.0,",0.0]
"1.15590996316994765E18,",2019-07-29 18:36:25,"3.0,","63.0,","26.0,","133.0,","4044.0,","4864.0,","146.0,","0.0,","0.0,",0.0]
"1.15591773230439629E18,",2019-07-29 19:07:17,"9.0,","11.0,","14.0,","64.0,","36.0,","67.0,","0.0,","0.0,","0.0,",0.0]
"1.15591800626374656E18,",2019-07-29 19:08:23,"16.0,","30.0,","14.0,","59.0,","722.0,","2246.0,","30.0,","0.0,","0.0,",0.0]
"1.15592657005943603E18,",2019-07-29 19:42:25,"1.0,","68.0,","36.0,","228.0,","712949.0,","10.0,","4535.0,","0.0,","0.0,",0.0]
"1.15592658260885504E18,",2019-07-29 19:42:28,"1.0,","68.0,","36.0,","228.0,","60815.0,","167.0,","767.0,","0.0,","0.0,",0.0]
"1.15592659600961946E18,",2019-07-29 19:42:31,"1.0,","68.0,","36.0,","228.0,","41755.0,","12.0,","400.0,","0.0,","0.0,",0.0]
"1.1559266121283625E18,",2019-07-29 19:42:35,"1.0,","68.0,","36.0,","228.0,","27645.0,","84.0,","256.0,","0.0,","0.0,",0.0]
"1.15592743383862067E18,",2019-07-29 19:45:50,"56.0,","2.0,","9.0,","42.0,","135.0,","221.0,","0.0,","0.0,","0.0,",0.0]
"1.15593054516910899E18,",2019-07-29 19:58:12,"3.0,","51.0,","20.0,","100.0,","2135.0,","5001.0,","8.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15594184677997773E18,",2019-07-29 20:43:07,"9.0,","42.0,","14.0,","58.0,","3172.0,","4016.0,","15.0,","20.0,","11.109999656677246,",14.289999961853027]
"1.15594303028671693E18,",2019-07-29 20:47:49,"0.0,","38.0,","36.0,","177.0,","0.0,","20.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15594320989939712E18,",2019-07-29 20:48:32,"20.0,","41.0,","10.0,","57.0,","77.0,","429.0,","11.0,","0.0,","0.0,",0.0]
"1.15594348412724019E18,",2019-07-29 20:49:37,"3.0,","52.0,","14.0,","74.0,","0.0,","20.0,","0.0,","0.0,","0.0,",0.0]
"1.15594667348861338E18,",2019-07-29 21:02:18,"3.0,","12.0,","21.0,","107.0,","3172.0,","4016.0,","15.0,","0.0,","0.0,",0.0]
"1.1559493930375209E18,",2019-07-29 21:13:06,"5.0,","60.0,","15.0,","91.0,","44.0,","319.0,","2.0,","0.0,","0.0,",0.0]
"1.15594986936782848E18,",2019-07-29 21:15:00,"9.0,","7.0,","73.0,","251.0,","1927.0,","940.0,","64.0,","0.0,","0.0,",0.0]
"1.1559511271515177E18,",2019-07-29 21:19:59,"64.0,","4.0,","8.0,","37.0,","1206.0,","1763.0,","26.0,","0.0,","0.0,",0.0]
"1.15595465112189747E18,",2019-07-29 21:34:00,"7.0,","55.0,","53.0,","213.0,","26.0,","126.0,","0.0,","0.0,","0.0,",0.0]
"1.15595468534317466E18,",2019-07-29 21:34:08,"5.0,","57.0,","13.0,","64.0,","11838.0,","11962.0,","43.0,","0.0,","0.0,",0.0]
"1.15595478650984448E18,",2019-07-29 21:34:32,"5.0,","57.0,","13.0,","64.0,","14366.0,","14457.0,","65.0,","0.0,","0.0,",0.0]
"1.15595491283802931E18,",2019-07-29 21:35:02,"2.0,","56.0,","54.0,","240.0,","286.0,","864.0,","6.0,","0.0,","0.0,",0.0]
"1.1559549992826921E18,",2019-07-29 21:35:23,"6.0,","53.0,","17.0,","80.0,","620.0,","1293.0,","12.0,","0.0,","0.0,",0.0]
"1.15595597589284864E18,",2019-07-29 21:39:15,"1.0,","62.0,","31.0,","180.0,","19.0,","52.0,","1.0,","0.0,","0.0,",0.0]
"1.15595757513059942E18,",2019-07-29 21:45:37,"47.0,","0.0,","37.0,","174.0,","1170.0,","1119.0,","16.0,","0.0,","0.0,",0.0]
"1.15595988522317414E18,",2019-07-29 21:54:47,"8.0,","50.0,","14.0,","72.0,","5483.0,","2657.0,","214.0,","0.0,","0.0,",0.0]
"1.15596122439317914E18,",2019-07-29 22:00:07,"5.0,","57.0,","13.0,","64.0,","14366.0,","14457.0,","65.0,","0.0,","0.0,",0.0]
"1.15597358843382989E18,",2019-07-29 22:49:15,"9.0,","42.0,","14.0,","58.0,","2.0,","3.0,","2.0,","20.0,","11.109999656677246,",14.289999961853027]
"1.1559861195839447E18,",2019-07-29 23:39:02,"5.0,","47.0,","13.0,","74.0,","2267.0,","694.0,","104.0,","0.0,","0.0,",0.0]
"1.15600926613989786E18,",2019-07-30 01:11:01,"2.0,","62.0,","9.0,","63.0,","135.0,","0.0,","3.0,","0.0,","0.0,",0.0]
"1.15601127269912166E18,",2019-07-30 01:18:59,"45.0,","15.0,","40.0,","247.0,","10969.0,","11242.0,","54.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15601220746695885E18,",2019-07-30 01:22:42,"1.0,","67.0,","38.0,","180.0,","938.0,","701.0,","5.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15602981781011251E18,",2019-07-30 02:32:41,"3.0,","59.0,","47.0,","233.0,","51.0,","30.0,","4.0,","0.0,","0.0,",0.0]
"1.15602991718157517E18,",2019-07-30 02:33:04,"1.0,","48.0,","55.0,","273.0,","769.0,","349.0,","13.0,","0.0,","0.0,",0.0]
"1.15603081210346291E18,",2019-07-30 02:36:38,"2.0,","62.0,","9.0,","63.0,","3648.0,","4258.0,","200.0,","0.0,","0.0,",0.0]
"1.15603324766021632E18,",2019-07-30 02:46:18,"11.0,","8.0,","4.0,","19.0,","95599.0,","5576.0,","1199.0,","0.0,","0.0,",0.0]
"1.15603393834047078E18,",2019-07-30 02:49:03,"2.0,","53.0,","29.0,","127.0,","585.0,","258.0,","78.0,","0.0,","0.0,",0.0]
"1.15603878450644992E18,",2019-07-30 03:08:19,"18.0,","18.0,","28.0,","127.0,","222.0,","1106.0,","5.0,","0.0,","0.0,",0.0]
"1.15604055046781338E18,",2019-07-30 03:15:20,"2.0,","63.0,","17.0,","98.0,","202.0,","123.0,","4.0,","0.0,","0.0,",0.0]
"1.15605313184892928E18,",2019-07-30 04:05:19,"3.0,","56.0,","39.0,","203.0,","36.0,","18.0,","2.0,","20.0,","22.219999313354492,",21.049999237060547]
"1.15605386003478118E18,",2019-07-30 04:08:13,"1.0,","67.0,","36.0,","186.0,","938.0,","701.0,","5.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15606865635650355E18,",2019-07-30 05:07:01,"1.0,","47.0,","29.0,","141.0,","99.0,","94.0,","0.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15607269725381018E18,",2019-07-30 05:23:04,"2.0,","62.0,","9.0,","63.0,","2267.0,","694.0,","104.0,","0.0,","0.0,",0.0]
"1.15607418612668416E18,",2019-07-30 05:28:59,"16.0,","30.0,","13.0,","79.0,","1029.0,","548.0,","54.0,","14.289999961853027,","11.109999656677246,",12.5]
"1.15607673349542298E18,",2019-07-30 05:39:06,"11.0,","8.0,","5.0,","20.0,","585.0,","258.0,","78.0,","0.0,","0.0,",0.0]
"1.15607808903155302E18,",2019-07-30 05:44:29,"0.0,","55.0,","61.0,","280.0,","27.0,","293.0,","0.0,","0.0,","0.0,",0.0]
"1.15608316784304947E18,",2019-07-30 06:04:40,"5.0,","55.0,","40.0,","178.0,","3088.0,","4936.0,","108.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15609130347976704E18,",2019-07-30 06:37:00,"2.0,","54.0,","42.0,","209.0,","2070.0,","955.0,","122.0,","10.0,","11.109999656677246,",10.529999732971191]
"1.15609486727499366E18,",2019-07-30 06:51:10,"5.0,","54.0,","14.0,","70.0,","63621.0,","2946.0,","763.0,","0.0,","0.0,",0.0]
"1.15609500286434099E18,",2019-07-30 06:51:42,"6.0,","54.0,","10.0,","59.0,","3069.0,","4692.0,","184.0,","0.0,","0.0,",0.0]
