eventID,postID,postPriority,num,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
16,73576686217728000,2.5,1,12.0,0,0,0,0,0,0,0,0,0
16,73823143323643904,7.5,3,23.0,17.0,16.0,0,0,0,0,0,0,0
16,73862215777783808,2.5,1,4.0,0,0,0,0,0,0,0,0,0
16,73894035332399104,7.5,6,24.0,22.0,18.0,2.0,10.0,17.0,0,0,0,0
16,73924830025625600,2.5,1,21.0,0,0,0,0,0,0,0,0,0
16,74072846904721408,2.5,2,1.0,12.0,0,0,0,0,0,0,0,0
16,74141570676424704,5.0,4,23.0,15.0,10.0,17.0,0,0,0,0,0,0
16,74151706748919808,5.0,3,23.0,15.0,17.0,0,0,0,0,0,0,0
16,74209988796616704,10.0,3,15.0,17.0,16.0,0,0,0,0,0,0,0
16,74249624017305600,5.0,2,23.0,15.0,0,0,0,0,0,0,0,0
16,74290454534963200,2.5,3,10.0,1.0,21.0,0,0,0,0,0,0,0
16,74304399119351808,2.5,3,23.0,7.0,21.0,0,0,0,0,0,0,0
16,74309705132032000,2.5,3,8.0,15.0,17.0,0,0,0,0,0,0,0
16,74920217951744000,2.5,2,10.0,17.0,0,0,0,0,0,0,0,0
16,74920293025583104,5.0,4,23.0,6.0,18.0,17.0,0,0,0,0,0,0
16,74927384448610304,5.0,4,15.0,22.0,10.0,17.0,0,0,0,0,0,0
16,74928955110604800,2.5,1,12.0,0,0,0,0,0,0,0,0,0
16,74941215900049408,5.0,4,23.0,15.0,10.0,17.0,0,0,0,0,0,0
16,74953616473079808,5.0,3,8.0,15.0,17.0,0,0,0,0,0,0,0
16,74956419295739904,5.0,2,10.0,1.0,0,0,0,0,0,0,0,0
16,74958102906159104,2.5,2,21.0,12.0,0,0,0,0,0,0,0,0
16,75101711995387904,5.0,4,23.0,22.0,10.0,17.0,0,0,0,0,0,0
16,75119780213956608,2.5,3,23.0,10.0,17.0,0,0,0,0,0,0,0
16,75120994351718400,2.5,2,4.0,12.0,0,0,0,0,0,0,0,0
16,75124993318600704,5.0,3,8.0,15.0,17.0,0,0,0,0,0,0,0
16,75337569860198400,2.5,3,23.0,1.0,17.0,0,0,0,0,0,0,0
16,75372145722671104,2.5,2,10.0,4.0,0,0,0,0,0,0,0,0
16,75372445917384704,5.0,3,23.0,10.0,17.0,0,0,0,0,0,0,0
16,75384698116907008,5.0,3,23.0,7.0,17.0,0,0,0,0,0,0,0
16,75424812020936704,2.5,2,4.0,12.0,0,0,0,0,0,0,0,0
16,75523546973081600,5.0,3,23.0,15.0,17.0,0,0,0,0,0,0,0
16,75566354673045504,5.0,5,15.0,22.0,10.0,1.0,17.0,0,0,0,0,0
16,75889362948198400,5.0,3,15.0,10.0,17.0,0,0,0,0,0,0,0
16,76003875840204800,2.5,2,21.0,12.0,0,0,0,0,0,0,0,0
16,76009973729071104,2.5,2,21.0,12.0,0,0,0,0,0,0,0,0
16,76016840236740608,5.0,2,23.0,1.0,0,0,0,0,0,0,0,0
16,76107962124484608,2.5,2,21.0,12.0,0,0,0,0,0,0,0,0
16,76172556494848000,5.0,3,15.0,7.0,17.0,0,0,0,0,0,0,0
16,76194544613470208,2.5,1,12.0,0,0,0,0,0,0,0,0,0
16,76258694077235200,5.0,3,22.0,10.0,17.0,0,0,0,0,0,0,0
16,76285993971499008,2.5,3,23.0,15.0,17.0,0,0,0,0,0,0,0
16,76352455218171904,5.0,3,15.0,1.0,17.0,0,0,0,0,0,0,0
16,76689149612134400,5.0,4,8.0,25.0,18.0,17.0,0,0,0,0,0,0
16,76709118286643200,2.5,0,0,0,0,0,0,0,0,0,0,0
16,76835618067447808,5.0,5,8.0,15.0,18.0,10.0,17.0,0,0,0,0,0
16,77079355364343808,2.5,2,15.0,21.0,0,0,0,0,0,0,0,0
16,77520866371584000,5.0,3,22.0,1.0,17.0,0,0,0,0,0,0,0
16,77720662453649408,7.5,4,15.0,7.0,18.0,17.0,0,0,0,0,0,0
16,77895993282146304,5.0,5,9.0,11.0,24.0,10.0,17.0,0,0,0,0,0
16,78228420911300608,5.0,2,15.0,17.0,0,0,0,0,0,0,0,0
16,78351072862814208,2.5,2,21.0,12.0,0,0,0,0,0,0,0,0
16,78495934572539904,7.5,4,23.0,6.0,15.0,17.0,0,0,0,0,0,0
16,78566102136930304,5.0,3,15.0,22.0,17.0,0,0,0,0,0,0,0
16,78638584948736000,2.5,1,1.0,0,0,0,0,0,0,0,0,0
16,79715771021918208,7.5,5,8.0,25.0,6.0,18.0,17.0,0,0,0,0,0
16,80701436245188608,5.0,4,15.0,22.0,10.0,17.0,0,0,0,0,0,0
italyEarthquakes2012,204033969124155392,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204034585670062080,2.5,1,23.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204039874679025664,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204046325518577664,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204049387389857792,2.5,2,23.0,19.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204083688382799872,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204085705847226368,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204087073186127872,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204099568009355265,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204101208015769600,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204101451268624385,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204105960145428480,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204111366599094273,5.0,1,23.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204130681377390592,2.5,1,23.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204131721560596481,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204144421904723969,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204165208879546368,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204167490606075905,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204169428370325506,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204173614273146880,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204177552707821570,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204180358730752001,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204195361726808064,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204205109310259200,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204205629408161793,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204224277250195456,2.5,2,10.0,21.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204225816572346368,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204228526117888001,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204230694568869889,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204284922700103680,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204287976182779904,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204342460191739905,5.0,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204351842845589506,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204352568430829568,2.5,1,23.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204357102486032384,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204422667850358785,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204455375045541889,5.0,2,23.0,15.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204471661519585280,7.5,4,23.0,15.0,7.0,17.0,0,0,0,0,0,0
italyEarthquakes2012,204555593724346369,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204590519710531585,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204618743152775168,7.5,3,23.0,15.0,17.0,0,0,0,0,0,0,0
italyEarthquakes2012,204795004588261376,7.5,3,23.0,15.0,17.0,0,0,0,0,0,0,0
italyEarthquakes2012,204972050371190784,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,204994779308769280,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,205024114245771265,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,205105508925972481,10.0,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,205210593039368192,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,205419045737086976,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,206243624919375872,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,206958078481006592,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207372639281491968,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207373847241035777,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207375013249155073,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207376661623226369,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207380457459953664,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207392876819259393,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207393052967440384,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207397515706896384,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207415207276978176,2.5,2,23.0,21.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207418692764581888,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207418898256105473,2.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207438942830731264,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207454197531156480,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207459377517572096,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207462116393889792,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207464142213365761,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207468177138003968,10.0,3,23.0,7.0,17.0,0,0,0,0,0,0,0
italyEarthquakes2012,207469489984507904,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207475651387719681,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207476829987155968,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207478297993551874,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207478482547113986,5.0,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207480101569433600,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207483301789839362,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207486225244897280,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207503556092239873,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207504025866870784,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207504504030105601,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207532425486671872,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207546048615424000,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207555909390569472,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207558480511512576,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207567443726581761,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207588310409953280,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207603338601168896,5.0,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207704417108103169,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207738428740206592,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207740311965929472,5.0,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207759840666333186,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207761270907224064,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207769466594004992,7.5,2,8.0,15.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207811501887721472,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207826383290896384,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,207898768610312192,10.0,3,23.0,15.0,17.0,0,0,0,0,0,0,0
italyEarthquakes2012,207946554282213379,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,208245939524214784,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,209395929592238081,7.5,2,23.0,17.0,0,0,0,0,0,0,0,0
italyEarthquakes2012,209445258801577984,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,209549344649646080,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,209669230440873984,2.5,1,21.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,209720371585363968,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,210224065552719872,2.5,1,12.0,0,0,0,0,0,0,0,0,0
italyEarthquakes2012,210250279956905984,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211281973870727170,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211557401231495171,5.0,1,8.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211565974422425600,7.5,1,22.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211607187653533697,5.0,1,25.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211654415503990784,5.0,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211671247258521602,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211681309368655872,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211685621125742592,2.5,1,18.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211703656611979265,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211732966416719873,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211790625530593282,2.5,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211830756614475777,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211848238465159170,2.5,1,18.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211877049147736064,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211884082991333376,7.5,1,8.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211893016892424192,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211904811250089984,5.0,1,16.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211910322582335488,7.5,1,22.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211931512180965378,5.0,1,5.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211958091485417473,5.0,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211964198396231680,5.0,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211964315853524993,7.5,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211968233312485378,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211971932697010178,7.5,1,8.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211976521278164993,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,211991952135172098,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212000114246553600,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212002932818841602,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212019143803797505,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212023103197421569,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212025686918049793,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212032414564880384,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212046599696826369,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212061829235613698,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212099863171710976,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212137133736075264,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212158197543337984,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212169203422199808,2.5,1,21.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212176367289253888,2.5,1,21.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212185569588035585,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212197095518633984,2.5,1,4.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212200052511342594,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212201952547840000,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212202460046049280,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212212127929344001,5.0,1,18.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212214560617275392,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212221690904723458,5.0,1,1.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212227898512388096,2.5,1,21.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212228347286130689,2.5,1,4.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212231669170716672,2.5,1,21.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212231891477217283,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212242750534451200,5.0,1,24.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212298199229149184,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212306336183091200,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212311709082337281,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212311994286620672,0.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212315735609966592,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212319443383103488,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212337210442264576,7.5,1,23.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212364712506163201,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212365530391252993,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212373109477617664,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212377068904787969,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212384295719931904,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212414263984275456,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212429443170435072,2.5,0,0,0,0,0,0,0,0,0,0,0
fireColorado2012,212441208226717697,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212452734148939776,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212462741770862592,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212525333348491264,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212539984052363265,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212552097219100673,7.5,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212552860590813184,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212559890248499200,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212579779608719362,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212582216503533569,2.5,1,4.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212587354542706688,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212590940664238080,2.5,1,21.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212595864772952064,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212604953846480896,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212612847501455361,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212615137604018177,7.5,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212617058616225792,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212617469645438976,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212632141304041473,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212659349779267584,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212660335415529475,2.5,1,4.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212670988956090371,2.5,1,21.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212678790353137664,7.5,1,6.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212679595655299072,5.0,1,22.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212692916794163200,2.5,1,4.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212700856590671874,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212706464366727169,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212824504689360896,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212841818780467200,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212847162315382785,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212847581733208064,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212887096262791168,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212937008484589570,5.0,1,18.0,0,0,0,0,0,0,0,0,0
fireColorado2012,212970143511363587,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213002380910927874,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213003463032963072,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213007598637678592,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213015790109196288,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213047834579173377,5.0,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213070509003374592,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213125177540739072,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213138934887223296,2.5,1,15.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213266525606526977,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213275195224494080,5.0,1,5.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213295311106482178,2.5,1,17.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213303712284811264,7.5,1,18.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213307550081359872,2.5,1,12.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213336062980915200,5.0,1,18.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213348184506908673,7.5,1,14.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213356292113305600,5.0,1,25.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213373622943891457,5.0,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213384297481113602,2.5,1,7.0,0,0,0,0,0,0,0,0,0
fireColorado2012,213391209673134080,2.5,1,7.0,0,0,0,0,0,0,0,0,0
